exercise_id,stable_code,family_code,representative_exercise_id,variant_type_code,safety_mapping_status_code,safety_mapping_source_representative_exercise_id,safety_rule_binding_status_code,fitt_mapping_status_code,fitt_mapping_source_representative_exercise_id,fitt_template_ids_by_experience,review_status_code,production_eligible
VEX-000010,dumbbell_straight_leg_deadlift_hip_dominant_dumbbell,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000007,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000007,{},REVIEW_REQUIRED,false
VEX-000011,band_stiff_leg_deadlift_hip_dominant_resistance_band,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000007,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000007,{},REVIEW_REQUIRED,false
VEX-000012,band_straight_back_stiff_leg_deadlift_hip_dominant_resistance_band,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000007,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000007,{},REVIEW_REQUIRED,false
VEX-000013,dumbbell_romanian_deadlift_hip_dominant_dumbbell,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000007,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000007,{},REVIEW_REQUIRED,false
VEX-000014,romanian_deadlift_hip_dominant_barbell,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000007,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000007,{},REVIEW_REQUIRED,false
VEX-000015,decline_crunch_core_brace_bodyweight,BODYWEIGHT_CRUNCH,REX-000009,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000009,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000009,{},REVIEW_REQUIRED,false
VEX-000016,dumbbell_lunge_knee_dominant_dumbbell,BODYWEIGHT_FORWARD_LUNGE,REX-000010,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000010,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000010,{},REVIEW_REQUIRED,false
VEX-000017,dumbbell_rear_lunge_knee_dominant_dumbbell,BODYWEIGHT_FORWARD_LUNGE,REX-000010,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000010,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000010,{},REVIEW_REQUIRED,false
VEX-000018,walking_lunge_knee_dominant_bodyweight,BODYWEIGHT_FORWARD_LUNGE,REX-000010,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000010,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000010,{},REVIEW_REQUIRED,false
VEX-000019,dumbbell_contralateral_forward_lunge_knee_dominant_dumbbell,BODYWEIGHT_FORWARD_LUNGE,REX-000010,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000010,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000010,{},REVIEW_REQUIRED,false
VEX-000020,cable_tuck_reverse_crunch_core_brace_cable_machine,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000013,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000013,{},REVIEW_REQUIRED,false
VEX-000021,suspended_reverse_crunch_core_brace_bodyweight_stretch_strap,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000013,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000013,{},REVIEW_REQUIRED,false
VEX-000022,cable_reverse_crunch_core_brace_cable_machine,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000013,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000013,{},REVIEW_REQUIRED,false
VEX-000023,roller_reverse_crunch_core_brace_foam_roller,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000013,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000013,{},REVIEW_REQUIRED,false
VEX-000024,weighted_russian_twist_core_brace_household_weight,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000014,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000014,{},REVIEW_REQUIRED,false
VEX-000025,weighted_russian_twist_v_2_core_brace_household_weight,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000014,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000014,{},REVIEW_REQUIRED,false
VEX-000026,dumbbell_single_leg_calf_raise_isolation_dumbbell,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000016,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000016,{},REVIEW_REQUIRED,false
VEX-000027,band_single_leg_calf_raise_isolation_resistance_band,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000016,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000016,{},REVIEW_REQUIRED,false
VEX-000028,one_leg_floor_calf_raise_isolation_bodyweight,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000016,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000016,{},REVIEW_REQUIRED,false
VEX-000029,cable_decline_fly_isolation_cable_machine,CABLE_FLY,REX-000018,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000018,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000018,{},REVIEW_REQUIRED,false
VEX-000030,cable_incline_fly_isolation_cable_machine,CABLE_FLY,REX-000018,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000018,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000018,{},REVIEW_REQUIRED,false
VEX-000031,cable_lying_fly_isolation_cable_machine,CABLE_FLY,REX-000018,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000018,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000018,{},REVIEW_REQUIRED,false
VEX-000032,band_front_lateral_raise_isolation_resistance_band,DUMBBELL_LATERAL_RAISE,REX-000026,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000026,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000026,{},REVIEW_REQUIRED,false
VEX-000033,dumbbell_seated_preacher_curl_isolation_dumbbell,DUMBBELL_PREACHER_CURL,REX-000027,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000027,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000027,{},REVIEW_REQUIRED,false
VEX-000034,dumbbell_standing_preacher_curl_isolation_dumbbell,DUMBBELL_PREACHER_CURL,REX-000027,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000027,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000027,{},REVIEW_REQUIRED,false
VEX-000035,dumbbell_alternate_preacher_curl_isolation_dumbbell,DUMBBELL_PREACHER_CURL,REX-000027,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000027,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000027,{},REVIEW_REQUIRED,false
VEX-000036,dumbbell_standing_zottman_preacher_curl_isolation_dumbbell,DUMBBELL_PREACHER_CURL,REX-000027,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000027,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000027,{},REVIEW_REQUIRED,false
VEX-000037,cable_shrug_isolation_cable_machine,DUMBBELL_SHRUG,REX-000029,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000029,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000029,{},REVIEW_REQUIRED,false
VEX-000038,dumbbell_decline_shrug_v_2_isolation_dumbbell,DUMBBELL_SHRUG,REX-000029,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000029,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000029,{},REVIEW_REQUIRED,false
VEX-000039,dumbbell_decline_shrug_isolation_dumbbell,DUMBBELL_SHRUG,REX-000029,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000029,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000029,{},REVIEW_REQUIRED,false
VEX-000040,dumbbell_incline_shrug_isolation_dumbbell,DUMBBELL_SHRUG,REX-000029,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000029,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000029,{},REVIEW_REQUIRED,false
VEX-000041,band_shrug_isolation_resistance_band,DUMBBELL_SHRUG,REX-000029,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000029,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000029,{},REVIEW_REQUIRED,false
VEX-000042,inverted_row_on_bench_horizontal_pull_bodyweight,INVERTED_ROW,REX-000038,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000038,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000038,{},REVIEW_REQUIRED,false
VEX-000043,1_arm_half_kneeling_lat_pulldown_vertical_pull_cable_machine,LAT_PULLDOWN,REX-000040,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000040,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000040,{},REVIEW_REQUIRED,false
VEX-000044,leg_extension_isolation_machine,MACHINE_LEG_EXTENSION,REX-000044,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000044,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000044,{},REVIEW_REQUIRED,false
VEX-000045,side_push_neck_stretch_mobility_stretch_bodyweight,NECK_LATERAL_STRETCH,REX-000045,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000045,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000045,{},REVIEW_REQUIRED,false
VEX-000046,cable_chest_press_decline_horizontal_push_cable_machine,PECTORALS_HORIZONTAL_PUSH,REX-000049,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000049,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000049,{},REVIEW_REQUIRED,false
VEX-000047,incline_bench_press_dumbbell_horizontal_push_dumbbell,PECTORALS_HORIZONTAL_PUSH,REX-000049,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000049,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000049,{},REVIEW_REQUIRED,false
VEX-000048,dumbbell_reverse_wrist_curl_isolation_dumbbell,REVERSE_WRIST_CURL,REX-000055,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000055,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000055,{},REVIEW_REQUIRED,false
VEX-000049,band_reverse_wrist_curl_isolation_resistance_band,REVERSE_WRIST_CURL,REX-000055,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000055,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000055,{},REVIEW_REQUIRED,false
VEX-000050,seated_row_machine_horizontal_pull_machine,ROW_VARIANT,REX-000076,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000076,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000076,{},REVIEW_REQUIRED,false
VEX-000051,cable_decline_seated_wide_grip_row_horizontal_pull_cable_machine,SEATED_CABLE_ROW,REX-000079,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000079,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000079,{},REVIEW_REQUIRED,false
VEX-000052,cable_floor_seated_wide_grip_row_horizontal_pull_cable_machine,SEATED_CABLE_ROW,REX-000079,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000079,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000079,{},REVIEW_REQUIRED,false
VEX-000053,cable_high_row_kneeling_horizontal_pull_cable_machine,SEATED_CABLE_ROW,REX-000079,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000079,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000079,{},REVIEW_REQUIRED,false
VEX-000054,lever_seated_calf_raise_isolation_machine,SEATED_CALF_RAISE,REX-000080,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000080,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000080,{},REVIEW_REQUIRED,false
VEX-000055,dumbbell_seated_calf_raise_isolation_dumbbell,SEATED_CALF_RAISE,REX-000080,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000080,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000080,{},REVIEW_REQUIRED,false
VEX-000056,standing_single_leg_curl_knee_flexion_bodyweight,SEATED_LEG_CURL,REX-000083,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000083,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000083,{},REVIEW_REQUIRED,false
VEX-000057,leg_curl_knee_flexion_machine,SEATED_LEG_CURL,REX-000083,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000083,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000083,{},REVIEW_REQUIRED,false
VEX-000058,dumbbell_seated_shoulder_press_parallel_grip_vertical_push_dumbbell,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000086,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000086,{},REVIEW_REQUIRED,false
VEX-000059,band_shoulder_press_vertical_push_resistance_band,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000086,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000086,{},REVIEW_REQUIRED,false
VEX-000060,resistance_band_seated_shoulder_press_vertical_push_resistance_band,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000086,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000086,{},REVIEW_REQUIRED,false
VEX-000061,overhead_barbell_press_vertical_push_barbell,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000086,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000086,{},REVIEW_REQUIRED,false
VEX-000062,arnold_shoulder_press_vertical_push_dumbbell,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000086,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000086,{},REVIEW_REQUIRED,false
VEX-000063,shoulder_press_on_machine_vertical_push_machine,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000086,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000086,{},REVIEW_REQUIRED,false
VEX-000064,dumbbell_over_bench_wrist_curl_isolation_dumbbell,WRIST_CURL,REX-000102,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000102,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000102,{},REVIEW_REQUIRED,false
VEX-000065,band_wrist_curl_isolation_resistance_band,WRIST_CURL,REX-000102,PRIMARY_VARIANT,REVIEW_REQUIRED,REX-000102,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000102,{},REVIEW_REQUIRED,false
VEX-000066,neutral_grip_lat_pulldown_vertical_pull_cable_machine,LAT_PULLDOWN,REX-000040,SECONDARY_VARIANT,REVIEW_REQUIRED,REX-000040,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000040,{},REVIEW_REQUIRED,false
VEX-000067,cable_seated_wide_grip_row_horizontal_pull_cable_machine,SEATED_CABLE_ROW,REX-000079,SECONDARY_VARIANT,REVIEW_REQUIRED,REX-000079,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000079,{},REVIEW_REQUIRED,false
VEX-000068,dumbbell_one_arm_shoulder_press_v_2_vertical_push_dumbbell,SEATED_SHOULDER_PRESS,REX-000086,SECONDARY_VARIANT,REVIEW_REQUIRED,REX-000086,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000086,{},REVIEW_REQUIRED,false
VEX-000069,dumbbell_one_arm_shoulder_press_vertical_push_dumbbell,SEATED_SHOULDER_PRESS,REX-000086,SECONDARY_VARIANT,REVIEW_REQUIRED,REX-000086,PENDING_VARIANT_SAFETY_REVIEW,REVIEW_REQUIRED,REX-000086,{},REVIEW_REQUIRED,false
