exercise_id,stable_code,record_type,is_representative,family_code,representative_exercise_id,variant_type_code,source_key,review_status_code,variant_relation_status_code,variant_materialization_status_code,safety_mapping_status_code,fitt_mapping_status_code
REX-000088,side_lying_quadriceps_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,SIDE_LYING_QUADRICEPS_STRETCH,REX-000088,,gymvisual:0613,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000089,side_wrist_pull_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,SIDE_WRIST_PULL_STRETCH,REX-000089,,gymvisual:0721,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000090,spine_core_brace_core_brace_mat,REPRESENTATIVE,true,SPINE_CORE_BRACE,REX-000090,,kspo:ce0ab5a88d5e6c4243b2a910aa53ecff3aa783c716fa193711a1a6e44542b3a0,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000091,spine_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,SPINE_STRETCH,REX-000091,,gymvisual:1363,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000092,spine_twist_mobility_stretch_bodyweight,REPRESENTATIVE,true,SPINE_TWIST,REX-000092,,gymvisual:2329,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000093,squat_variant_knee_dominant_barbell,REPRESENTATIVE,true,SQUAT_VARIANT,REX-000093,,wger:1801,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000094,standing_hamstring_calf_strap_stretch_mobility_stretch_stretch_strap,REPRESENTATIVE,true,STANDING_HAMSTRING_CALF_STRAP_STRETCH,REX-000094,,gymvisual:1599,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000095,standing_lateral_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,STANDING_LATERAL_STRETCH,REX-000095,,gymvisual:0794,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000096,triceps_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,TRICEPS_STRETCH,REX-000096,,gymvisual:0817,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000097,upper_back_isolation_isolation_resistance_band,REPRESENTATIVE,true,UPPER_BACK_ISOLATION,REX-000097,,kspo:ab41f78cd9e548e1217b4460122ca0a1e9824cd570da589f1b37ffe86d6db937,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000098,upper_back_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,UPPER_BACK_STRETCH,REX-000098,,gymvisual:1365,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000099,wall_calf_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,WALL_CALF_STRETCH,REX-000099,,gymvisual:1377,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000100,world_greatest_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,WORLD_GREATEST_STRETCH,REX-000100,,gymvisual:1604,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000101,wrist_circles_mobility_stretch_bodyweight,REPRESENTATIVE,true,WRIST_CIRCLES,REX-000101,,gymvisual:1428,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000102,wrist_curl_isolation_barbell,REPRESENTATIVE,true,WRIST_CURL,REX-000102,,gymvisual:0126,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000103,barbell_decline_bent_arm_pullover_isolation_barbell,SEPARATE_EXERCISE,false,BARBELL_PULLOVER,,,gymvisual:0034,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000104,cable_incline_fly_on_stability_ball_isolation_stability_ball,SEPARATE_EXERCISE,false,CABLE_FLY,,,gymvisual:0170,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000105,cable_lying_extension_pullover_with_rope_attachment_isolation_cable_machine,VARIANT,false,BARBELL_PULLOVER,REX-000006,PRIMARY_VARIANT,gymvisual:0184,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
REX-000106,cable_reverse_grip_straight_back_seated_high_row_isolation_cable_machine,SEPARATE_EXERCISE,false,SEATED_CABLE_ROW,,,gymvisual:0208,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000108,dumbbell_incline_rear_lateral_raise_isolation_dumbbell,SEPARATE_EXERCISE,false,DUMBBELL_REAR_FLY,,,gymvisual:0326,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000109,dumbbell_lateral_to_front_raise_isolation_dumbbell,SEPARATE_EXERCISE,false,BARBELL_FRONT_RAISE,,,gymvisual:0335,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000110,dumbbell_lying_rear_lateral_raise_isolation_dumbbell,SEPARATE_EXERCISE,false,DUMBBELL_REAR_FLY,,,gymvisual:0348,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000111,dumbbell_over_bench_revers_wrist_curl_isolation_dumbbell,SEPARATE_EXERCISE,false,REVERSE_WRIST_CURL,,,gymvisual:0368,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000112,dumbbell_rear_lateral_raise_support_head_isolation_dumbbell,SEPARATE_EXERCISE,false,DUMBBELL_REAR_FLY,,,gymvisual:0379,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000113,dumbbell_rear_lateral_raise_isolation_dumbbell,SEPARATE_EXERCISE,false,DUMBBELL_REAR_FLY,,,gymvisual:0380,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000114,inverse_leg_curl_bench_support_isolation_bodyweight,SEPARATE_EXERCISE,false,SEATED_LEG_CURL,,,gymvisual:0496,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000115,inverted_row_with_straps_isolation_stretch_strap,SEPARATE_EXERCISE,false,INVERTED_ROW,,,gymvisual:0498,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000117,self_assisted_inverse_leg_curl_on_floor_isolation_bodyweight,SEPARATE_EXERCISE,false,SEATED_LEG_CURL,,,gymvisual:0696,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000118,self_assisted_inverse_leg_curl_isolation_bodyweight,SEPARATE_EXERCISE,false,SEATED_LEG_CURL,,,gymvisual:0697,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000119,smith_reverse_calf_raises_isolation_machine,SEPARATE_EXERCISE,false,REVERSE_CALF_RAISE,,,gymvisual:0763,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000120,weighted_russian_twist_legs_up_isolation_household_weight,SEPARATE_EXERCISE,false,BODYWEIGHT_RUSSIAN_TWIST,,,gymvisual:0845,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000121,bicycle_crunch_core_brace_bodyweight,SEPARATE_EXERCISE,false,ROTATION_VARIANT,,,gymvisual:0972,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000122,band_kneeling_twisting_crunch_isolation_resistance_band,SEPARATE_EXERCISE,false,ROTATION_VARIANT,,,gymvisual:0985,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000123,cable_one_arm_decline_chest_fly_isolation_cable_machine,SEPARATE_EXERCISE,false,CABLE_FLY,,,gymvisual:1262,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000124,band_two_legs_calf_raise_band_under_both_legs_v_2_isolation_resistance_band,SEPARATE_EXERCISE,false,BODYWEIGHT_STANDING_CALF_RAISE,,,gymvisual:1369,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000125,one_leg_donkey_calf_raise_isolation_bodyweight,SEPARATE_EXERCISE,false,BODYWEIGHT_STANDING_CALF_RAISE,,,gymvisual:1386,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000126,dumbbell_alternate_hammer_preacher_curl_isolation_dumbbell,SEPARATE_EXERCISE,false,DUMBBELL_PREACHER_CURL,,,gymvisual:1646,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000127,lever_pullover_isolation_machine,SEPARATE_EXERCISE,false,BARBELL_PULLOVER,,,gymvisual:2285,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000128,lever_seated_calf_press_isolation_machine,SEPARATE_EXERCISE,false,SEATED_CALF_RAISE,,,gymvisual:2335,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000130,resistance_band_leg_extension_isolation_resistance_band,SEPARATE_EXERCISE,false,MACHINE_LEG_EXTENSION,,,gymvisual:3007,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000131,ez_bar_lying_bent_arms_pullover_isolation_ez_bar,SEPARATE_EXERCISE,false,BARBELL_PULLOVER,,,gymvisual:3010,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000133,dumbbell_rear_delt_row_isolation_dumbbell,SEPARATE_EXERCISE,false,ROW_VARIANT,,,wger:1227,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000134,incline_chest_supported_dumbbell_row_isolation_dumbbell,SEPARATE_EXERCISE,false,ROW_VARIANT,,,wger:1283,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000135,calf_press_using_leg_press_machine_isolation_machine,SEPARATE_EXERCISE,false,SEATED_CALF_RAISE,,,wger:146,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000136,leg_curl_with_elastic_isolation_resistance_band,SEPARATE_EXERCISE,false,SEATED_LEG_CURL,,,wger:1603,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000137,bulgarian_squat_with_dumbbells_isolation_dumbbell,SEPARATE_EXERCISE,false,BODYWEIGHT_SPLIT_SQUAT,,,wger:1706,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
VEX-000001,dumbbell_deadlift_hip_dominant_dumbbell,VARIANT,false,BARBELL_DEADLIFT,REX-000004,PRIMARY_VARIANT,gymvisual:0300,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000002,dumbbell_deadlift_hip_dominant_dumbbell_nex_000186,VARIANT,false,BARBELL_DEADLIFT,REX-000004,PRIMARY_VARIANT,wger:1370,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000003,kettlebell_sumo_deadlift_hip_dominant_kettlebell,VARIANT,false,BARBELL_DEADLIFT,REX-000004,PRIMARY_VARIANT,wger:1612,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000004,dumbbell_front_raise_v_2_isolation_dumbbell,VARIANT,false,BARBELL_FRONT_RAISE,REX-000005,PRIMARY_VARIANT,gymvisual:0309,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000005,dumbbell_front_raise_isolation_dumbbell,VARIANT,false,BARBELL_FRONT_RAISE,REX-000005,PRIMARY_VARIANT,gymvisual:0310,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000006,dumbbell_seated_alternate_front_raise_isolation_dumbbell,VARIANT,false,BARBELL_FRONT_RAISE,REX-000005,PRIMARY_VARIANT,gymvisual:0387,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000007,band_front_raise_isolation_resistance_band,VARIANT,false,BARBELL_FRONT_RAISE,REX-000005,PRIMARY_VARIANT,gymvisual:0978,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000008,barbell_decline_wide_grip_pullover_isolation_barbell,VARIANT,false,BARBELL_PULLOVER,REX-000006,PRIMARY_VARIANT,gymvisual:0037,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000009,dumbbell_stiff_leg_deadlift_hip_dominant_dumbbell,VARIANT,false,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,PRIMARY_VARIANT,gymvisual:0432,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000010,dumbbell_straight_leg_deadlift_hip_dominant_dumbbell,VARIANT,false,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,PRIMARY_VARIANT,gymvisual:0434,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000011,band_stiff_leg_deadlift_hip_dominant_resistance_band,VARIANT,false,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,PRIMARY_VARIANT,gymvisual:1009,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000012,band_straight_back_stiff_leg_deadlift_hip_dominant_resistance_band,VARIANT,false,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,PRIMARY_VARIANT,gymvisual:1023,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000013,dumbbell_romanian_deadlift_hip_dominant_dumbbell,VARIANT,false,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,PRIMARY_VARIANT,wger:1652,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000014,romanian_deadlift_hip_dominant_barbell,VARIANT,false,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,PRIMARY_VARIANT,wger:507,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000015,decline_crunch_core_brace_bodyweight,VARIANT,false,BODYWEIGHT_CRUNCH,REX-000009,PRIMARY_VARIANT,gymvisual:0277,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000016,dumbbell_lunge_knee_dominant_dumbbell,VARIANT,false,BODYWEIGHT_FORWARD_LUNGE,REX-000010,PRIMARY_VARIANT,gymvisual:0336,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000017,dumbbell_rear_lunge_knee_dominant_dumbbell,VARIANT,false,BODYWEIGHT_FORWARD_LUNGE,REX-000010,PRIMARY_VARIANT,gymvisual:0381,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000018,walking_lunge_knee_dominant_bodyweight,VARIANT,false,BODYWEIGHT_FORWARD_LUNGE,REX-000010,PRIMARY_VARIANT,gymvisual:1460,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000019,dumbbell_contralateral_forward_lunge_knee_dominant_dumbbell,VARIANT,false,BODYWEIGHT_FORWARD_LUNGE,REX-000010,PRIMARY_VARIANT,gymvisual:3635,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000020,cable_tuck_reverse_crunch_core_brace_cable_machine,VARIANT,false,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,PRIMARY_VARIANT,gymvisual:0242,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000021,suspended_reverse_crunch_core_brace_bodyweight_stretch_strap,VARIANT,false,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,PRIMARY_VARIANT,gymvisual:0807,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000022,cable_reverse_crunch_core_brace_cable_machine,VARIANT,false,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,PRIMARY_VARIANT,gymvisual:0873,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000023,roller_reverse_crunch_core_brace_foam_roller,VARIANT,false,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,PRIMARY_VARIANT,gymvisual:2206,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000024,weighted_russian_twist_core_brace_household_weight,VARIANT,false,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,PRIMARY_VARIANT,gymvisual:0846,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000025,weighted_russian_twist_v_2_core_brace_household_weight,VARIANT,false,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,PRIMARY_VARIANT,gymvisual:2371,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000026,dumbbell_single_leg_calf_raise_isolation_dumbbell,VARIANT,false,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,PRIMARY_VARIANT,gymvisual:0409,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000027,band_single_leg_calf_raise_isolation_resistance_band,VARIANT,false,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,PRIMARY_VARIANT,gymvisual:0999,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000028,one_leg_floor_calf_raise_isolation_bodyweight,VARIANT,false,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,PRIMARY_VARIANT,gymvisual:1387,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000029,cable_decline_fly_isolation_cable_machine,VARIANT,false,CABLE_FLY,REX-000018,PRIMARY_VARIANT,gymvisual:0158,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000030,cable_incline_fly_isolation_cable_machine,VARIANT,false,CABLE_FLY,REX-000018,PRIMARY_VARIANT,gymvisual:0171,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000031,cable_lying_fly_isolation_cable_machine,VARIANT,false,CABLE_FLY,REX-000018,PRIMARY_VARIANT,gymvisual:0185,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000032,band_front_lateral_raise_isolation_resistance_band,VARIANT,false,DUMBBELL_LATERAL_RAISE,REX-000026,PRIMARY_VARIANT,gymvisual:0977,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000033,dumbbell_seated_preacher_curl_isolation_dumbbell,VARIANT,false,DUMBBELL_PREACHER_CURL,REX-000027,PRIMARY_VARIANT,gymvisual:0402,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000034,dumbbell_standing_preacher_curl_isolation_dumbbell,VARIANT,false,DUMBBELL_PREACHER_CURL,REX-000027,PRIMARY_VARIANT,gymvisual:0428,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000035,dumbbell_alternate_preacher_curl_isolation_dumbbell,VARIANT,false,DUMBBELL_PREACHER_CURL,REX-000027,PRIMARY_VARIANT,gymvisual:1647,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000036,dumbbell_standing_zottman_preacher_curl_isolation_dumbbell,VARIANT,false,DUMBBELL_PREACHER_CURL,REX-000027,PRIMARY_VARIANT,gymvisual:2293,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000037,cable_shrug_isolation_cable_machine,VARIANT,false,DUMBBELL_SHRUG,REX-000029,PRIMARY_VARIANT,gymvisual:0220,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000038,dumbbell_decline_shrug_v_2_isolation_dumbbell,VARIANT,false,DUMBBELL_SHRUG,REX-000029,PRIMARY_VARIANT,gymvisual:0304,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000039,dumbbell_decline_shrug_isolation_dumbbell,VARIANT,false,DUMBBELL_SHRUG,REX-000029,PRIMARY_VARIANT,gymvisual:0305,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
