source_exercise_stable_code,alternative_exercise_stable_code,source_representative_exercise_id,alternative_representative_exercise_id,reason_code,goal_preservation_code,difficulty_delta,source_primary_body_area_codes,source_secondary_body_area_codes,alternative_primary_body_area_codes,alternative_secondary_body_area_codes,allowed_equipment_codes,allowed_location_codes,rule_version,alternative_set_version_code,review_status_code,production_eligible,direction_code,pain_score_min,pain_score_max,service_action_code,alternative_strategy_code,source_metadata,source_relation_key
all_fours_squat_stretch_mobility_stretch_bodyweight,bodyweight_crunch_core_brace_bodyweight,REX-000002,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,-1,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""ANKLE_FOOT"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""MOBILITY""}",mapping:ANKLE_FOOT:NRS_4_6:REX-000002:REX-000009:DISCOMFORT
all_fours_squat_stretch_mobility_stretch_bodyweight,bodyweight_crunch_core_brace_bodyweight,REX-000002,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,-1,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""HIP"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""MOBILITY""}",mapping:HIP:NRS_4_6:REX-000002:REX-000009:DISCOMFORT
all_fours_squat_stretch_mobility_stretch_bodyweight,bodyweight_crunch_core_brace_bodyweight,REX-000002,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,-1,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""KNEE"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""MOBILITY""}",mapping:KNEE:NRS_4_6:REX-000002:REX-000009:DISCOMFORT
ankle_circles_mobility_stretch_bodyweight,bodyweight_crunch_core_brace_bodyweight,REX-000003,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""ANKLE_FOOT""]","[""KNEE""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""ANKLE_FOOT"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""MOBILITY""}",mapping:ANKLE_FOOT:NRS_4_6:REX-000003:REX-000009:DISCOMFORT
ankle_circles_mobility_stretch_bodyweight,bodyweight_crunch_core_brace_bodyweight,REX-000003,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""ANKLE_FOOT""]","[""KNEE""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""KNEE"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""MOBILITY""}",mapping:KNEE:NRS_4_6:REX-000003:REX-000009:DISCOMFORT
ankle_circles_mobility_stretch_bodyweight,butterfly_adductor_stretch_mobility_stretch_bodyweight,REX-000003,REX-000017,DISCOMFORT,SAME_GOAL,0,"[""ANKLE_FOOT""]","[""KNEE""]","[""HIP""]","[""KNEE""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""MOBILITY"", ""body_area_code"": ""ANKLE_FOOT"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""MOBILITY""}",mapping:ANKLE_FOOT:NRS_1_3:REX-000003:REX-000017:DISCOMFORT
ankle_circles_mobility_stretch_bodyweight,butterfly_adductor_stretch_mobility_stretch_bodyweight,REX-000003,REX-000017,DISCOMFORT,SAME_GOAL,0,"[""ANKLE_FOOT""]","[""KNEE""]","[""HIP""]","[""KNEE""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""MOBILITY"", ""body_area_code"": ""KNEE"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""MOBILITY""}",mapping:KNEE:NRS_1_3:REX-000003:REX-000017:DISCOMFORT
barbell_deadlift_hip_dominant_barbell,bodyweight_crunch_core_brace_bodyweight,REX-000004,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,-1,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""HIP"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""GLUTES""}",mapping:HIP:NRS_4_6:REX-000004:REX-000009:DISCOMFORT
barbell_deadlift_hip_dominant_barbell,bodyweight_crunch_core_brace_bodyweight,REX-000004,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,-1,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""KNEE"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""GLUTES""}",mapping:KNEE:NRS_4_6:REX-000004:REX-000009:DISCOMFORT
barbell_deadlift_hip_dominant_barbell,bodyweight_glute_bridge_hip_dominant_bodyweight,REX-000004,REX-000011,DISCOMFORT,SAME_GOAL,-1,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP""]","[""KNEE"",""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""GLUTES"", ""body_area_code"": ""HIP"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""GLUTES""}",mapping:HIP:NRS_1_3:REX-000004:REX-000011:DISCOMFORT
barbell_deadlift_hip_dominant_barbell,bodyweight_glute_bridge_hip_dominant_bodyweight,REX-000004,REX-000011,DISCOMFORT,SAME_GOAL,-1,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP""]","[""KNEE"",""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""GLUTES"", ""body_area_code"": ""KNEE"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""GLUTES""}",mapping:KNEE:NRS_1_3:REX-000004:REX-000011:DISCOMFORT
barbell_deadlift_hip_dominant_barbell,bodyweight_glute_bridge_hip_dominant_bodyweight,REX-000004,REX-000011,DISCOMFORT,SAME_GOAL,-1,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP""]","[""KNEE"",""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""GLUTES"", ""body_area_code"": ""LOWER_BACK"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""GLUTES""}",mapping:LOWER_BACK:NRS_1_3:REX-000004:REX-000011:DISCOMFORT
barbell_deadlift_hip_dominant_barbell,bodyweight_standing_calf_raise_isolation_bodyweight,REX-000004,REX-000016,DISCOMFORT,ACTIVE_RECOVERY,-1,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""ANKLE_FOOT""]","[""KNEE""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CALVES"", ""body_area_code"": ""LOWER_BACK"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""GLUTES""}",mapping:LOWER_BACK:NRS_4_6:REX-000004:REX-000016:DISCOMFORT
barbell_deadlift_hip_dominant_barbell,bodyweight_back_extension_hip_dominant_bodyweight,REX-000004,REX-000008,LOCATION,POSTERIOR_CHAIN_STRENGTH,0,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""LOWER_BACK""]","[""HIP"",""UPPER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,,,,,"{""legacy_relationship_type"": ""CONSTRAINT"", ""selection_basis"": ""REX_ENDPOINT_AND_V2_CATALOG_RECHECK"", ""source_path"": ""generated/exercise-alternatives-v0.3.0/alternative_relationships.csv""}",NEX-000001:NEX-000064:CONSTRAINT
barbell_deadlift_hip_dominant_barbell,bodyweight_glute_bridge_hip_dominant_bodyweight,REX-000004,REX-000011,LOCATION,POSTERIOR_CHAIN_STRENGTH,-1,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP""]","[""KNEE"",""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,,,,,"{""legacy_relationship_type"": ""INTENSITY"", ""selection_basis"": ""REX_ENDPOINT_AND_V2_CATALOG_RECHECK"", ""source_path"": ""generated/exercise-alternatives-v0.3.0/alternative_relationships.csv""}",NEX-000001:NEX-000162:INTENSITY
barbell_front_raise_isolation_barbell,bodyweight_crunch_core_brace_bodyweight,REX-000005,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""SHOULDER""]","[""ELBOW""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""ELBOW"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:ELBOW:NRS_4_6:REX-000005:REX-000009:DISCOMFORT
barbell_front_raise_isolation_barbell,bodyweight_crunch_core_brace_bodyweight,REX-000005,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""SHOULDER""]","[""ELBOW""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""SHOULDER"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:SHOULDER:NRS_4_6:REX-000005:REX-000009:DISCOMFORT
barbell_front_raise_isolation_barbell,dumbbell_lateral_raise_isolation_dumbbell,REX-000005,REX-000026,DISCOMFORT,SAME_GOAL,0,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER""]","[""ELBOW""]",DUMBBELL,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""SHOULDERS"", ""body_area_code"": ""ELBOW"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:ELBOW:NRS_1_3:REX-000005:REX-000026:DISCOMFORT
barbell_front_raise_isolation_barbell,dumbbell_lateral_raise_isolation_dumbbell,REX-000005,REX-000026,DISCOMFORT,SAME_GOAL,0,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER""]","[""ELBOW""]",DUMBBELL,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""SHOULDERS"", ""body_area_code"": ""SHOULDER"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:SHOULDER:NRS_1_3:REX-000005:REX-000026:DISCOMFORT
barbell_pullover_isolation_barbell,bodyweight_crunch_core_brace_bodyweight,REX-000006,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,-1,"[""UPPER_BACK""]","[""CHEST"",""ELBOW""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""CHEST"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""BACK""}",mapping:CHEST:NRS_4_6:REX-000006:REX-000009:DISCOMFORT
