source_exercise_stable_code,alternative_exercise_stable_code,source_representative_exercise_id,alternative_representative_exercise_id,reason_code,goal_preservation_code,difficulty_delta,source_primary_body_area_codes,source_secondary_body_area_codes,alternative_primary_body_area_codes,alternative_secondary_body_area_codes,allowed_equipment_codes,allowed_location_codes,rule_version,alternative_set_version_code,review_status_code,production_eligible,direction_code,pain_score_min,pain_score_max,service_action_code,alternative_strategy_code,source_metadata,source_relation_key
close_grip_push_up_horizontal_push_bodyweight,overhead_triceps_extension_isolation_barbell,REX-000022,REX-000047,DISCOMFORT,SAME_GOAL,0,"[""ELBOW"",""CHEST""]","[""SHOULDER"",""ABDOMEN""]","[""ELBOW""]","[""SHOULDER""]",BARBELL,GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""TRICEPS"", ""body_area_code"": ""SHOULDER"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""TRICEPS""}",mapping:SHOULDER:NRS_1_3:REX-000022:REX-000047:DISCOMFORT
crunch_variant_core_brace_bodyweight,bodyweight_crunch_core_brace_bodyweight,REX-000023,REX-000009,DISCOMFORT,SAME_GOAL,0,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""ABDOMEN"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""CORE""}",mapping:ABDOMEN:NRS_1_3:REX-000023:REX-000009:DISCOMFORT
crunch_variant_core_brace_bodyweight,bodyweight_crunch_core_brace_bodyweight,REX-000023,REX-000009,DISCOMFORT,SAME_GOAL,0,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""LOWER_BACK"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""CORE""}",mapping:LOWER_BACK:NRS_1_3:REX-000023:REX-000009:DISCOMFORT
crunch_variant_core_brace_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,REX-000023,REX-000016,DISCOMFORT,ACTIVE_RECOVERY,0,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ANKLE_FOOT""]","[""KNEE""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CALVES"", ""body_area_code"": ""ABDOMEN"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""CORE""}",mapping:ABDOMEN:NRS_4_6:REX-000023:REX-000016:DISCOMFORT
crunch_variant_core_brace_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,REX-000023,REX-000016,DISCOMFORT,ACTIVE_RECOVERY,0,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ANKLE_FOOT""]","[""KNEE""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CALVES"", ""body_area_code"": ""LOWER_BACK"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""CORE""}",mapping:LOWER_BACK:NRS_4_6:REX-000023:REX-000016:DISCOMFORT
dead_bug_core_brace_bodyweight,bodyweight_crunch_core_brace_bodyweight,REX-000024,REX-000009,DISCOMFORT,SAME_GOAL,0,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""ABDOMEN"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""CORE""}",mapping:ABDOMEN:NRS_1_3:REX-000024:REX-000009:DISCOMFORT
dead_bug_core_brace_bodyweight,bodyweight_crunch_core_brace_bodyweight,REX-000024,REX-000009,DISCOMFORT,SAME_GOAL,0,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""LOWER_BACK"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""CORE""}",mapping:LOWER_BACK:NRS_1_3:REX-000024:REX-000009:DISCOMFORT
dead_bug_core_brace_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,REX-000024,REX-000016,DISCOMFORT,ACTIVE_RECOVERY,0,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ANKLE_FOOT""]","[""KNEE""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CALVES"", ""body_area_code"": ""ABDOMEN"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""CORE""}",mapping:ABDOMEN:NRS_4_6:REX-000024:REX-000016:DISCOMFORT
dead_bug_core_brace_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,REX-000024,REX-000016,DISCOMFORT,ACTIVE_RECOVERY,0,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ANKLE_FOOT""]","[""KNEE""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CALVES"", ""body_area_code"": ""LOWER_BACK"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""CORE""}",mapping:LOWER_BACK:NRS_4_6:REX-000024:REX-000016:DISCOMFORT
dumbbell_goblet_squat_knee_dominant_dumbbell,bodyweight_crunch_core_brace_bodyweight,REX-000025,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""ANKLE_FOOT"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""QUADRICEPS""}",mapping:ANKLE_FOOT:NRS_4_6:REX-000025:REX-000009:DISCOMFORT
dumbbell_goblet_squat_knee_dominant_dumbbell,bodyweight_crunch_core_brace_bodyweight,REX-000025,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""HIP"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""QUADRICEPS""}",mapping:HIP:NRS_4_6:REX-000025:REX-000009:DISCOMFORT
dumbbell_goblet_squat_knee_dominant_dumbbell,bodyweight_crunch_core_brace_bodyweight,REX-000025,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""KNEE"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""QUADRICEPS""}",mapping:KNEE:NRS_4_6:REX-000025:REX-000009:DISCOMFORT
dumbbell_goblet_squat_knee_dominant_dumbbell,leg_press_knee_dominant_resistance_band,REX-000025,REX-000069,DISCOMFORT,SAME_GOAL,0,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE""]","[""HIP""]",RESISTANCE_BAND,HOME,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""QUADRICEPS"", ""body_area_code"": ""ANKLE_FOOT"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""QUADRICEPS""}",mapping:ANKLE_FOOT:NRS_1_3:REX-000025:REX-000069:DISCOMFORT
dumbbell_goblet_squat_knee_dominant_dumbbell,leg_press_knee_dominant_resistance_band,REX-000025,REX-000069,DISCOMFORT,SAME_GOAL,0,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE""]","[""HIP""]",RESISTANCE_BAND,HOME,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""QUADRICEPS"", ""body_area_code"": ""HIP"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""QUADRICEPS""}",mapping:HIP:NRS_1_3:REX-000025:REX-000069:DISCOMFORT
dumbbell_goblet_squat_knee_dominant_dumbbell,leg_press_knee_dominant_resistance_band,REX-000025,REX-000069,DISCOMFORT,SAME_GOAL,0,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE""]","[""HIP""]",RESISTANCE_BAND,HOME,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""QUADRICEPS"", ""body_area_code"": ""KNEE"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""QUADRICEPS""}",mapping:KNEE:NRS_1_3:REX-000025:REX-000069:DISCOMFORT
dumbbell_lateral_raise_isolation_dumbbell,bodyweight_crunch_core_brace_bodyweight,REX-000026,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""SHOULDER""]","[""ELBOW""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""ELBOW"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:ELBOW:NRS_4_6:REX-000026:REX-000009:DISCOMFORT
dumbbell_lateral_raise_isolation_dumbbell,bodyweight_crunch_core_brace_bodyweight,REX-000026,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""SHOULDER""]","[""ELBOW""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""SHOULDER"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:SHOULDER:NRS_4_6:REX-000026:REX-000009:DISCOMFORT
dumbbell_lateral_raise_isolation_dumbbell,dumbbell_rear_fly_isolation_dumbbell,REX-000026,REX-000028,DISCOMFORT,SAME_GOAL,0,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER""]","[""UPPER_BACK""]",DUMBBELL,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""SHOULDERS"", ""body_area_code"": ""ELBOW"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:ELBOW:NRS_1_3:REX-000026:REX-000028:DISCOMFORT
dumbbell_lateral_raise_isolation_dumbbell,dumbbell_rear_fly_isolation_dumbbell,REX-000026,REX-000028,DISCOMFORT,SAME_GOAL,0,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER""]","[""UPPER_BACK""]",DUMBBELL,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""SHOULDERS"", ""body_area_code"": ""SHOULDER"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:SHOULDER:NRS_1_3:REX-000026:REX-000028:DISCOMFORT
dumbbell_preacher_curl_isolation_dumbbell,dumbbell_standing_curl_isolation_dumbbell,REX-000027,REX-000030,DIFFICULTY,ISOLATION_ELBOW_FLEXION,-1,"[""ELBOW""]","[""WRIST_HAND""]","[""ELBOW""]","[""WRIST_HAND""]",DUMBBELL,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,,,,,"{""legacy_relationship_type"": ""CONSTRAINT"", ""selection_basis"": ""REX_ENDPOINT_AND_V2_CATALOG_RECHECK"", ""source_path"": ""generated/exercise-alternatives-v0.3.0/alternative_relationships.csv""}",NEX-000149:NEX-000059:CONSTRAINT
dumbbell_preacher_curl_isolation_dumbbell,bodyweight_crunch_core_brace_bodyweight,REX-000027,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""ELBOW""]","[""WRIST_HAND""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""ELBOW"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""BICEPS""}",mapping:ELBOW:NRS_4_6:REX-000027:REX-000009:DISCOMFORT
dumbbell_preacher_curl_isolation_dumbbell,bodyweight_crunch_core_brace_bodyweight,REX-000027,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""ELBOW""]","[""WRIST_HAND""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""WRIST_HAND"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""BICEPS""}",mapping:WRIST_HAND:NRS_4_6:REX-000027:REX-000009:DISCOMFORT
dumbbell_preacher_curl_isolation_dumbbell,dumbbell_standing_curl_isolation_dumbbell,REX-000027,REX-000030,DISCOMFORT,SAME_GOAL,0,"[""ELBOW""]","[""WRIST_HAND""]","[""ELBOW""]","[""WRIST_HAND""]",DUMBBELL,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""BICEPS"", ""body_area_code"": ""ELBOW"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""BICEPS""}",mapping:ELBOW:NRS_1_3:REX-000027:REX-000030:DISCOMFORT
dumbbell_preacher_curl_isolation_dumbbell,dumbbell_standing_curl_isolation_dumbbell,REX-000027,REX-000030,DISCOMFORT,SAME_GOAL,0,"[""ELBOW""]","[""WRIST_HAND""]","[""ELBOW""]","[""WRIST_HAND""]",DUMBBELL,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""BICEPS"", ""body_area_code"": ""WRIST_HAND"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""BICEPS""}",mapping:WRIST_HAND:NRS_1_3:REX-000027:REX-000030:DISCOMFORT
dumbbell_preacher_curl_isolation_dumbbell,reverse_wrist_curl_isolation_barbell,REX-000027,REX-000055,LOCATION,ISOLATION_ELBOW_FLEXION,0,"[""ELBOW""]","[""WRIST_HAND""]","[""WRIST_HAND""]","[""ELBOW""]",BARBELL,GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,,,,,"{""legacy_relationship_type"": ""CONSTRAINT"", ""selection_basis"": ""REX_ENDPOINT_AND_V2_CATALOG_RECHECK"", ""source_path"": ""generated/exercise-alternatives-v0.3.0/alternative_relationships.csv""}",NEX-000047:NEX-000052:CONSTRAINT
dumbbell_rear_fly_isolation_dumbbell,bodyweight_crunch_core_brace_bodyweight,REX-000028,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""SHOULDER""]","[""UPPER_BACK""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""SHOULDER"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:SHOULDER:NRS_4_6:REX-000028:REX-000009:DISCOMFORT
dumbbell_rear_fly_isolation_dumbbell,bodyweight_crunch_core_brace_bodyweight,REX-000028,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""SHOULDER""]","[""UPPER_BACK""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""UPPER_BACK"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:UPPER_BACK:NRS_4_6:REX-000028:REX-000009:DISCOMFORT
dumbbell_rear_fly_isolation_dumbbell,dumbbell_lateral_raise_isolation_dumbbell,REX-000028,REX-000026,DISCOMFORT,SAME_GOAL,0,"[""SHOULDER""]","[""UPPER_BACK""]","[""SHOULDER""]","[""ELBOW""]",DUMBBELL,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""SHOULDERS"", ""body_area_code"": ""SHOULDER"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:SHOULDER:NRS_1_3:REX-000028:REX-000026:DISCOMFORT
dumbbell_rear_fly_isolation_dumbbell,dumbbell_lateral_raise_isolation_dumbbell,REX-000028,REX-000026,DISCOMFORT,SAME_GOAL,0,"[""SHOULDER""]","[""UPPER_BACK""]","[""SHOULDER""]","[""ELBOW""]",DUMBBELL,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,1,3,LOAD_REDUCED,SAME_GOAL_LOWER_LOAD_ROM_EASIER_VARIANT,"{""alternative_target_muscle_code"": ""SHOULDERS"", ""body_area_code"": ""UPPER_BACK"", ""score_band_code"": ""NRS_1_3"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""SHOULDERS""}",mapping:UPPER_BACK:NRS_1_3:REX-000028:REX-000026:DISCOMFORT
dumbbell_shrug_isolation_dumbbell,bodyweight_crunch_core_brace_bodyweight,REX-000029,REX-000009,DISCOMFORT,ACTIVE_RECOVERY,0,"[""UPPER_BACK""]","[""SHOULDER""]","[""ABDOMEN""]","[""LOWER_BACK""]",BODYWEIGHT,HOME|GYM,alternative-rule-v2.0.0,alternative-set-v2.0.0,DOMAIN_APPROVED,false,A_TO_B,4,6,SKIP_AFFECTED_AREA,AVOID_PAIN_AREA_ACTIVE_RECOVERY,"{""alternative_target_muscle_code"": ""CORE"", ""body_area_code"": ""SHOULDER"", ""score_band_code"": ""NRS_4_6"", ""selection_basis"": ""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"", ""source_path"": ""normalized/v2_discomfort_alternative_mapping.csv"", ""source_target_muscle_code"": ""BACK""}",mapping:SHOULDER:NRS_4_6:REX-000029:REX-000009:DISCOMFORT
