representative_exercise_id,exercise_id,stable_code,catalog_version_code,source_origin_code,source_track,source_identity,source_identity_validation,record_source_identity,media_source_origin_code,media_source_match_method,s3_key,media_status,media_state_code,media_state_reason_code,s3_technical_status,verified_at,rights_review_status,rights_reviewer,rights_reviewed_at,rights_evidence_reference,production_eligibility,backend_visibility,source_image_s3_key,source_gif_s3_key,source_gif_content_type,source_gif_content_length,source_gif_etag,source_gif_checksum_algorithm,source_gif_checksum,source_image_content_type,source_image_content_length,source_image_etag,source_image_checksum_algorithm,source_image_checksum,gif_content_type,gif_content_length,gif_etag,gif_checksum_algorithm,gif_checksum,thumbnail_content_type,thumbnail_content_length,thumbnail_etag,thumbnail_checksum_algorithm,thumbnail_checksum
DVAR-249EF7CC8CED25D3,DVAR-249EF7CC8CED25D3,dumbbell_shrug_isolation_dumbbell__lower_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0406,VALID_NUMERIC,DVAR-249EF7CC8CED25D3,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0406-NJzBsGJ.jpg,videos/0406-NJzBsGJ.gif,,,,,,,,,,,,,,,,,,,,
DVAR-252AEEC08E26C69E,DVAR-252AEEC08E26C69E,kneeling_lat_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1346,VALID_NUMERIC,DVAR-252AEEC08E26C69E,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1346-f38OEuO.jpg,videos/1346-f38OEuO.gif,,,,,,,,,,,,,,,,,,,,
DVAR-26CD8FC4C2FF3AD5,DVAR-26CD8FC4C2FF3AD5,rear_deltoid_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0669,VALID_NUMERIC,DVAR-26CD8FC4C2FF3AD5,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0669-xifhB5W.jpg,videos/0669-xifhB5W.gif,,,,,,,,,,,,,,,,,,,,
DVAR-29EA6DC0FE39837B,DVAR-29EA6DC0FE39837B,seated_piriformis_stretch_mobility_stretch_bodyweight__wrist_hand_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,2567,VALID_NUMERIC,DVAR-29EA6DC0FE39837B,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/2567-QY39eBr.jpg,videos/2567-QY39eBr.gif,,,,,,,,,,,,,,,,,,,,
DVAR-326B588001E29897,DVAR-326B588001E29897,upper_back_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1365,VALID_NUMERIC,DVAR-326B588001E29897,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1365-GSDioYu.jpg,videos/1365-GSDioYu.gif,,,,,,,,,,,,,,,,,,,,
DVAR-34B834AC8D12D2B5,DVAR-34B834AC8D12D2B5,triceps_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0817,VALID_NUMERIC,DVAR-34B834AC8D12D2B5,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0817-uOV3Itw.jpg,videos/0817-uOV3Itw.gif,,,,,,,,,,,,,,,,,,,,
DVAR-35717F1E89B0E385,DVAR-35717F1E89B0E385,upper_back_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1365,VALID_NUMERIC,DVAR-35717F1E89B0E385,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1365-GSDioYu.jpg,videos/1365-GSDioYu.gif,,,,,,,,,,,,,,,,,,,,
DVAR-35756A39565C0E92,DVAR-35756A39565C0E92,dumbbell_standing_curl_isolation_dumbbell__abdomen_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0416,VALID_NUMERIC,DVAR-35756A39565C0E92,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0416-3s4NnTh.jpg,videos/0416-3s4NnTh.gif,,,,,,,,,,,,,,,,,,,,
DVAR-3A73DB20F3349767,DVAR-3A73DB20F3349767,chair_leg_extended_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1548,VALID_NUMERIC,DVAR-3A73DB20F3349767,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1548-xGgAGPm.jpg,videos/1548-xGgAGPm.gif,,,,,,,,,,,,,,,,,,,,
DVAR-3B2E8D5E61B19928,DVAR-3B2E8D5E61B19928,barbell_front_raise_isolation_barbell__hip_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0041,VALID_NUMERIC,DVAR-3B2E8D5E61B19928,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0041-b2Uoz54.jpg,videos/0041-b2Uoz54.gif,,,,,,,,,,,,,,,,,,,,
DVAR-3F9C1C0539D4277E,DVAR-3F9C1C0539D4277E,chest_front_shoulder_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1271,VALID_NUMERIC,DVAR-3F9C1C0539D4277E,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1271-Uto7l43.jpg,videos/1271-Uto7l43.gif,,,,,,,,,,,,,,,,,,,,
DVAR-410ADD7957C17443,DVAR-410ADD7957C17443,upper_back_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1365,VALID_NUMERIC,DVAR-410ADD7957C17443,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1365-GSDioYu.jpg,videos/1365-GSDioYu.gif,,,,,,,,,,,,,,,,,,,,
DVAR-439BA655BC3B7BC0,DVAR-439BA655BC3B7BC0,seated_calf_raise_isolation_barbell__shoulder_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0088,VALID_NUMERIC,DVAR-439BA655BC3B7BC0,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0088-ktsFQAZ.jpg,videos/0088-ktsFQAZ.gif,,,,,,,,,,,,,,,,,,,,
DVAR-45620004263946C3,DVAR-45620004263946C3,side_lying_quadriceps_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0613,VALID_NUMERIC,DVAR-45620004263946C3,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0613-BWnJR72.jpg,videos/0613-BWnJR72.gif,,,,,,,,,,,,,,,,,,,,
DVAR-487544E110C93537,DVAR-487544E110C93537,dumbbell_standing_curl_isolation_dumbbell__hip_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0416,VALID_NUMERIC,DVAR-487544E110C93537,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0416-3s4NnTh.jpg,videos/0416-3s4NnTh.gif,,,,,,,,,,,,,,,,,,,,
DVAR-49E0D30E19CCD2DA,DVAR-49E0D30E19CCD2DA,side_wrist_pull_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0721,VALID_NUMERIC,DVAR-49E0D30E19CCD2DA,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0721-UtmIqcI.jpg,videos/0721-UtmIqcI.gif,,,,,,,,,,,,,,,,,,,,
DVAR-4AFB61578A427189,DVAR-4AFB61578A427189,butterfly_adductor_stretch_mobility_stretch_bodyweight__shoulder_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1494,VALID_NUMERIC,DVAR-4AFB61578A427189,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1494-bWlZvXh.jpg,videos/1494-bWlZvXh.gif,,,,,,,,,,,,,,,,,,,,
DVAR-4CEDEDE6230588EC,DVAR-4CEDEDE6230588EC,runners_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1585,VALID_NUMERIC,DVAR-4CEDEDE6230588EC,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1585-0mB6wHO.jpg,videos/1585-0mB6wHO.gif,,,,,,,,,,,,,,,,,,,,
DVAR-4E47895F88158AE5,DVAR-4E47895F88158AE5,hamstring_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1511,VALID_NUMERIC,DVAR-4E47895F88158AE5,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1511-99rWm7w.jpg,videos/1511-99rWm7w.gif,,,,,,,,,,,,,,,,,,,,
DVAR-51B939268597C1C2,DVAR-51B939268597C1C2,barbell_front_raise_isolation_barbell__abdomen_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0041,VALID_NUMERIC,DVAR-51B939268597C1C2,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0041-b2Uoz54.jpg,videos/0041-b2Uoz54.gif,,,,,,,,,,,,,,,,,,,,
DVAR-57A865079E6288C0,DVAR-57A865079E6288C0,triceps_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0817,VALID_NUMERIC,DVAR-57A865079E6288C0,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0817-uOV3Itw.jpg,videos/0817-uOV3Itw.gif,,,,,,,,,,,,,,,,,,,,
