representative_exercise_id,exercise_id,stable_code,catalog_version_code,source_origin_code,source_track,source_identity,source_identity_validation,record_source_identity,media_source_origin_code,media_source_match_method,s3_key,media_status,media_state_code,media_state_reason_code,s3_technical_status,verified_at,rights_review_status,rights_reviewer,rights_reviewed_at,rights_evidence_reference,production_eligibility,backend_visibility,source_image_s3_key,source_gif_s3_key,source_gif_content_type,source_gif_content_length,source_gif_etag,source_gif_checksum_algorithm,source_gif_checksum,source_image_content_type,source_image_content_length,source_image_etag,source_image_checksum_algorithm,source_image_checksum,gif_content_type,gif_content_length,gif_etag,gif_checksum_algorithm,gif_checksum,thumbnail_content_type,thumbnail_content_length,thumbnail_etag,thumbnail_checksum_algorithm,thumbnail_checksum
DVAR-57ADC482D0C91C98,DVAR-57ADC482D0C91C98,barbell_front_raise_isolation_barbell__lower_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0041,VALID_NUMERIC,DVAR-57ADC482D0C91C98,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0041-b2Uoz54.jpg,videos/0041-b2Uoz54.gif,,,,,,,,,,,,,,,,,,,,
DVAR-5C8E3929479AD7D8,DVAR-5C8E3929479AD7D8,bodyweight_standing_calf_raise_isolation_bodyweight__lower_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1373,VALID_NUMERIC,DVAR-5C8E3929479AD7D8,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1373-bJYHBIN.jpg,videos/1373-bJYHBIN.gif,,,,,,,,,,,,,,,,,,,,
DVAR-63AD4E2D01416860,DVAR-63AD4E2D01416860,runners_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1585,VALID_NUMERIC,DVAR-63AD4E2D01416860,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1585-0mB6wHO.jpg,videos/1585-0mB6wHO.gif,,,,,,,,,,,,,,,,,,,,
DVAR-6764158E5944E97A,DVAR-6764158E5944E97A,seated_calf_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1390,VALID_NUMERIC,DVAR-6764158E5944E97A,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1390-17bqEXD.jpg,videos/1390-17bqEXD.gif,,,,,,,,,,,,,,,,,,,,
DVAR-67F0C6ACF2D0B6BA,DVAR-67F0C6ACF2D0B6BA,seated_piriformis_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,2567,VALID_NUMERIC,DVAR-67F0C6ACF2D0B6BA,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/2567-QY39eBr.jpg,videos/2567-QY39eBr.gif,,,,,,,,,,,,,,,,,,,,
DVAR-691B90C811748C97,DVAR-691B90C811748C97,butterfly_adductor_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1494,VALID_NUMERIC,DVAR-691B90C811748C97,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1494-bWlZvXh.jpg,videos/1494-bWlZvXh.gif,,,,,,,,,,,,,,,,,,,,
DVAR-6B6A6F150F4812B5,DVAR-6B6A6F150F4812B5,one_arm_wall_lats_isolation_bodyweight__hip_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1355,VALID_NUMERIC,DVAR-6B6A6F150F4812B5,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1355-ZZTGMKh.jpg,videos/1355-ZZTGMKh.gif,,,,,,,,,,,,,,,,,,,,
DVAR-6E70CC6524F991D2,DVAR-6E70CC6524F991D2,wall_calf_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1377,VALID_NUMERIC,DVAR-6E70CC6524F991D2,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1377-m0tCHqc.jpg,videos/1377-m0tCHqc.gif,,,,,,,,,,,,,,,,,,,,
DVAR-6F87AC6ADC514415,DVAR-6F87AC6ADC514415,seated_glute_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1424,VALID_NUMERIC,DVAR-6F87AC6ADC514415,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1424-DeDThfG.jpg,videos/1424-DeDThfG.gif,,,,,,,,,,,,,,,,,,,,
DVAR-754CFA40B1C65427,DVAR-754CFA40B1C65427,butterfly_adductor_stretch_mobility_stretch_bodyweight__elbow_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1494,VALID_NUMERIC,DVAR-754CFA40B1C65427,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1494-bWlZvXh.jpg,videos/1494-bWlZvXh.gif,,,,,,,,,,,,,,,,,,,,
DVAR-78019BC41BCE770A,DVAR-78019BC41BCE770A,chair_leg_extended_stretch_mobility_stretch_bodyweight__wrist_hand_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1548,VALID_NUMERIC,DVAR-78019BC41BCE770A,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1548-xGgAGPm.jpg,videos/1548-xGgAGPm.gif,,,,,,,,,,,,,,,,,,,,
DVAR-797356CB391528BF,DVAR-797356CB391528BF,overhead_triceps_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0643,VALID_NUMERIC,DVAR-797356CB391528BF,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0643-Z5YStHW.jpg,videos/0643-Z5YStHW.gif,,,,,,,,,,,,,,,,,,,,
DVAR-7D30F2A8308533FE,DVAR-7D30F2A8308533FE,seated_glute_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1424,VALID_NUMERIC,DVAR-7D30F2A8308533FE,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1424-DeDThfG.jpg,videos/1424-DeDThfG.gif,,,,,,,,,,,,,,,,,,,,
DVAR-82501686CF95380A,DVAR-82501686CF95380A,neck_lateral_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1403,VALID_NUMERIC,DVAR-82501686CF95380A,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1403-x2chWLO.jpg,videos/1403-x2chWLO.gif,,,,,,,,,,,,,,,,,,,,
DVAR-889F35FB54AD157C,DVAR-889F35FB54AD157C,dumbbell_standing_curl_isolation_dumbbell__lower_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0416,VALID_NUMERIC,DVAR-889F35FB54AD157C,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0416-3s4NnTh.jpg,videos/0416-3s4NnTh.gif,,,,,,,,,,,,,,,,,,,,
DVAR-8986420CC1824B81,DVAR-8986420CC1824B81,seated_glute_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1424,VALID_NUMERIC,DVAR-8986420CC1824B81,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1424-DeDThfG.jpg,videos/1424-DeDThfG.gif,,,,,,,,,,,,,,,,,,,,
DVAR-8C83EA75C5EB2A81,DVAR-8C83EA75C5EB2A81,side_lying_quadriceps_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0613,VALID_NUMERIC,DVAR-8C83EA75C5EB2A81,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0613-BWnJR72.jpg,videos/0613-BWnJR72.gif,,,,,,,,,,,,,,,,,,,,
DVAR-9432BB9760D2677F,DVAR-9432BB9760D2677F,butterfly_adductor_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1494,VALID_NUMERIC,DVAR-9432BB9760D2677F,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1494-bWlZvXh.jpg,videos/1494-bWlZvXh.gif,,,,,,,,,,,,,,,,,,,,
DVAR-99EA1AE55B52D628,DVAR-99EA1AE55B52D628,rear_deltoid_stretch_mobility_stretch_bodyweight__ankle_foot_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0669,VALID_NUMERIC,DVAR-99EA1AE55B52D628,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0669-xifhB5W.jpg,videos/0669-xifhB5W.gif,,,,,,,,,,,,,,,,,,,,
DVAR-9A46CA5E3E420CBB,DVAR-9A46CA5E3E420CBB,seated_calf_stretch_mobility_stretch_bodyweight__wrist_hand_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1390,VALID_NUMERIC,DVAR-9A46CA5E3E420CBB,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1390-17bqEXD.jpg,videos/1390-17bqEXD.gif,,,,,,,,,,,,,,,,,,,,
DVAR-9D87E310514D2812,DVAR-9D87E310514D2812,wrist_circles_mobility_stretch_bodyweight__hip_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1428,VALID_NUMERIC,DVAR-9D87E310514D2812,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1428-2zNKRUB.jpg,videos/1428-2zNKRUB.gif,,,,,,,,,,,,,,,,,,,,
DVAR-9E51F99EBE51B94E,DVAR-9E51F99EBE51B94E,seated_glute_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1424,VALID_NUMERIC,DVAR-9E51F99EBE51B94E,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1424-DeDThfG.jpg,videos/1424-DeDThfG.gif,,,,,,,,,,,,,,,,,,,,
DVAR-A5660508D8559197,DVAR-A5660508D8559197,butterfly_adductor_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1494,VALID_NUMERIC,DVAR-A5660508D8559197,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1494-bWlZvXh.jpg,videos/1494-bWlZvXh.gif,,,,,,,,,,,,,,,,,,,,
DVAR-AB7187925CA96B5D,DVAR-AB7187925CA96B5D,overhead_triceps_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0643,VALID_NUMERIC,DVAR-AB7187925CA96B5D,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0643-Z5YStHW.jpg,videos/0643-Z5YStHW.gif,,,,,,,,,,,,,,,,,,,,
DVAR-AC2A0EE066A11173,DVAR-AC2A0EE066A11173,wrist_circles_mobility_stretch_bodyweight__knee_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1428,VALID_NUMERIC,DVAR-AC2A0EE066A11173,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1428-2zNKRUB.jpg,videos/1428-2zNKRUB.gif,,,,,,,,,,,,,,,,,,,,
DVAR-B2924F279D12A89F,DVAR-B2924F279D12A89F,dynamic_chest_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1167,VALID_NUMERIC,DVAR-B2924F279D12A89F,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1167-3uj0Ozg.jpg,videos/1167-3uj0Ozg.gif,,,,,,,,,,,,,,,,,,,,
DVAR-B7D200EC585E724E,DVAR-B7D200EC585E724E,runners_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1585,VALID_NUMERIC,DVAR-B7D200EC585E724E,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1585-0mB6wHO.jpg,videos/1585-0mB6wHO.gif,,,,,,,,,,,,,,,,,,,,
DVAR-B8ECEA0A65C9CA22,DVAR-B8ECEA0A65C9CA22,hamstring_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1511,VALID_NUMERIC,DVAR-B8ECEA0A65C9CA22,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1511-99rWm7w.jpg,videos/1511-99rWm7w.gif,,,,,,,,,,,,,,,,,,,,
DVAR-C5F648AFAEA2196E,DVAR-C5F648AFAEA2196E,peroneal_stretch_mobility_stretch_stretch_strap__lower_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1388,VALID_NUMERIC,DVAR-C5F648AFAEA2196E,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1388-XhfS1DZ.jpg,videos/1388-XhfS1DZ.gif,,,,,,,,,,,,,,,,,,,,
DVAR-C71E6316733CB362,DVAR-C71E6316733CB362,seated_calf_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1390,VALID_NUMERIC,DVAR-C71E6316733CB362,GYMVISUAL,ALTERNATIVE_BASE_EXERCISE_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1390-17bqEXD.jpg,videos/1390-17bqEXD.gif,,,,,,,,,,,,,,,,,,,,
DVAR-CA1B072FBE998AD5,DVAR-CA1B072FBE998AD5,neck_lateral_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,1403,VALID_NUMERIC,DVAR-CA1B072FBE998AD5,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/1403-x2chWLO.jpg,videos/1403-x2chWLO.gif,,,,,,,,,,,,,,,,,,,,
DVAR-D58F02F81420FBED,DVAR-D58F02F81420FBED,barbell_front_raise_isolation_barbell__knee_no_load_safe_v1,exercise-catalog-v2.0.2-final,PAIN_ALTERNATIVE_POLICY,pain_alternative_policy,0041,VALID_NUMERIC,DVAR-D58F02F81420FBED,GYMVISUAL,EXACT_NAME_MATCH,,UNAVAILABLE,UNAVAILABLE,NO_RECORD_SPECIFIC_MEDIA_MAPPING_REVIEWED,NOT_REQUESTED,,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW; NO_RECORD_SPECIFIC_MEDIA_MAPPING,true,HIDDEN,images/0041-b2Uoz54.jpg,videos/0041-b2Uoz54.gif,,,,,,,,,,,,,,,,,,,,
