candidate_exercise_id,default_exercise_id,priority_rank,fallback_candidate,record_type,variant_type_code,name_ko,stable_code,equipment_codes,location_codes,difficulty_code,review_status_code,production_eligible,catalog_version_code,family_code,representative_exercise_id,context_code
REX-000020,REX-000020,1,false,REPRESENTATIVE,,시티드 레그 익스텐션 스트레칭,chair_leg_extended_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,CHAIR_LEG_EXTENDED_STRETCH,REX-000020,GYM
REX-000020,REX-000020,1,false,REPRESENTATIVE,,시티드 레그 익스텐션 스트레칭,chair_leg_extended_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,CHAIR_LEG_EXTENDED_STRETCH,REX-000020,HOME
REX-000021,REX-000021,1,false,REPRESENTATIVE,,가슴·어깨 앞면 스트레칭,chest_front_shoulder_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,CHEST_FRONT_SHOULDER_STRETCH,REX-000021,GYM
REX-000021,REX-000021,1,false,REPRESENTATIVE,,가슴·어깨 앞면 스트레칭,chest_front_shoulder_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,CHEST_FRONT_SHOULDER_STRETCH,REX-000021,HOME
REX-000022,REX-000022,1,false,REPRESENTATIVE,,클로즈 그립 푸시업,close_grip_push_up_horizontal_push_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,CLOSE_GRIP_PUSH_UP,REX-000022,GYM
REX-000022,REX-000022,1,false,REPRESENTATIVE,,클로즈 그립 푸시업,close_grip_push_up_horizontal_push_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,CLOSE_GRIP_PUSH_UP,REX-000022,HOME
REX-000023,REX-000023,1,false,REPRESENTATIVE,,사이드 크런치,crunch_variant_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,CRUNCH_VARIANT,REX-000023,GYM
REX-000023,REX-000023,1,false,REPRESENTATIVE,,사이드 크런치,crunch_variant_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,CRUNCH_VARIANT,REX-000023,HOME
REX-000024,REX-000024,1,false,REPRESENTATIVE,,데드버그,dead_bug_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DEAD_BUG,REX-000024,GYM
REX-000024,REX-000024,1,false,REPRESENTATIVE,,데드버그,dead_bug_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DEAD_BUG,REX-000024,HOME
REX-000025,REX-000025,1,false,REPRESENTATIVE,,고블릿 스쿼트,dumbbell_goblet_squat_knee_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_GOBLET_SQUAT,REX-000025,GYM
REX-000025,REX-000025,1,false,REPRESENTATIVE,,고블릿 스쿼트,dumbbell_goblet_squat_knee_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_GOBLET_SQUAT,REX-000025,HOME
REX-000026,REX-000026,1,false,REPRESENTATIVE,,레터럴 레이즈,dumbbell_lateral_raise_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_LATERAL_RAISE,REX-000026,GYM
VEX-000032,REX-000026,2,true,VARIANT,PRIMARY_VARIANT,밴드 프론트 레터럴 레이즈,band_front_lateral_raise_isolation_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_LATERAL_RAISE,REX-000026,GYM
REX-000026,REX-000026,1,false,REPRESENTATIVE,,레터럴 레이즈,dumbbell_lateral_raise_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_LATERAL_RAISE,REX-000026,HOME
VEX-000032,REX-000026,2,true,VARIANT,PRIMARY_VARIANT,밴드 프론트 레터럴 레이즈,band_front_lateral_raise_isolation_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_LATERAL_RAISE,REX-000026,HOME
REX-000027,REX-000027,1,false,REPRESENTATIVE,,프리처 컬,dumbbell_preacher_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,GYM
VEX-000033,REX-000027,2,true,VARIANT,PRIMARY_VARIANT,덤벨 시티드 프리처 컬,dumbbell_seated_preacher_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,GYM
VEX-000034,REX-000027,3,true,VARIANT,PRIMARY_VARIANT,덤벨 스탠딩 프리처 컬,dumbbell_standing_preacher_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,GYM
VEX-000035,REX-000027,4,true,VARIANT,PRIMARY_VARIANT,덤벨 프리처 컬,dumbbell_alternate_preacher_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,GYM
VEX-000036,REX-000027,5,true,VARIANT,PRIMARY_VARIANT,덤벨 스탠딩 조트만 프리처 컬,dumbbell_standing_zottman_preacher_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,GYM
REX-000027,REX-000027,1,false,REPRESENTATIVE,,프리처 컬,dumbbell_preacher_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,HOME
VEX-000033,REX-000027,2,true,VARIANT,PRIMARY_VARIANT,덤벨 시티드 프리처 컬,dumbbell_seated_preacher_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,HOME
VEX-000034,REX-000027,3,true,VARIANT,PRIMARY_VARIANT,덤벨 스탠딩 프리처 컬,dumbbell_standing_preacher_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,HOME
VEX-000035,REX-000027,4,true,VARIANT,PRIMARY_VARIANT,덤벨 프리처 컬,dumbbell_alternate_preacher_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,HOME
VEX-000036,REX-000027,5,true,VARIANT,PRIMARY_VARIANT,덤벨 스탠딩 조트만 프리처 컬,dumbbell_standing_zottman_preacher_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,HOME
REX-000028,REX-000028,1,false,REPRESENTATIVE,,리어 델트 플라이,dumbbell_rear_fly_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_REAR_FLY,REX-000028,GYM
REX-000028,REX-000028,1,false,REPRESENTATIVE,,리어 델트 플라이,dumbbell_rear_fly_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_REAR_FLY,REX-000028,HOME
REX-000029,REX-000029,1,false,REPRESENTATIVE,,슈러그,dumbbell_shrug_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,GYM
VEX-000038,REX-000029,2,true,VARIANT,PRIMARY_VARIANT,덤벨 디클라인 슈러그,dumbbell_decline_shrug_v_2_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,GYM
VEX-000039,REX-000029,3,true,VARIANT,PRIMARY_VARIANT,덤벨 디클라인 슈러그,dumbbell_decline_shrug_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,GYM
VEX-000040,REX-000029,4,true,VARIANT,PRIMARY_VARIANT,덤벨 인클라인 슈러그,dumbbell_incline_shrug_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,GYM
VEX-000041,REX-000029,5,true,VARIANT,PRIMARY_VARIANT,밴드 슈러그,band_shrug_isolation_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,GYM
VEX-000037,REX-000029,6,true,VARIANT,PRIMARY_VARIANT,케이블 슈러그,cable_shrug_isolation_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,GYM
REX-000029,REX-000029,1,false,REPRESENTATIVE,,슈러그,dumbbell_shrug_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,HOME
VEX-000038,REX-000029,2,true,VARIANT,PRIMARY_VARIANT,덤벨 디클라인 슈러그,dumbbell_decline_shrug_v_2_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,HOME
VEX-000039,REX-000029,3,true,VARIANT,PRIMARY_VARIANT,덤벨 디클라인 슈러그,dumbbell_decline_shrug_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,HOME
VEX-000040,REX-000029,4,true,VARIANT,PRIMARY_VARIANT,덤벨 인클라인 슈러그,dumbbell_incline_shrug_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,HOME
VEX-000041,REX-000029,5,true,VARIANT,PRIMARY_VARIANT,밴드 슈러그,band_shrug_isolation_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,HOME
REX-000030,REX-000030,1,false,REPRESENTATIVE,,덤벨 바이셉스 컬,dumbbell_standing_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_STANDING_CURL,REX-000030,GYM
REX-000030,REX-000030,1,false,REPRESENTATIVE,,덤벨 바이셉스 컬,dumbbell_standing_curl_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_STANDING_CURL,REX-000030,HOME
REX-000031,REX-000031,1,false,REPRESENTATIVE,,덤벨 스텝업 런지,dumbbell_step_up_lunge_knee_dominant_dumbbell_step_box,"[""DUMBBELL"",""STEP_BOX""]","[""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DUMBBELL_STEP_UP_LUNGE,REX-000031,GYM
REX-000032,REX-000032,1,false,REPRESENTATIVE,,다이내믹 가슴 스트레칭,dynamic_chest_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DYNAMIC_CHEST_STRETCH,REX-000032,GYM
REX-000032,REX-000032,1,false,REPRESENTATIVE,,다이내믹 가슴 스트레칭,dynamic_chest_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,DYNAMIC_CHEST_STRETCH,REX-000032,HOME
REX-000033,REX-000033,1,false,REPRESENTATIVE,,짐볼 고관절 스트레칭,exercise_ball_hip_flexor_stretch_mobility_stretch_stability_ball,"[""STABILITY_BALL""]","[""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,EXERCISE_BALL_HIP_FLEXOR_STRETCH,REX-000033,GYM
REX-000034,REX-000034,1,false,REPRESENTATIVE,,햄스트링 스트레칭,hamstring_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,HAMSTRING_STRETCH,REX-000034,GYM
REX-000034,REX-000034,1,false,REPRESENTATIVE,,햄스트링 스트레칭,hamstring_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,HAMSTRING_STRETCH,REX-000034,HOME
REX-000035,REX-000035,1,false,REPRESENTATIVE,,손 악력 쥐기,hand_grip_squeeze_isolation_household_weight,"[""HOUSEHOLD_WEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,HAND_GRIP_SQUEEZE,REX-000035,GYM
REX-000035,REX-000035,1,false,REPRESENTATIVE,,손 악력 쥐기,hand_grip_squeeze_isolation_household_weight,"[""HOUSEHOLD_WEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,HAND_GRIP_SQUEEZE,REX-000035,HOME
REX-000036,REX-000036,1,false,REPRESENTATIVE,,고관절 굴근·대퇴사두근 스트레칭,hip_flexor_quadriceps_stretch_mobility_stretch_stretch_strap,"[""STRETCH_STRAP""]","[""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,HIP_FLEXOR_QUADRICEPS_STRETCH,REX-000036,GYM
REX-000037,REX-000037,1,false,REPRESENTATIVE,,인클라인 Y 레이즈,incline_y_raise_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,INCLINE_Y_RAISE,REX-000037,GYM
REX-000037,REX-000037,1,false,REPRESENTATIVE,,인클라인 Y 레이즈,incline_y_raise_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,INCLINE_Y_RAISE,REX-000037,HOME
REX-000038,REX-000038,1,false,REPRESENTATIVE,,인버티드 로우,inverted_row_horizontal_pull_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,INVERTED_ROW,REX-000038,GYM
VEX-000042,REX-000038,2,true,VARIANT,PRIMARY_VARIANT,인버티드 로우 온 벤치,inverted_row_on_bench_horizontal_pull_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,INVERTED_ROW,REX-000038,GYM
REX-000038,REX-000038,1,false,REPRESENTATIVE,,인버티드 로우,inverted_row_horizontal_pull_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,INVERTED_ROW,REX-000038,HOME
VEX-000042,REX-000038,2,true,VARIANT,PRIMARY_VARIANT,인버티드 로우 온 벤치,inverted_row_on_bench_horizontal_pull_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,INVERTED_ROW,REX-000038,HOME
REX-000039,REX-000039,1,false,REPRESENTATIVE,,무릎 꿇고 광배근 스트레칭,kneeling_lat_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,KNEELING_LAT_STRETCH,REX-000039,GYM
REX-000039,REX-000039,1,false,REPRESENTATIVE,,무릎 꿇고 광배근 스트레칭,kneeling_lat_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,KNEELING_LAT_STRETCH,REX-000039,HOME
REX-000040,REX-000040,1,false,REPRESENTATIVE,,랫풀다운,lat_pulldown_vertical_pull_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,LAT_PULLDOWN,REX-000040,GYM
VEX-000043,REX-000040,2,true,VARIANT,PRIMARY_VARIANT,하프 니링 원암 랫풀다운,1_arm_half_kneeling_lat_pulldown_vertical_pull_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,LAT_PULLDOWN,REX-000040,GYM
VEX-000066,REX-000040,3,true,VARIANT,SECONDARY_VARIANT,뉴트럴 그립 랫풀다운,neutral_grip_lat_pulldown_vertical_pull_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,LAT_PULLDOWN,REX-000040,GYM
REX-000041,REX-000041,1,false,REPRESENTATIVE,,레그 프레스,leg_press_knee_dominant_machine,"[""MACHINE""]","[""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,LEG_PRESS,REX-000041,GYM
REX-000043,REX-000043,1,false,REPRESENTATIVE,,로어 백 컬,lower_back_curl_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,LOWER_BACK_CURL,REX-000043,GYM
REX-000043,REX-000043,1,false,REPRESENTATIVE,,로어 백 컬,lower_back_curl_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,LOWER_BACK_CURL,REX-000043,HOME
REX-000044,REX-000044,1,false,REPRESENTATIVE,,레그 익스텐션,machine_leg_extension_isolation_machine,"[""MACHINE""]","[""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,MACHINE_LEG_EXTENSION,REX-000044,GYM
VEX-000044,REX-000044,2,true,VARIANT,PRIMARY_VARIANT,레그 익스텐션,leg_extension_isolation_machine,"[""MACHINE""]","[""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,MACHINE_LEG_EXTENSION,REX-000044,GYM
REX-000066,REX-000066,1,false,REPRESENTATIVE,,한발 서기 균형,mobility_balance_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,MOBILITY,REX-000066,GYM
REX-000066,REX-000066,1,false,REPRESENTATIVE,,한발 서기 균형,mobility_balance_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,MOBILITY,REX-000066,HOME
REX-000045,REX-000045,1,false,REPRESENTATIVE,,목 옆면 스트레칭,neck_lateral_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,NECK_LATERAL_STRETCH,REX-000045,GYM
VEX-000045,REX-000045,2,true,VARIANT,PRIMARY_VARIANT,사이드 푸시 목 스트레칭,side_push_neck_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,NECK_LATERAL_STRETCH,REX-000045,GYM
REX-000045,REX-000045,1,false,REPRESENTATIVE,,목 옆면 스트레칭,neck_lateral_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,NECK_LATERAL_STRETCH,REX-000045,HOME
VEX-000045,REX-000045,2,true,VARIANT,PRIMARY_VARIANT,사이드 푸시 목 스트레칭,side_push_neck_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,NECK_LATERAL_STRETCH,REX-000045,HOME
REX-000046,REX-000046,1,false,REPRESENTATIVE,,벽 짚고 한 팔 광배근 스트레칭,one_arm_wall_lats_isolation_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,ONE_ARM_WALL_LATS,REX-000046,GYM
REX-000046,REX-000046,1,false,REPRESENTATIVE,,벽 짚고 한 팔 광배근 스트레칭,one_arm_wall_lats_isolation_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,ONE_ARM_WALL_LATS,REX-000046,HOME
REX-000047,REX-000047,1,false,REPRESENTATIVE,,오버헤드 트라이셉스 익스텐션,overhead_triceps_extension_isolation_barbell,"[""BARBELL""]","[""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,OVERHEAD_TRICEPS_EXTENSION,REX-000047,GYM
REX-000048,REX-000048,1,false,REPRESENTATIVE,,오버헤드 삼두근 스트레칭,overhead_triceps_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,OVERHEAD_TRICEPS_STRETCH,REX-000048,GYM
REX-000048,REX-000048,1,false,REPRESENTATIVE,,오버헤드 삼두근 스트레칭,overhead_triceps_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,OVERHEAD_TRICEPS_STRETCH,REX-000048,HOME
REX-000049,REX-000049,1,false,REPRESENTATIVE,,체스트 프레스,pectorals_horizontal_push_horizontal_push_machine,"[""MACHINE""]","[""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,PECTORALS_HORIZONTAL_PUSH,REX-000049,GYM
VEX-000046,REX-000049,2,true,VARIANT,PRIMARY_VARIANT,스탠딩 케이블 체스트 프레스,cable_chest_press_decline_horizontal_push_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,PECTORALS_HORIZONTAL_PUSH,REX-000049,GYM
VEX-000047,REX-000049,3,true,VARIANT,PRIMARY_VARIANT,인클라인 덤벨 벤치프레스,incline_bench_press_dumbbell_horizontal_push_dumbbell,"[""DUMBBELL""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,PECTORALS_HORIZONTAL_PUSH,REX-000049,GYM
REX-000050,REX-000050,1,false,REPRESENTATIVE,,종아리 바깥쪽 스트레칭,peroneal_stretch_mobility_stretch_stretch_strap,"[""STRETCH_STRAP""]","[""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,PERONEAL_STRETCH,REX-000050,GYM
REX-000051,REX-000051,1,false,REPRESENTATIVE,,플랭크 로테이션,plank_rotation_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,PLANK_ROTATION,REX-000051,GYM
REX-000051,REX-000051,1,false,REPRESENTATIVE,,플랭크 로테이션,plank_rotation_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,PLANK_ROTATION,REX-000051,HOME
REX-000052,REX-000052,1,false,REPRESENTATIVE,,푸시업,push_up_horizontal_push_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,PUSH_UP,REX-000052,GYM
REX-000052,REX-000052,1,false,REPRESENTATIVE,,푸시업,push_up_horizontal_push_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,PUSH_UP,REX-000052,HOME
REX-000053,REX-000053,1,false,REPRESENTATIVE,,후면 어깨 스트레칭,rear_deltoid_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,REAR_DELTOID_STRETCH,REX-000053,GYM
