candidate_exercise_id,default_exercise_id,priority_rank,fallback_candidate,record_type,variant_type_code,name_ko,stable_code,equipment_codes,location_codes,difficulty_code,review_status_code,production_eligible,catalog_version_code,family_code,representative_exercise_id,context_code
VEX-000005,REX-000005,3,true,VARIANT,PRIMARY_VARIANT,덤벨 프론트 레이즈,dumbbell_front_raise_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_FRONT_RAISE,REX-000005,GYM
VEX-000006,REX-000005,4,true,VARIANT,PRIMARY_VARIANT,덤벨 시티드 교대 프론트 레이즈,dumbbell_seated_alternate_front_raise_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_FRONT_RAISE,REX-000005,GYM
VEX-000007,REX-000005,5,true,VARIANT,PRIMARY_VARIANT,밴드 프론트 레이즈,band_front_raise_isolation_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_FRONT_RAISE,REX-000005,GYM
VEX-000004,VEX-000004,1,false,VARIANT,PRIMARY_VARIANT,덤벨 프론트 레이즈,dumbbell_front_raise_v_2_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_FRONT_RAISE,REX-000005,HOME
VEX-000005,VEX-000004,2,true,VARIANT,PRIMARY_VARIANT,덤벨 프론트 레이즈,dumbbell_front_raise_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_FRONT_RAISE,REX-000005,HOME
VEX-000006,VEX-000004,3,true,VARIANT,PRIMARY_VARIANT,덤벨 시티드 교대 프론트 레이즈,dumbbell_seated_alternate_front_raise_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_FRONT_RAISE,REX-000005,HOME
VEX-000007,VEX-000004,4,true,VARIANT,PRIMARY_VARIANT,밴드 프론트 레이즈,band_front_raise_isolation_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",BEGINNER,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_FRONT_RAISE,REX-000005,HOME
REX-000006,REX-000006,1,false,REPRESENTATIVE,,풀오버,barbell_pullover_isolation_barbell,"[""BARBELL""]","[""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BARBELL_PULLOVER,REX-000006,GYM
REX-000105,REX-000006,2,true,VARIANT,PRIMARY_VARIANT,케이블 라잉 익스텐션 풀오버,cable_lying_extension_pullover_with_rope_attachment_isolation_cable_machine,"[""CABLE_MACHINE"",""STRETCH_STRAP""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_PULLOVER,REX-000006,GYM
VEX-000008,REX-000006,3,true,VARIANT,PRIMARY_VARIANT,바벨 디클라인 와이드그립 풀오버,barbell_decline_wide_grip_pullover_isolation_barbell,"[""BARBELL""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_PULLOVER,REX-000006,GYM
REX-000007,REX-000007,1,false,REPRESENTATIVE,,루마니안 데드리프트,barbell_straight_leg_deadlift_hip_dominant_barbell,"[""BARBELL""]","[""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,GYM
VEX-000009,REX-000007,2,true,VARIANT,PRIMARY_VARIANT,덤벨 스티프 레그 데드리프트,dumbbell_stiff_leg_deadlift_hip_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,GYM
VEX-000010,REX-000007,3,true,VARIANT,PRIMARY_VARIANT,덤벨 스트레이트 레그 데드리프트,dumbbell_straight_leg_deadlift_hip_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,GYM
VEX-000011,REX-000007,4,true,VARIANT,PRIMARY_VARIANT,밴드 스티프 레그 데드리프트,band_stiff_leg_deadlift_hip_dominant_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,GYM
VEX-000012,REX-000007,5,true,VARIANT,PRIMARY_VARIANT,밴드 스트레이트 등 스티프 레그 데드리프트,band_straight_back_stiff_leg_deadlift_hip_dominant_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,GYM
VEX-000013,REX-000007,6,true,VARIANT,PRIMARY_VARIANT,덤벨 루마니안 데드리프트,dumbbell_romanian_deadlift_hip_dominant_dumbbell,"[""DUMBBELL""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,GYM
VEX-000014,REX-000007,7,true,VARIANT,PRIMARY_VARIANT,루마니안 데드리프트,romanian_deadlift_hip_dominant_barbell,"[""BARBELL""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,GYM
VEX-000009,VEX-000009,1,false,VARIANT,PRIMARY_VARIANT,덤벨 스티프 레그 데드리프트,dumbbell_stiff_leg_deadlift_hip_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,HOME
VEX-000010,VEX-000009,2,true,VARIANT,PRIMARY_VARIANT,덤벨 스트레이트 레그 데드리프트,dumbbell_straight_leg_deadlift_hip_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,HOME
VEX-000011,VEX-000009,3,true,VARIANT,PRIMARY_VARIANT,밴드 스티프 레그 데드리프트,band_stiff_leg_deadlift_hip_dominant_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,HOME
VEX-000012,VEX-000009,4,true,VARIANT,PRIMARY_VARIANT,밴드 스트레이트 등 스티프 레그 데드리프트,band_straight_back_stiff_leg_deadlift_hip_dominant_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BARBELL_STRAIGHT_LEG_DEADLIFT,REX-000007,HOME
REX-000008,REX-000008,1,false,REPRESENTATIVE,,백 익스텐션,bodyweight_back_extension_hip_dominant_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_BACK_EXTENSION,REX-000008,GYM
REX-000008,REX-000008,1,false,REPRESENTATIVE,,백 익스텐션,bodyweight_back_extension_hip_dominant_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_BACK_EXTENSION,REX-000008,HOME
REX-000009,REX-000009,1,false,REPRESENTATIVE,,크런치,bodyweight_crunch_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_CRUNCH,REX-000009,GYM
VEX-000015,REX-000009,2,true,VARIANT,PRIMARY_VARIANT,디클라인 크런치,decline_crunch_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_CRUNCH,REX-000009,GYM
REX-000009,REX-000009,1,false,REPRESENTATIVE,,크런치,bodyweight_crunch_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_CRUNCH,REX-000009,HOME
VEX-000015,REX-000009,2,true,VARIANT,PRIMARY_VARIANT,디클라인 크런치,decline_crunch_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_CRUNCH,REX-000009,HOME
REX-000010,REX-000010,1,false,REPRESENTATIVE,,포워드 런지,bodyweight_forward_lunge_knee_dominant_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_FORWARD_LUNGE,REX-000010,GYM
VEX-000016,REX-000010,2,true,VARIANT,PRIMARY_VARIANT,덤벨 런지,dumbbell_lunge_knee_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_FORWARD_LUNGE,REX-000010,GYM
VEX-000017,REX-000010,3,true,VARIANT,PRIMARY_VARIANT,덤벨 런지,dumbbell_rear_lunge_knee_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_FORWARD_LUNGE,REX-000010,GYM
VEX-000018,REX-000010,4,true,VARIANT,PRIMARY_VARIANT,워킹 런지,walking_lunge_knee_dominant_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_FORWARD_LUNGE,REX-000010,GYM
VEX-000019,REX-000010,5,true,VARIANT,PRIMARY_VARIANT,덤벨 크로스 런지,dumbbell_contralateral_forward_lunge_knee_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_FORWARD_LUNGE,REX-000010,GYM
REX-000010,REX-000010,1,false,REPRESENTATIVE,,포워드 런지,bodyweight_forward_lunge_knee_dominant_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_FORWARD_LUNGE,REX-000010,HOME
VEX-000016,REX-000010,2,true,VARIANT,PRIMARY_VARIANT,덤벨 런지,dumbbell_lunge_knee_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_FORWARD_LUNGE,REX-000010,HOME
VEX-000017,REX-000010,3,true,VARIANT,PRIMARY_VARIANT,덤벨 런지,dumbbell_rear_lunge_knee_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_FORWARD_LUNGE,REX-000010,HOME
VEX-000018,REX-000010,4,true,VARIANT,PRIMARY_VARIANT,워킹 런지,walking_lunge_knee_dominant_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_FORWARD_LUNGE,REX-000010,HOME
VEX-000019,REX-000010,5,true,VARIANT,PRIMARY_VARIANT,덤벨 크로스 런지,dumbbell_contralateral_forward_lunge_knee_dominant_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_FORWARD_LUNGE,REX-000010,HOME
REX-000011,REX-000011,1,false,REPRESENTATIVE,,글루트 브리지,bodyweight_glute_bridge_hip_dominant_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_GLUTE_BRIDGE,REX-000011,GYM
REX-000011,REX-000011,1,false,REPRESENTATIVE,,글루트 브리지,bodyweight_glute_bridge_hip_dominant_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_GLUTE_BRIDGE,REX-000011,HOME
REX-000012,REX-000012,1,false,REPRESENTATIVE,,풀업,bodyweight_pull_up_biceps_vertical_pull_bodyweight_pull_up_bar,"[""BODYWEIGHT"",""PULL_UP_BAR""]","[""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_PULL_UP_BICEPS,REX-000012,GYM
REX-000013,REX-000013,1,false,REPRESENTATIVE,,리버스 크런치,bodyweight_reverse_crunch_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,GYM
VEX-000020,REX-000013,2,true,VARIANT,PRIMARY_VARIANT,케이블 턱 리버스 크런치,cable_tuck_reverse_crunch_core_brace_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,GYM
VEX-000021,REX-000013,3,true,VARIANT,PRIMARY_VARIANT,서스펜디드 리버스 크런치,suspended_reverse_crunch_core_brace_bodyweight_stretch_strap,"[""BODYWEIGHT"",""STRETCH_STRAP""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,GYM
VEX-000022,REX-000013,4,true,VARIANT,PRIMARY_VARIANT,케이블 리버스 크런치,cable_reverse_crunch_core_brace_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,GYM
VEX-000023,REX-000013,5,true,VARIANT,PRIMARY_VARIANT,폼롤러 리버스 크런치,roller_reverse_crunch_core_brace_foam_roller,"[""FOAM_ROLLER""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,GYM
REX-000013,REX-000013,1,false,REPRESENTATIVE,,리버스 크런치,bodyweight_reverse_crunch_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,HOME
VEX-000023,REX-000013,2,true,VARIANT,PRIMARY_VARIANT,폼롤러 리버스 크런치,roller_reverse_crunch_core_brace_foam_roller,"[""FOAM_ROLLER""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,HOME
REX-000014,REX-000014,1,false,REPRESENTATIVE,,러시안 트위스트,bodyweight_russian_twist_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,GYM
VEX-000024,REX-000014,2,true,VARIANT,PRIMARY_VARIANT,중량 러시안 트위스트(바닥 터치),weighted_russian_twist_core_brace_household_weight,"[""HOUSEHOLD_WEIGHT""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,GYM
VEX-000025,REX-000014,3,true,VARIANT,PRIMARY_VARIANT,중량 러시안 트위스트,weighted_russian_twist_v_2_core_brace_household_weight,"[""HOUSEHOLD_WEIGHT""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,GYM
REX-000014,REX-000014,1,false,REPRESENTATIVE,,러시안 트위스트,bodyweight_russian_twist_core_brace_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,HOME
REX-000015,REX-000015,1,false,REPRESENTATIVE,,스플릿 스쿼트,bodyweight_split_squat_knee_dominant_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_SPLIT_SQUAT,REX-000015,GYM
REX-000015,REX-000015,1,false,REPRESENTATIVE,,스플릿 스쿼트,bodyweight_split_squat_knee_dominant_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_SPLIT_SQUAT,REX-000015,HOME
REX-000016,REX-000016,1,false,REPRESENTATIVE,,스탠딩 카프 레이즈,bodyweight_standing_calf_raise_isolation_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,GYM
VEX-000026,REX-000016,2,true,VARIANT,PRIMARY_VARIANT,덤벨 싱글 레그 카프 레이즈,dumbbell_single_leg_calf_raise_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,GYM
VEX-000027,REX-000016,3,true,VARIANT,PRIMARY_VARIANT,밴드 싱글 레그 카프 레이즈,band_single_leg_calf_raise_isolation_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,GYM
VEX-000028,REX-000016,4,true,VARIANT,PRIMARY_VARIANT,한발 카프 레이즈,one_leg_floor_calf_raise_isolation_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,GYM
REX-000016,REX-000016,1,false,REPRESENTATIVE,,스탠딩 카프 레이즈,bodyweight_standing_calf_raise_isolation_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,HOME
VEX-000026,REX-000016,2,true,VARIANT,PRIMARY_VARIANT,덤벨 싱글 레그 카프 레이즈,dumbbell_single_leg_calf_raise_isolation_dumbbell,"[""DUMBBELL""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,HOME
VEX-000027,REX-000016,3,true,VARIANT,PRIMARY_VARIANT,밴드 싱글 레그 카프 레이즈,band_single_leg_calf_raise_isolation_resistance_band,"[""RESISTANCE_BAND""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,HOME
VEX-000028,REX-000016,4,true,VARIANT,PRIMARY_VARIANT,한발 카프 레이즈,one_leg_floor_calf_raise_isolation_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,HOME
REX-000017,REX-000017,1,false,REPRESENTATIVE,,버터플라이 스트레칭,butterfly_adductor_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BUTTERFLY_ADDUCTOR_STRETCH,REX-000017,GYM
REX-000017,REX-000017,1,false,REPRESENTATIVE,,버터플라이 스트레칭,butterfly_adductor_stretch_mobility_stretch_bodyweight,"[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,BUTTERFLY_ADDUCTOR_STRETCH,REX-000017,HOME
REX-000018,REX-000018,1,false,REPRESENTATIVE,,케이블 플라이,cable_fly_isolation_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,CABLE_FLY,REX-000018,GYM
VEX-000029,REX-000018,2,true,VARIANT,PRIMARY_VARIANT,케이블 디클라인 플라이,cable_decline_fly_isolation_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,CABLE_FLY,REX-000018,GYM
VEX-000030,REX-000018,3,true,VARIANT,PRIMARY_VARIANT,케이블 인클라인 플라이,cable_incline_fly_isolation_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,CABLE_FLY,REX-000018,GYM
VEX-000031,REX-000018,4,true,VARIANT,PRIMARY_VARIANT,케이블 라잉 플라이,cable_lying_fly_isolation_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,REVIEW_REQUIRED,false,exercise-catalog-v2.0.2-final,CABLE_FLY,REX-000018,GYM
REX-000019,REX-000019,1,false,REPRESENTATIVE,,케이블 트라이셉스 푸시다운,cable_triceps_pushdown_isolation_cable_machine,"[""CABLE_MACHINE""]","[""GYM""]",INTERMEDIATE,DOMAIN_APPROVED,false,exercise-catalog-v2.0.2-final,CABLE_TRICEPS_PUSHDOWN,REX-000019,GYM
