catalog_version_code,family_code,representative_exercise_id,representative_exercise_ids,context_code,context_coverage_status_code,representative_context_eligible,raw_context_candidate_count,context_candidate_count,primary_variant_context_candidate_count,secondary_variant_context_candidate_count,default_exercise_id,default_priority_rank,default_record_type,default_variant_type_code,default_name_ko,default_equipment_codes,fallback_candidate_ids,goal_codes,goal_coverage_status_code,training_type_codes,movement_pattern_codes,primary_body_area_codes,difficulty_codes,phase_codes,review_status_code,review_reason_codes,production_eligible
exercise-catalog-v2.0.2-final,DUMBBELL_REAR_FLY,REX-000028,"[""REX-000028""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000028,1,REPRESENTATIVE,,리어 델트 플라이,"[""DUMBBELL""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""SHOULDER""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,"[""REX-000029""]",GYM,COVERED_DRAFT,true,6,6,5,0,REX-000029,1,REPRESENTATIVE,,슈러그,"[""DUMBBELL""]","[""VEX-000038"",""VEX-000039"",""VEX-000040"",""VEX-000041"",""VEX-000037""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""UPPER_BACK""]","[""BEGINNER"",""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_SHRUG,REX-000029,"[""REX-000029""]",HOME,COVERED_DRAFT,true,5,5,4,0,REX-000029,1,REPRESENTATIVE,,슈러그,"[""DUMBBELL""]","[""VEX-000038"",""VEX-000039"",""VEX-000040"",""VEX-000041""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""UPPER_BACK""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_STANDING_CURL,REX-000030,"[""REX-000030""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000030,1,REPRESENTATIVE,,덤벨 바이셉스 컬,"[""DUMBBELL""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""ELBOW""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_STANDING_CURL,REX-000030,"[""REX-000030""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000030,1,REPRESENTATIVE,,덤벨 바이셉스 컬,"[""DUMBBELL""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""ELBOW""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_STEP_UP_LUNGE,REX-000031,"[""REX-000031""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000031,1,REPRESENTATIVE,,덤벨 스텝업 런지,"[""DUMBBELL"",""STEP_BOX""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""KNEE_DOMINANT""]","[""HIP"",""KNEE""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_STEP_UP_LUNGE,REX-000031,"[""REX-000031""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,DYNAMIC_CHEST_STRETCH,REX-000032,"[""REX-000032""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000032,1,REPRESENTATIVE,,다이내믹 가슴 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""CHEST""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DYNAMIC_CHEST_STRETCH,REX-000032,"[""REX-000032""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000032,1,REPRESENTATIVE,,다이내믹 가슴 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""CHEST""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,EXERCISE_BALL_HIP_FLEXOR_STRETCH,REX-000033,"[""REX-000033""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000033,1,REPRESENTATIVE,,짐볼 고관절 스트레칭,"[""STABILITY_BALL""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""HIP""]","[""INTERMEDIATE""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,EXERCISE_BALL_HIP_FLEXOR_STRETCH,REX-000033,"[""REX-000033""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,HAMSTRING_STRETCH,REX-000034,"[""REX-000034""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000034,1,REPRESENTATIVE,,햄스트링 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""KNEE""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,HAMSTRING_STRETCH,REX-000034,"[""REX-000034""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000034,1,REPRESENTATIVE,,햄스트링 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""KNEE""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,HAND_GRIP_SQUEEZE,REX-000035,"[""REX-000035""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000035,1,REPRESENTATIVE,,손 악력 쥐기,"[""HOUSEHOLD_WEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""WRIST_HAND""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,HAND_GRIP_SQUEEZE,REX-000035,"[""REX-000035""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000035,1,REPRESENTATIVE,,손 악력 쥐기,"[""HOUSEHOLD_WEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""WRIST_HAND""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,HIP_FLEXOR_QUADRICEPS_STRETCH,REX-000036,"[""REX-000036""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000036,1,REPRESENTATIVE,,고관절 굴근·대퇴사두근 스트레칭,"[""STRETCH_STRAP""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""KNEE""]","[""INTERMEDIATE""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,HIP_FLEXOR_QUADRICEPS_STRETCH,REX-000036,"[""REX-000036""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,INCLINE_Y_RAISE,REX-000037,"[""REX-000037""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000037,1,REPRESENTATIVE,,인클라인 Y 레이즈,"[""DUMBBELL""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""UPPER_BACK""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,INCLINE_Y_RAISE,REX-000037,"[""REX-000037""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000037,1,REPRESENTATIVE,,인클라인 Y 레이즈,"[""DUMBBELL""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""UPPER_BACK""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,INVERTED_ROW,REX-000038,"[""REX-000038""]",GYM,COVERED_DRAFT,true,2,2,1,0,REX-000038,1,REPRESENTATIVE,,인버티드 로우,"[""BODYWEIGHT""]","[""VEX-000042""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""HORIZONTAL_PULL""]","[""UPPER_BACK""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,INVERTED_ROW,REX-000038,"[""REX-000038""]",HOME,COVERED_DRAFT,true,2,2,1,0,REX-000038,1,REPRESENTATIVE,,인버티드 로우,"[""BODYWEIGHT""]","[""VEX-000042""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""HORIZONTAL_PULL""]","[""UPPER_BACK""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,KNEELING_LAT_STRETCH,REX-000039,"[""REX-000039""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000039,1,REPRESENTATIVE,,무릎 꿇고 광배근 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""UPPER_BACK""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,KNEELING_LAT_STRETCH,REX-000039,"[""REX-000039""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000039,1,REPRESENTATIVE,,무릎 꿇고 광배근 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""UPPER_BACK""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,LAT_PULLDOWN,REX-000040,"[""REX-000040""]",GYM,COVERED_DRAFT,true,3,3,1,1,REX-000040,1,REPRESENTATIVE,,랫풀다운,"[""CABLE_MACHINE""]","[""VEX-000043"",""VEX-000066""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""VERTICAL_PULL""]","[""SHOULDER"",""UPPER_BACK""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,LAT_PULLDOWN,REX-000040,"[""REX-000040""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,LEG_PRESS,REX-000041,"[""REX-000041""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000041,1,REPRESENTATIVE,,레그 프레스,"[""MACHINE""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""KNEE_DOMINANT""]","[""HIP"",""KNEE""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,LEG_PRESS,REX-000041,"[""REX-000041""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,LOWER_BACK_CURL,REX-000043,"[""REX-000043""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000043,1,REPRESENTATIVE,,로어 백 컬,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""LOWER_BACK""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,LOWER_BACK_CURL,REX-000043,"[""REX-000043""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000043,1,REPRESENTATIVE,,로어 백 컬,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""LOWER_BACK""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,MACHINE_LEG_EXTENSION,REX-000044,"[""REX-000044""]",GYM,COVERED_DRAFT,true,2,2,1,0,REX-000044,1,REPRESENTATIVE,,레그 익스텐션,"[""MACHINE""]","[""VEX-000044""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""KNEE""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,MACHINE_LEG_EXTENSION,REX-000044,"[""REX-000044""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,MOBILITY,REX-000066,"[""REX-000066""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000066,1,REPRESENTATIVE,,한발 서기 균형,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""BALANCE""]","[""HIP""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,MOBILITY,REX-000066,"[""REX-000066""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000066,1,REPRESENTATIVE,,한발 서기 균형,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""BALANCE""]","[""HIP""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,NECK_LATERAL_STRETCH,REX-000045,"[""REX-000045""]",GYM,COVERED_DRAFT,true,2,2,1,0,REX-000045,1,REPRESENTATIVE,,목 옆면 스트레칭,"[""BODYWEIGHT""]","[""VEX-000045""]","[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""NECK"",""SHOULDER""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,NECK_LATERAL_STRETCH,REX-000045,"[""REX-000045""]",HOME,COVERED_DRAFT,true,2,2,1,0,REX-000045,1,REPRESENTATIVE,,목 옆면 스트레칭,"[""BODYWEIGHT""]","[""VEX-000045""]","[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""NECK"",""SHOULDER""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,ONE_ARM_WALL_LATS,REX-000046,"[""REX-000046""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000046,1,REPRESENTATIVE,,벽 짚고 한 팔 광배근 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""UPPER_BACK""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,ONE_ARM_WALL_LATS,REX-000046,"[""REX-000046""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000046,1,REPRESENTATIVE,,벽 짚고 한 팔 광배근 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""UPPER_BACK""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,OVERHEAD_TRICEPS_EXTENSION,REX-000047,"[""REX-000047""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000047,1,REPRESENTATIVE,,오버헤드 트라이셉스 익스텐션,"[""BARBELL""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""ELBOW""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,OVERHEAD_TRICEPS_EXTENSION,REX-000047,"[""REX-000047""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,OVERHEAD_TRICEPS_STRETCH,REX-000048,"[""REX-000048""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000048,1,REPRESENTATIVE,,오버헤드 삼두근 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""ELBOW""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,OVERHEAD_TRICEPS_STRETCH,REX-000048,"[""REX-000048""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000048,1,REPRESENTATIVE,,오버헤드 삼두근 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""ELBOW""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,PECTORALS_HORIZONTAL_PUSH,REX-000049,"[""REX-000049""]",GYM,COVERED_DRAFT,true,3,3,2,0,REX-000049,1,REPRESENTATIVE,,체스트 프레스,"[""MACHINE""]","[""VEX-000046"",""VEX-000047""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""HORIZONTAL_PUSH""]","[""CHEST"",""SHOULDER""]","[""BEGINNER"",""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,PECTORALS_HORIZONTAL_PUSH,REX-000049,"[""REX-000049""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,PERONEAL_STRETCH,REX-000050,"[""REX-000050""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000050,1,REPRESENTATIVE,,종아리 바깥쪽 스트레칭,"[""STRETCH_STRAP""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""ANKLE_FOOT""]","[""INTERMEDIATE""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,PERONEAL_STRETCH,REX-000050,"[""REX-000050""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,PLANK_ROTATION,REX-000051,"[""REX-000051""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000051,1,REPRESENTATIVE,,플랭크 로테이션,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""ABDOMEN""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,PLANK_ROTATION,REX-000051,"[""REX-000051""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000051,1,REPRESENTATIVE,,플랭크 로테이션,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""ABDOMEN""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,PUSH_UP,REX-000052,"[""REX-000052""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000052,1,REPRESENTATIVE,,푸시업,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""HORIZONTAL_PUSH""]","[""CHEST""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,PUSH_UP,REX-000052,"[""REX-000052""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000052,1,REPRESENTATIVE,,푸시업,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""HORIZONTAL_PUSH""]","[""CHEST""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,REAR_DELTOID_STRETCH,REX-000053,"[""REX-000053""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000053,1,REPRESENTATIVE,,후면 어깨 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""SHOULDER""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,REAR_DELTOID_STRETCH,REX-000053,"[""REX-000053""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000053,1,REPRESENTATIVE,,후면 어깨 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""SHOULDER""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,REVERSE_CALF_RAISE,REX-000054,"[""REX-000054""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000054,1,REPRESENTATIVE,,리버스 카프 레이즈,"[""RESISTANCE_BAND""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""ANKLE_FOOT""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,REVERSE_CALF_RAISE,REX-000054,"[""REX-000054""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000054,1,REPRESENTATIVE,,리버스 카프 레이즈,"[""RESISTANCE_BAND""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""ANKLE_FOOT""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,REVERSE_WRIST_CURL,REX-000055,"[""REX-000055""]",GYM,COVERED_DRAFT,true,3,3,2,0,REX-000055,1,REPRESENTATIVE,,리버스 리스트 컬,"[""BARBELL""]","[""VEX-000048"",""VEX-000049""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""WRIST_HAND""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,REVERSE_WRIST_CURL,REX-000055,"[""REX-000055""]",HOME,REVIEW_REQUIRED,false,2,2,2,0,VEX-000048,1,VARIANT,PRIMARY_VARIANT,덤벨 리버스 리스트 컬,"[""DUMBBELL""]","[""VEX-000049""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""WRIST_HAND""]","[""BEGINNER""]","[""MAIN""]",REVIEW_REQUIRED,"[""DEFAULT_VARIANT_RELATION_REVIEW_REQUIRED""]",false
exercise-catalog-v2.0.2-final,ROLLER_BACK_STRETCH,REX-000073,"[""REX-000073""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000073,1,REPRESENTATIVE,,롤러 등 스트레칭,"[""FOAM_ROLLER""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""UPPER_BACK""]","[""INTERMEDIATE""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,ROLLER_BACK_STRETCH,REX-000073,"[""REX-000073""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000073,1,REPRESENTATIVE,,롤러 등 스트레칭,"[""FOAM_ROLLER""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""UPPER_BACK""]","[""INTERMEDIATE""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,ROLLER_HIP_STRETCH,REX-000074,"[""REX-000074""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000074,1,REPRESENTATIVE,,롤러 둔근 스트레칭,"[""FOAM_ROLLER""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""HIP""]","[""INTERMEDIATE""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,ROLLER_HIP_STRETCH,REX-000074,"[""REX-000074""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000074,1,REPRESENTATIVE,,롤러 둔근 스트레칭,"[""FOAM_ROLLER""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""HIP""]","[""INTERMEDIATE""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,ROTATION_VARIANT,REX-000075,"[""REX-000075""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000075,1,REPRESENTATIVE,,회전형 크런치,"[""CABLE_MACHINE""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""ABDOMEN""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,ROTATION_VARIANT,REX-000075,"[""REX-000075""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,ROW_VARIANT,REX-000076,"[""REX-000076""]",GYM,COVERED_DRAFT,true,2,2,1,0,REX-000076,1,REPRESENTATIVE,,로우,"[""CABLE_MACHINE""]","[""VEX-000050""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""HORIZONTAL_PULL""]","[""SHOULDER"",""UPPER_BACK""]","[""BEGINNER"",""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,ROW_VARIANT,REX-000076,"[""REX-000076""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
