catalog_version_code,family_code,representative_exercise_id,representative_exercise_ids,context_code,context_coverage_status_code,representative_context_eligible,raw_context_candidate_count,context_candidate_count,primary_variant_context_candidate_count,secondary_variant_context_candidate_count,default_exercise_id,default_priority_rank,default_record_type,default_variant_type_code,default_name_ko,default_equipment_codes,fallback_candidate_ids,goal_codes,goal_coverage_status_code,training_type_codes,movement_pattern_codes,primary_body_area_codes,difficulty_codes,phase_codes,review_status_code,review_reason_codes,production_eligible
exercise-catalog-v2.0.2-final,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,"[""REX-000013""]",GYM,COVERED_DRAFT,true,5,5,4,0,REX-000013,1,REPRESENTATIVE,,리버스 크런치,"[""BODYWEIGHT""]","[""VEX-000020"",""VEX-000021"",""VEX-000022"",""VEX-000023""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""ABDOMEN""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,"[""REX-000013""]",HOME,COVERED_DRAFT,true,2,2,1,0,REX-000013,1,REPRESENTATIVE,,리버스 크런치,"[""BODYWEIGHT""]","[""VEX-000023""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""ABDOMEN""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,"[""REX-000014""]",GYM,COVERED_DRAFT,true,3,3,2,0,REX-000014,1,REPRESENTATIVE,,러시안 트위스트,"[""BODYWEIGHT""]","[""VEX-000024"",""VEX-000025""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""ABDOMEN""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,"[""REX-000014""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000014,1,REPRESENTATIVE,,러시안 트위스트,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""ABDOMEN""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,BODYWEIGHT_SPLIT_SQUAT,REX-000015,"[""REX-000015""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000015,1,REPRESENTATIVE,,스플릿 스쿼트,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""KNEE_DOMINANT""]","[""HIP"",""KNEE""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,BODYWEIGHT_SPLIT_SQUAT,REX-000015,"[""REX-000015""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000015,1,REPRESENTATIVE,,스플릿 스쿼트,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""KNEE_DOMINANT""]","[""HIP"",""KNEE""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,"[""REX-000016""]",GYM,COVERED_DRAFT,true,4,4,3,0,REX-000016,1,REPRESENTATIVE,,스탠딩 카프 레이즈,"[""BODYWEIGHT""]","[""VEX-000026"",""VEX-000027"",""VEX-000028""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""ANKLE_FOOT""]","[""BEGINNER"",""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,"[""REX-000016""]",HOME,COVERED_DRAFT,true,4,4,3,0,REX-000016,1,REPRESENTATIVE,,스탠딩 카프 레이즈,"[""BODYWEIGHT""]","[""VEX-000026"",""VEX-000027"",""VEX-000028""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""ANKLE_FOOT""]","[""BEGINNER"",""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,BUTTERFLY_ADDUCTOR_STRETCH,REX-000017,"[""REX-000017""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000017,1,REPRESENTATIVE,,버터플라이 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""HIP""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,BUTTERFLY_ADDUCTOR_STRETCH,REX-000017,"[""REX-000017""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000017,1,REPRESENTATIVE,,버터플라이 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""HIP""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,CABLE_FLY,REX-000018,"[""REX-000018""]",GYM,COVERED_DRAFT,true,4,4,3,0,REX-000018,1,REPRESENTATIVE,,케이블 플라이,"[""CABLE_MACHINE""]","[""VEX-000029"",""VEX-000030"",""VEX-000031""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""CHEST""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,CABLE_FLY,REX-000018,"[""REX-000018""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,CABLE_TRICEPS_PUSHDOWN,REX-000019,"[""REX-000019""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000019,1,REPRESENTATIVE,,케이블 트라이셉스 푸시다운,"[""CABLE_MACHINE""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""ELBOW""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,CABLE_TRICEPS_PUSHDOWN,REX-000019,"[""REX-000019""]",HOME,UNAVAILABLE,false,0,0,0,0,,,,,,[],[],"[""GENERAL_FITNESS""]",COVERED,[],[],[],[],[],REVIEW_REQUIRED,"[""LOCATION_NOT_DECLARED""]",false
exercise-catalog-v2.0.2-final,CARDIO,,"[""REX-000059"",""REX-000060"",""REX-000067"",""REX-000072""]",GYM,REVIEW_REQUIRED,false,4,0,0,0,,,,,,[],[],[],REVIEW_REQUIRED,"[""CARDIO""]","[""CYCLING"",""ELLIPTICAL"",""JUMP_PLYOMETRIC""]","[""ANKLE_FOOT"",""HIP"",""KNEE""]","[""BEGINNER"",""INTERMEDIATE""]","[""MAIN""]",REVIEW_REQUIRED,"[""MULTIPLE_REPRESENTATIVES_IN_FAMILY""]",false
exercise-catalog-v2.0.2-final,CARDIO,,"[""REX-000059"",""REX-000060"",""REX-000067"",""REX-000072""]",HOME,REVIEW_REQUIRED,false,2,0,0,0,,,,,,[],[],[],REVIEW_REQUIRED,"[""CARDIO""]","[""JUMP_PLYOMETRIC""]","[""ANKLE_FOOT"",""KNEE""]","[""BEGINNER"",""INTERMEDIATE""]","[""MAIN""]",REVIEW_REQUIRED,"[""MULTIPLE_REPRESENTATIVES_IN_FAMILY""]",false
exercise-catalog-v2.0.2-final,CHAIR_LEG_EXTENDED_STRETCH,REX-000020,"[""REX-000020""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000020,1,REPRESENTATIVE,,시티드 레그 익스텐션 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""KNEE""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,CHAIR_LEG_EXTENDED_STRETCH,REX-000020,"[""REX-000020""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000020,1,REPRESENTATIVE,,시티드 레그 익스텐션 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""KNEE""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,CHEST_FRONT_SHOULDER_STRETCH,REX-000021,"[""REX-000021""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000021,1,REPRESENTATIVE,,가슴·어깨 앞면 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""CHEST"",""SHOULDER""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,CHEST_FRONT_SHOULDER_STRETCH,REX-000021,"[""REX-000021""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000021,1,REPRESENTATIVE,,가슴·어깨 앞면 스트레칭,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""MOBILITY""]","[""MOBILITY_STRETCH""]","[""CHEST"",""SHOULDER""]","[""BEGINNER""]","[""WARMUP"",""COOLDOWN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,CLOSE_GRIP_PUSH_UP,REX-000022,"[""REX-000022""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000022,1,REPRESENTATIVE,,클로즈 그립 푸시업,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""HORIZONTAL_PUSH""]","[""CHEST"",""ELBOW""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,CLOSE_GRIP_PUSH_UP,REX-000022,"[""REX-000022""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000022,1,REPRESENTATIVE,,클로즈 그립 푸시업,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""HORIZONTAL_PUSH""]","[""CHEST"",""ELBOW""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,CRUNCH_VARIANT,REX-000023,"[""REX-000023""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000023,1,REPRESENTATIVE,,사이드 크런치,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""ABDOMEN""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,CRUNCH_VARIANT,REX-000023,"[""REX-000023""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000023,1,REPRESENTATIVE,,사이드 크런치,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""ABDOMEN""]","[""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DEAD_BUG,REX-000024,"[""REX-000024""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000024,1,REPRESENTATIVE,,데드버그,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""ABDOMEN""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DEAD_BUG,REX-000024,"[""REX-000024""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000024,1,REPRESENTATIVE,,데드버그,"[""BODYWEIGHT""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""CORE_BRACE""]","[""ABDOMEN""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_GOBLET_SQUAT,REX-000025,"[""REX-000025""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000025,1,REPRESENTATIVE,,고블릿 스쿼트,"[""DUMBBELL""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""KNEE_DOMINANT""]","[""HIP"",""KNEE""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_GOBLET_SQUAT,REX-000025,"[""REX-000025""]",HOME,COVERED_DRAFT,true,1,1,0,0,REX-000025,1,REPRESENTATIVE,,고블릿 스쿼트,"[""DUMBBELL""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""KNEE_DOMINANT""]","[""HIP"",""KNEE""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_LATERAL_RAISE,REX-000026,"[""REX-000026""]",GYM,COVERED_DRAFT,true,2,2,1,0,REX-000026,1,REPRESENTATIVE,,레터럴 레이즈,"[""DUMBBELL""]","[""VEX-000032""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""SHOULDER""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_LATERAL_RAISE,REX-000026,"[""REX-000026""]",HOME,COVERED_DRAFT,true,2,2,1,0,REX-000026,1,REPRESENTATIVE,,레터럴 레이즈,"[""DUMBBELL""]","[""VEX-000032""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""SHOULDER""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,"[""REX-000027""]",GYM,COVERED_DRAFT,true,5,5,4,0,REX-000027,1,REPRESENTATIVE,,프리처 컬,"[""DUMBBELL""]","[""VEX-000033"",""VEX-000034"",""VEX-000035"",""VEX-000036""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""ELBOW""]","[""BEGINNER"",""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_PREACHER_CURL,REX-000027,"[""REX-000027""]",HOME,COVERED_DRAFT,true,5,5,4,0,REX-000027,1,REPRESENTATIVE,,프리처 컬,"[""DUMBBELL""]","[""VEX-000033"",""VEX-000034"",""VEX-000035"",""VEX-000036""]","[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""ELBOW""]","[""BEGINNER"",""INTERMEDIATE""]","[""MAIN""]",DOMAIN_APPROVED,[],false
exercise-catalog-v2.0.2-final,DUMBBELL_REAR_FLY,REX-000028,"[""REX-000028""]",GYM,COVERED_DRAFT,true,1,1,0,0,REX-000028,1,REPRESENTATIVE,,리어 델트 플라이,"[""DUMBBELL""]",[],"[""GENERAL_FITNESS""]",COVERED,"[""STRENGTH""]","[""ISOLATION""]","[""SHOULDER""]","[""BEGINNER""]","[""MAIN""]",DOMAIN_APPROVED,[],false
