review_record_id,legacy_record_number,legacy_relation_identity,legacy_reason_code,legacy_goal_preservation_code,legacy_relation_type,source_exercise_stable_code_legacy,source_exercise_stable_code,source_exercise_id,source_record_type,source_exercise_name_ko,source_primary_movement_pattern_code,source_primary_body_area_codes,source_secondary_body_area_codes,source_equipment_codes,source_location_codes,source_difficulty_code,target_exercise_stable_code_legacy,target_exercise_stable_code,target_exercise_id,target_record_type,target_exercise_name_ko,target_primary_movement_pattern_code,target_primary_body_area_codes,target_secondary_body_area_codes,target_equipment_codes,target_location_codes,target_difficulty_code,candidate_origin_code,pain_discomfort_area_code,condition_code,pain_score_min,pain_score_max,severity_code,service_action_code,source_load_to_avoid_code,source_load_to_avoid_detail,source_load_pain_area_overlap,target_load_reduction_basis_code,target_pain_area_overlap,target_difficulty_not_higher,source_target_same_family,source_target_same_movement_pattern,variant_relation_overlap,variant_type_code,direction_code,directionality_check_code,decision,decision_code,reclassification_code,review_reason_code,review_reason_ko,area_specific_safety_review_code,area_specific_safety_guard_codes,evidence_source,evidence_reviewer,evidence_reviewed_at,legacy_review_method_code,legacy_review_status_code,legacy_source_catalog_version_code,legacy_source_manifest_hash,legacy_source_relation_key,legacy_source_metadata,decision_source_code,decision_reviewer_code,review_status_code,production_eligible
ALT-LEGACY-fea230d346b5160c,58,exercise-catalog-v2.0.2-draft|d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f|mapping:ANKLE_FOOT:NRS_1_3:REX-000067:REX-000056:DISCOMFORT,DISCOMFORT,SAME_GOAL,,cardio_cycling_stationary_bike,cardio_cycling_stationary_bike,REX-000067,REPRESENTATIVE,실내 자전거,CYCLING,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""STATIONARY_BIKE""]","[""GYM""]",BEGINNER,cardio_gait_bodyweight,cardio_gait_bodyweight,REX-000056,REPRESENTATIVE,앞뒤 스텝,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,LEGACY_ALTERNATIVE,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,PAIN_AREA_INVOLVEMENT_IN_SOURCE_MOVEMENT,"{""discomfort_area_code"":""ANKLE_FOOT"",""source_body_area_codes"":[""ANKLE_FOOT"",""HIP"",""KNEE""],""source_equipment_codes"":[""STATIONARY_BIKE""],""source_primary_movement_pattern_code"":""CYCLING""}",true,UNCONFIRMED,true,true,false,false,false,,A_TO_B,NOT_APPLICABLE,REMOVE_RECLASSIFY,REMOVE_UNSAFE_SAME_AREA_TARGET,REMOVE_TARGET_RETAINS_DISCOMFORT_AREA,TARGET_RETAINS_DISCOMFORT_AREA,NRS 점수가 1~3인 경미한 조건이어도 target이 보고된 불편 부위를 포함하므로 동일 부담·위험을 남길 수 있어 Alternative에서 삭제한다.,,[],normalized/v2_discomfort_alternative_mapping.csv,DOMAIN_REVIEWER,2026-08-24T00:00:00+09:00,DOMAIN_REVIEWER,DOMAIN_APPROVED,exercise-catalog-v2.0.2-draft,d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f,mapping:ANKLE_FOOT:NRS_1_3:REX-000067:REX-000056:DISCOMFORT,"{""alternative_target_muscle_code"":""CARDIO"",""body_area_code"":""ANKLE_FOOT"",""materialization_version"":""v2-representative-decisions-2026-08-24"",""score_band_code"":""NRS_1_3"",""selection_basis"":""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"",""source_path"":""normalized/v2_discomfort_alternative_mapping.csv"",""source_relation_key"":""mapping:ANKLE_FOOT:NRS_1_3:REX-000067:REX-000056:DISCOMFORT"",""source_target_muscle_code"":""CARDIO""}",DETERMINISTIC_POLICY_V2_0_2,DATA_REVIEW_PIPELINE,REVIEW_REQUIRED,false
ALT-LEGACY-91cb23c59161cf75,60,exercise-catalog-v2.0.2-draft|d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f|mapping:ANKLE_FOOT:NRS_1_3:REX-000072:REX-000056:DISCOMFORT,DISCOMFORT,SAME_GOAL,,cardio_elliptical_elliptical_machine,cardio_elliptical_elliptical_machine,REX-000072,REPRESENTATIVE,일립티컬,ELLIPTICAL,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""ELLIPTICAL_MACHINE""]","[""GYM""]",BEGINNER,cardio_gait_bodyweight,cardio_gait_bodyweight,REX-000056,REPRESENTATIVE,앞뒤 스텝,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,LEGACY_ALTERNATIVE,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,PAIN_AREA_INVOLVEMENT_IN_SOURCE_MOVEMENT,"{""discomfort_area_code"":""ANKLE_FOOT"",""source_body_area_codes"":[""ANKLE_FOOT"",""HIP"",""KNEE""],""source_equipment_codes"":[""ELLIPTICAL_MACHINE""],""source_primary_movement_pattern_code"":""ELLIPTICAL""}",true,UNCONFIRMED,true,true,false,false,false,,A_TO_B,NOT_APPLICABLE,REMOVE_RECLASSIFY,REMOVE_UNSAFE_SAME_AREA_TARGET,REMOVE_TARGET_RETAINS_DISCOMFORT_AREA,TARGET_RETAINS_DISCOMFORT_AREA,NRS 점수가 1~3인 경미한 조건이어도 target이 보고된 불편 부위를 포함하므로 동일 부담·위험을 남길 수 있어 Alternative에서 삭제한다.,,[],normalized/v2_discomfort_alternative_mapping.csv,DOMAIN_REVIEWER,2026-08-24T00:00:00+09:00,DOMAIN_REVIEWER,DOMAIN_APPROVED,exercise-catalog-v2.0.2-draft,d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f,mapping:ANKLE_FOOT:NRS_1_3:REX-000072:REX-000056:DISCOMFORT,"{""alternative_target_muscle_code"":""CARDIO"",""body_area_code"":""ANKLE_FOOT"",""materialization_version"":""v2-representative-decisions-2026-08-24"",""score_band_code"":""NRS_1_3"",""selection_basis"":""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"",""source_path"":""normalized/v2_discomfort_alternative_mapping.csv"",""source_relation_key"":""mapping:ANKLE_FOOT:NRS_1_3:REX-000072:REX-000056:DISCOMFORT"",""source_target_muscle_code"":""CARDIO""}",DETERMINISTIC_POLICY_V2_0_2,DATA_REVIEW_PIPELINE,REVIEW_REQUIRED,false
ALT-LEGACY-9f7ccd88ae64ccaa,62,exercise-catalog-v2.0.2-draft|d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f|mapping:ANKLE_FOOT:NRS_1_3:REX-000056:REX-000058:DISCOMFORT,DISCOMFORT,SAME_GOAL,,cardio_gait_bodyweight,cardio_gait_bodyweight,REX-000056,REPRESENTATIVE,앞뒤 스텝,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,cardio_gait_bodyweight_rex_000058,cardio_gait_bodyweight_rex_000058,REX-000058,REPRESENTATIVE,하이니,GAIT,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,LEGACY_ALTERNATIVE,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,PAIN_AREA_INVOLVEMENT_IN_SOURCE_MOVEMENT,"{""discomfort_area_code"":""ANKLE_FOOT"",""source_body_area_codes"":[""ANKLE_FOOT"",""HIP"",""KNEE""],""source_equipment_codes"":[""BODYWEIGHT""],""source_primary_movement_pattern_code"":""GAIT""}",true,UNCONFIRMED,true,true,true,true,false,,A_TO_B,NOT_APPLICABLE,REMOVE_RECLASSIFY,REMOVE_SIMPLE_VARIANT_DUPLICATE,RECLASSIFY_VARIANT_OR_EXERCISE_IDENTITY,SIMPLE_VARIANT_RELATION_DUPLICATE,통증 조건에 따른 부담 감소 근거보다 동일 family·Variant 관계가 우선 확인되어 재분류한다.,,[],normalized/v2_discomfort_alternative_mapping.csv,DOMAIN_REVIEWER,2026-08-24T00:00:00+09:00,DOMAIN_REVIEWER,DOMAIN_APPROVED,exercise-catalog-v2.0.2-draft,d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f,mapping:ANKLE_FOOT:NRS_1_3:REX-000056:REX-000058:DISCOMFORT,"{""alternative_target_muscle_code"":""CARDIO"",""body_area_code"":""ANKLE_FOOT"",""materialization_version"":""v2-representative-decisions-2026-08-24"",""score_band_code"":""NRS_1_3"",""selection_basis"":""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"",""source_path"":""normalized/v2_discomfort_alternative_mapping.csv"",""source_relation_key"":""mapping:ANKLE_FOOT:NRS_1_3:REX-000056:REX-000058:DISCOMFORT"",""source_target_muscle_code"":""CARDIO""}",DETERMINISTIC_POLICY_V2_0_2,DATA_REVIEW_PIPELINE,REVIEW_REQUIRED,false
ALT-LEGACY-ac3a6452df362f64,64,exercise-catalog-v2.0.2-draft|d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f|mapping:ANKLE_FOOT:NRS_1_3:REX-000058:REX-000056:DISCOMFORT,DISCOMFORT,SAME_GOAL,,cardio_gait_bodyweight_rex_000058,cardio_gait_bodyweight_rex_000058,REX-000058,REPRESENTATIVE,하이니,GAIT,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,cardio_gait_bodyweight,cardio_gait_bodyweight,REX-000056,REPRESENTATIVE,앞뒤 스텝,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,LEGACY_ALTERNATIVE,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,PAIN_AREA_INVOLVEMENT_IN_SOURCE_MOVEMENT,"{""discomfort_area_code"":""ANKLE_FOOT"",""source_body_area_codes"":[""ANKLE_FOOT"",""HIP"",""KNEE""],""source_equipment_codes"":[""BODYWEIGHT""],""source_primary_movement_pattern_code"":""GAIT""}",true,UNCONFIRMED,true,true,true,true,false,,A_TO_B,NOT_APPLICABLE,REMOVE_RECLASSIFY,REMOVE_SIMPLE_VARIANT_DUPLICATE,RECLASSIFY_VARIANT_OR_EXERCISE_IDENTITY,SIMPLE_VARIANT_RELATION_DUPLICATE,통증 조건에 따른 부담 감소 근거보다 동일 family·Variant 관계가 우선 확인되어 재분류한다.,,[],normalized/v2_discomfort_alternative_mapping.csv,DOMAIN_REVIEWER,2026-08-24T00:00:00+09:00,DOMAIN_REVIEWER,DOMAIN_APPROVED,exercise-catalog-v2.0.2-draft,d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f,mapping:ANKLE_FOOT:NRS_1_3:REX-000058:REX-000056:DISCOMFORT,"{""alternative_target_muscle_code"":""CARDIO"",""body_area_code"":""ANKLE_FOOT"",""materialization_version"":""v2-representative-decisions-2026-08-24"",""score_band_code"":""NRS_1_3"",""selection_basis"":""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"",""source_path"":""normalized/v2_discomfort_alternative_mapping.csv"",""source_relation_key"":""mapping:ANKLE_FOOT:NRS_1_3:REX-000058:REX-000056:DISCOMFORT"",""source_target_muscle_code"":""CARDIO""}",DETERMINISTIC_POLICY_V2_0_2,DATA_REVIEW_PIPELINE,REVIEW_REQUIRED,false
ALT-LEGACY-f17332d5f7a469d3,65,exercise-catalog-v2.0.2-draft|d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f|NEX-000168:NEX-000170:RECOVERY,LOCATION,CARDIO_ENDURANCE,RECOVERY,cardio_gait_bodyweight_rex_000058,cardio_gait_bodyweight_rex_000058,REX-000058,REPRESENTATIVE,하이니,GAIT,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,cardio_gait_machine,cardio_gait_machine,REX-000070,REPRESENTATIVE,경사 트레드밀 걷기,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""MACHINE""]","[""GYM""]",BEGINNER,LEGACY_ALTERNATIVE,,,,,,,PAIN_AREA_INVOLVEMENT_IN_SOURCE_MOVEMENT,"{""discomfort_area_code"":"""",""source_body_area_codes"":[""ANKLE_FOOT"",""HIP"",""KNEE""],""source_equipment_codes"":[""BODYWEIGHT""],""source_primary_movement_pattern_code"":""GAIT""}",false,TARGET_EXCLUDES_DISCOMFORT_AREA,false,true,true,true,false,,A_TO_B,NOT_APPLICABLE,REMOVE_RECLASSIFY,REMOVE_FROM_ALTERNATIVE_SET,RECLASSIFY_CONTEXT_DEFAULT,NO_DISCOMFORT_CONDITION,통증·불편 조건이 없는 관계이므로 Alternative에서 제거하고 다른 관계 체계로 보낸다.,,[],generated/exercise-alternatives-v0.3.0/alternative_relationships.csv,DOMAIN_REVIEWER,2026-08-24T00:00:00+09:00,DOMAIN_REVIEWER,DOMAIN_APPROVED,exercise-catalog-v2.0.2-draft,d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f,NEX-000168:NEX-000170:RECOVERY,"{""legacy_relationship_type"":""RECOVERY"",""materialization_version"":""v2-representative-decisions-2026-08-24"",""selection_basis"":""REX_ENDPOINT_AND_V2_CATALOG_RECHECK"",""source_path"":""generated/exercise-alternatives-v0.3.0/alternative_relationships.csv"",""source_relation_key"":""NEX-000168:NEX-000170:RECOVERY""}",DETERMINISTIC_POLICY_V2_0_2,DATA_REVIEW_PIPELINE,REVIEW_REQUIRED,false
ALT-LEGACY-624cee0e2b39b6ae,67,exercise-catalog-v2.0.2-draft|d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f|mapping:ANKLE_FOOT:NRS_1_3:REX-000062:REX-000056:DISCOMFORT,DISCOMFORT,SAME_GOAL,,cardio_gait_bodyweight_rex_000062,cardio_gait_bodyweight_rex_000062,REX-000062,REPRESENTATIVE,달리기,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,cardio_gait_bodyweight,cardio_gait_bodyweight,REX-000056,REPRESENTATIVE,앞뒤 스텝,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,LEGACY_ALTERNATIVE,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,PAIN_AREA_INVOLVEMENT_IN_SOURCE_MOVEMENT,"{""discomfort_area_code"":""ANKLE_FOOT"",""source_body_area_codes"":[""ANKLE_FOOT"",""HIP"",""KNEE""],""source_equipment_codes"":[""BODYWEIGHT""],""source_primary_movement_pattern_code"":""GAIT""}",true,UNCONFIRMED,true,true,true,true,false,,A_TO_B,NOT_APPLICABLE,REMOVE_RECLASSIFY,REMOVE_SIMPLE_VARIANT_DUPLICATE,RECLASSIFY_VARIANT_OR_EXERCISE_IDENTITY,SIMPLE_VARIANT_RELATION_DUPLICATE,통증 조건에 따른 부담 감소 근거보다 동일 family·Variant 관계가 우선 확인되어 재분류한다.,,[],normalized/v2_discomfort_alternative_mapping.csv,DOMAIN_REVIEWER,2026-08-24T00:00:00+09:00,DOMAIN_REVIEWER,DOMAIN_APPROVED,exercise-catalog-v2.0.2-draft,d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f,mapping:ANKLE_FOOT:NRS_1_3:REX-000062:REX-000056:DISCOMFORT,"{""alternative_target_muscle_code"":""CARDIO"",""body_area_code"":""ANKLE_FOOT"",""materialization_version"":""v2-representative-decisions-2026-08-24"",""score_band_code"":""NRS_1_3"",""selection_basis"":""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"",""source_path"":""normalized/v2_discomfort_alternative_mapping.csv"",""source_relation_key"":""mapping:ANKLE_FOOT:NRS_1_3:REX-000062:REX-000056:DISCOMFORT"",""source_target_muscle_code"":""CARDIO""}",DETERMINISTIC_POLICY_V2_0_2,DATA_REVIEW_PIPELINE,REVIEW_REQUIRED,false
ALT-LEGACY-9220f983067bb688,68,exercise-catalog-v2.0.2-draft|d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f|NEX-000076:NEX-000170:RECOVERY,LOCATION,CARDIO_ENDURANCE,RECOVERY,cardio_gait_bodyweight_rex_000062,cardio_gait_bodyweight_rex_000062,REX-000062,REPRESENTATIVE,달리기,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,cardio_gait_machine,cardio_gait_machine,REX-000070,REPRESENTATIVE,경사 트레드밀 걷기,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""MACHINE""]","[""GYM""]",BEGINNER,LEGACY_ALTERNATIVE,,,,,,,PAIN_AREA_INVOLVEMENT_IN_SOURCE_MOVEMENT,"{""discomfort_area_code"":"""",""source_body_area_codes"":[""ANKLE_FOOT"",""HIP"",""KNEE""],""source_equipment_codes"":[""BODYWEIGHT""],""source_primary_movement_pattern_code"":""GAIT""}",false,TARGET_EXCLUDES_DISCOMFORT_AREA,false,true,true,true,false,,A_TO_B,NOT_APPLICABLE,REMOVE_RECLASSIFY,REMOVE_FROM_ALTERNATIVE_SET,RECLASSIFY_CONTEXT_DEFAULT,NO_DISCOMFORT_CONDITION,통증·불편 조건이 없는 관계이므로 Alternative에서 제거하고 다른 관계 체계로 보낸다.,,[],generated/exercise-alternatives-v0.3.0/alternative_relationships.csv,DOMAIN_REVIEWER,2026-08-24T00:00:00+09:00,DOMAIN_REVIEWER,DOMAIN_APPROVED,exercise-catalog-v2.0.2-draft,d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f,NEX-000076:NEX-000170:RECOVERY,"{""legacy_relationship_type"":""RECOVERY"",""materialization_version"":""v2-representative-decisions-2026-08-24"",""selection_basis"":""REX_ENDPOINT_AND_V2_CATALOG_RECHECK"",""source_path"":""generated/exercise-alternatives-v0.3.0/alternative_relationships.csv"",""source_relation_key"":""NEX-000076:NEX-000170:RECOVERY""}",DETERMINISTIC_POLICY_V2_0_2,DATA_REVIEW_PIPELINE,REVIEW_REQUIRED,false
ALT-LEGACY-e7ee69a8c0021eef,70,exercise-catalog-v2.0.2-draft|d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f|mapping:ANKLE_FOOT:NRS_1_3:REX-000065:REX-000056:DISCOMFORT,DISCOMFORT,SAME_GOAL,,cardio_gait_bodyweight_rex_000065,cardio_gait_bodyweight_rex_000065,REX-000065,REPRESENTATIVE,짧은 보폭 달리기,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""GYM""]",BEGINNER,cardio_gait_bodyweight,cardio_gait_bodyweight,REX-000056,REPRESENTATIVE,앞뒤 스텝,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,LEGACY_ALTERNATIVE,ANKLE_FOOT,NRS_1_3,1,3,MILD,LOAD_REDUCED,PAIN_AREA_INVOLVEMENT_IN_SOURCE_MOVEMENT,"{""discomfort_area_code"":""ANKLE_FOOT"",""source_body_area_codes"":[""ANKLE_FOOT"",""HIP"",""KNEE""],""source_equipment_codes"":[""BODYWEIGHT""],""source_primary_movement_pattern_code"":""GAIT""}",true,UNCONFIRMED,true,true,true,true,false,,A_TO_B,NOT_APPLICABLE,REMOVE_RECLASSIFY,REMOVE_SIMPLE_VARIANT_DUPLICATE,RECLASSIFY_VARIANT_OR_EXERCISE_IDENTITY,SIMPLE_VARIANT_RELATION_DUPLICATE,통증 조건에 따른 부담 감소 근거보다 동일 family·Variant 관계가 우선 확인되어 재분류한다.,,[],normalized/v2_discomfort_alternative_mapping.csv,DOMAIN_REVIEWER,2026-08-24T00:00:00+09:00,DOMAIN_REVIEWER,DOMAIN_APPROVED,exercise-catalog-v2.0.2-draft,d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f,mapping:ANKLE_FOOT:NRS_1_3:REX-000065:REX-000056:DISCOMFORT,"{""alternative_target_muscle_code"":""CARDIO"",""body_area_code"":""ANKLE_FOOT"",""materialization_version"":""v2-representative-decisions-2026-08-24"",""score_band_code"":""NRS_1_3"",""selection_basis"":""DOMAIN_APPROVED_SCORE_BAND_AND_TARGET_MUSCLE_POLICY"",""source_path"":""normalized/v2_discomfort_alternative_mapping.csv"",""source_relation_key"":""mapping:ANKLE_FOOT:NRS_1_3:REX-000065:REX-000056:DISCOMFORT"",""source_target_muscle_code"":""CARDIO""}",DETERMINISTIC_POLICY_V2_0_2,DATA_REVIEW_PIPELINE,REVIEW_REQUIRED,false
ALT-LEGACY-5820e5d9596cb06d,71,exercise-catalog-v2.0.2-draft|d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f|NEX-000169:NEX-000171:RECOVERY,LOCATION,CARDIO_ENDURANCE,RECOVERY,cardio_gait_bodyweight_rex_000065,cardio_gait_bodyweight_rex_000065,REX-000065,REPRESENTATIVE,짧은 보폭 달리기,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""GYM""]",BEGINNER,cardio_gait_bodyweight,cardio_gait_bodyweight,REX-000056,REPRESENTATIVE,앞뒤 스텝,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",BEGINNER,LEGACY_ALTERNATIVE,,,,,,,PAIN_AREA_INVOLVEMENT_IN_SOURCE_MOVEMENT,"{""discomfort_area_code"":"""",""source_body_area_codes"":[""ANKLE_FOOT"",""HIP"",""KNEE""],""source_equipment_codes"":[""BODYWEIGHT""],""source_primary_movement_pattern_code"":""GAIT""}",false,TARGET_EXCLUDES_DISCOMFORT_AREA,false,true,true,true,false,,A_TO_B,NOT_APPLICABLE,REMOVE_RECLASSIFY,REMOVE_FROM_ALTERNATIVE_SET,RECLASSIFY_CONTEXT_DEFAULT,NO_DISCOMFORT_CONDITION,통증·불편 조건이 없는 관계이므로 Alternative에서 제거하고 다른 관계 체계로 보낸다.,,[],generated/exercise-alternatives-v0.3.0/alternative_relationships.csv,DOMAIN_REVIEWER,2026-08-24T00:00:00+09:00,DOMAIN_REVIEWER,DOMAIN_APPROVED,exercise-catalog-v2.0.2-draft,d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f,NEX-000169:NEX-000171:RECOVERY,"{""legacy_relationship_type"":""RECOVERY"",""materialization_version"":""v2-representative-decisions-2026-08-24"",""selection_basis"":""REX_ENDPOINT_AND_V2_CATALOG_RECHECK"",""source_path"":""generated/exercise-alternatives-v0.3.0/alternative_relationships.csv"",""source_relation_key"":""NEX-000169:NEX-000171:RECOVERY""}",DETERMINISTIC_POLICY_V2_0_2,DATA_REVIEW_PIPELINE,REVIEW_REQUIRED,false
ALT-LEGACY-97fe9f806407fbbd,72,exercise-catalog-v2.0.2-draft|d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f|NEX-000169:NEX-000170:RECOVERY,EQUIPMENT,CARDIO_ENDURANCE,RECOVERY,cardio_gait_bodyweight_rex_000065,cardio_gait_bodyweight_rex_000065,REX-000065,REPRESENTATIVE,짧은 보폭 달리기,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""GYM""]",BEGINNER,cardio_gait_machine,cardio_gait_machine,REX-000070,REPRESENTATIVE,경사 트레드밀 걷기,GAIT,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""MACHINE""]","[""GYM""]",BEGINNER,LEGACY_ALTERNATIVE,,,,,,,PAIN_AREA_INVOLVEMENT_IN_SOURCE_MOVEMENT,"{""discomfort_area_code"":"""",""source_body_area_codes"":[""ANKLE_FOOT"",""HIP"",""KNEE""],""source_equipment_codes"":[""BODYWEIGHT""],""source_primary_movement_pattern_code"":""GAIT""}",false,TARGET_EXCLUDES_DISCOMFORT_AREA,false,true,true,true,false,,A_TO_B,NOT_APPLICABLE,REMOVE_RECLASSIFY,REMOVE_FROM_ALTERNATIVE_SET,RECLASSIFY_VARIANT,NO_DISCOMFORT_CONDITION,통증·불편 조건이 없는 관계이므로 Alternative에서 제거하고 다른 관계 체계로 보낸다.,,[],generated/exercise-alternatives-v0.3.0/alternative_relationships.csv,DOMAIN_REVIEWER,2026-08-24T00:00:00+09:00,DOMAIN_REVIEWER,DOMAIN_APPROVED,exercise-catalog-v2.0.2-draft,d2ff054350b7904b3cb99affb6e656a4a30acba82f81d889a98951928aeb725f,NEX-000169:NEX-000170:RECOVERY,"{""legacy_relationship_type"":""RECOVERY"",""materialization_version"":""v2-representative-decisions-2026-08-24"",""selection_basis"":""REX_ENDPOINT_AND_V2_CATALOG_RECHECK"",""source_path"":""generated/exercise-alternatives-v0.3.0/alternative_relationships.csv"",""source_relation_key"":""NEX-000169:NEX-000170:RECOVERY""}",DETERMINISTIC_POLICY_V2_0_2,DATA_REVIEW_PIPELINE,REVIEW_REQUIRED,false
