experiment_id,split_type,ablation_id,model_id,bin_index,probability_true,probability_predicted
time_A3_logreg,time,A3,logreg,0,0.19184652278177458,0.17792280504314734
time_A3_logreg,time,A3,logreg,1,0.2995658465991317,0.25847086334107755
time_A3_logreg,time,A3,logreg,2,0.3392929703372613,0.34509649218848354
time_A3_logreg,time,A3,logreg,3,0.44642857142857145,0.45812265283859854
time_A3_logreg,time,A3,logreg,4,0.5030250648228176,0.5418478370279511
time_A3_logreg,time,A3,logreg,5,0.6038803556992725,0.6478744297135522
time_A3_logreg,time,A3,logreg,6,0.7575030012004802,0.7639927336481773
time_A3_logreg,time,A3,logreg,7,0.870507399577167,0.828516882865928
time_A3_logreg,time,A3,logreg,8,1.0,0.9102603048086166
time_A3_rf,time,A3,rf,0,0.25,0.09782058745622635
time_A3_rf,time,A3,rf,1,0.215311004784689,0.17636591463425513
time_A3_rf,time,A3,rf,2,0.3002028397565923,0.25935134866940485
time_A3_rf,time,A3,rf,3,0.3463708160962768,0.35119722728085456
time_A3_rf,time,A3,rf,4,0.4476474486414844,0.45068389301745604
time_A3_rf,time,A3,rf,5,0.5203657522859518,0.5452262314279577
time_A3_rf,time,A3,rf,6,0.6196269261962692,0.6447173351208949
time_A3_rf,time,A3,rf,7,0.7644736842105263,0.7546572966795219
time_A3_rf,time,A3,rf,8,0.831728045325779,0.844581256743531
time_A3_rf,time,A3,rf,9,0.9167904903417533,0.9399775083316559
time_A3_histgb,time,A3,histgb,0,0.0,0.18330536484718324
time_A3_histgb,time,A3,histgb,1,0.24890446976336547,0.2707262009147173
time_A3_histgb,time,A3,histgb,2,0.3401768793430196,0.347070420091467
time_A3_histgb,time,A3,histgb,3,0.4524858401510384,0.45356763533596123
time_A3_histgb,time,A3,histgb,4,0.5311077389984825,0.5406942490335661
time_A3_histgb,time,A3,histgb,5,0.6502525252525253,0.6525405975754814
time_A3_histgb,time,A3,histgb,6,0.7638660076880834,0.7589028326447752
time_A3_histgb,time,A3,histgb,7,0.8326153846153846,0.8369980672689584
time_A3_histgb,time,A3,histgb,8,0.9418604651162791,0.9366433779860652
time_A4_logreg,time,A4,logreg,0,0.19477434679334918,0.17778485875373215
time_A4_logreg,time,A4,logreg,1,0.29920692141312183,0.2586075007356838
time_A4_logreg,time,A4,logreg,2,0.33969155844155846,0.3451461057214961
time_A4_logreg,time,A4,logreg,3,0.4476363636363636,0.4584266441410238
time_A4_logreg,time,A4,logreg,4,0.5021834061135371,0.5417838517495118
time_A4_logreg,time,A4,logreg,5,0.6024193548387097,0.647493564890277
time_A4_logreg,time,A4,logreg,6,0.758537565287264,0.7639683470902264
time_A4_logreg,time,A4,logreg,7,0.868766404199475,0.8283845822955054
time_A4_logreg,time,A4,logreg,8,1.0,0.9106885701417923
time_A4_rf,time,A4,rf,0,1.0,0.09597557783126831
time_A4_rf,time,A4,rf,1,0.20930232558139536,0.17530016003306523
time_A4_rf,time,A4,rf,2,0.28268309377138945,0.2616804121170527
time_A4_rf,time,A4,rf,3,0.3460810299129118,0.3508028973575254
time_A4_rf,time,A4,rf,4,0.44075981970379907,0.4513950702822446
time_A4_rf,time,A4,rf,5,0.5249690466364012,0.5445633594575521
time_A4_rf,time,A4,rf,6,0.6400665004156276,0.6449141458283835
time_A4_rf,time,A4,rf,7,0.7661847894406034,0.7556314920569874
time_A4_rf,time,A4,rf,8,0.8307155322862129,0.8448485693590387
time_A4_rf,time,A4,rf,9,0.9291217257318952,0.9379093065651246
time_A4_histgb,time,A4,histgb,0,0.6,0.19452511072158812
time_A4_histgb,time,A4,histgb,1,0.24764353041988005,0.2697169778560509
time_A4_histgb,time,A4,histgb,2,0.3444264943457189,0.34692141041039265
time_A4_histgb,time,A4,histgb,3,0.4433991846973973,0.4519815609331002
time_A4_histgb,time,A4,histgb,4,0.5325355272999253,0.5412423613139205
time_A4_histgb,time,A4,histgb,5,0.6720098643649816,0.652659727818575
time_A4_histgb,time,A4,histgb,6,0.7573734001112966,0.7597678520975341
time_A4_histgb,time,A4,histgb,7,0.8362282878411911,0.8380414445701959
time_A4_histgb,time,A4,histgb,8,0.9334415584415584,0.9351679291818049
time_A5_logreg,time,A5,logreg,0,0.19672131147540983,0.1776965060194985
time_A5_logreg,time,A5,logreg,1,0.30152949745083757,0.25889531869742444
time_A5_logreg,time,A5,logreg,2,0.3384491114701131,0.344678640702622
time_A5_logreg,time,A5,logreg,3,0.4472527472527473,0.4582476997222656
time_A5_logreg,time,A5,logreg,4,0.5015184381778742,0.5424853235677111
time_A5_logreg,time,A5,logreg,5,0.6073717948717948,0.6476213379452626
time_A5_logreg,time,A5,logreg,6,0.758716323296355,0.7645972071425094
time_A5_logreg,time,A5,logreg,7,0.8687466379774073,0.8294328715994898
time_A5_logreg,time,A5,logreg,8,1.0,0.9109418193499247
time_A5_rf,time,A5,rf,0,0.18072289156626506,0.18126719489873175
time_A5_rf,time,A5,rf,1,0.27591973244147155,0.26492131967409
time_A5_rf,time,A5,rf,2,0.3408695652173913,0.3501897351638131
time_A5_rf,time,A5,rf,3,0.44718833680452247,0.45149719771867847
time_A5_rf,time,A5,rf,4,0.514041514041514,0.5435527958761254
time_A5_rf,time,A5,rf,5,0.6531365313653137,0.6467436538301271
time_A5_rf,time,A5,rf,6,0.7769827072152653,0.7567753004544394
time_A5_rf,time,A5,rf,7,0.8342214328004737,0.8414977853505692
time_A5_rf,time,A5,rf,8,0.9448529411764706,0.9333120619549471
time_A5_histgb,time,A5,histgb,0,0.2483720930232558,0.27220740289189094
time_A5_histgb,time,A5,histgb,1,0.3424828446662508,0.3460339132745193
time_A5_histgb,time,A5,histgb,2,0.4452076178582579,0.45183561875825373
time_A5_histgb,time,A5,histgb,3,0.5267379679144385,0.5421530836133032
time_A5_histgb,time,A5,histgb,4,0.6727688787185355,0.652479538792058
time_A5_histgb,time,A5,histgb,5,0.7613956105796286,0.7579368964030492
time_A5_histgb,time,A5,histgb,6,0.8393402565668907,0.8368316790135663
time_A5_histgb,time,A5,histgb,7,0.9375,0.9341180878173974
time_A2-lag1_logreg,time,A2-lag1,logreg,0,0.36588658865886586,0.377828562922246
time_A2-lag1_logreg,time,A2-lag1,logreg,1,0.4831282254863041,0.45697944923353934
time_A2-lag1_logreg,time,A2-lag1,logreg,2,0.5247419010323958,0.5475719425125706
time_A2-lag1_logreg,time,A2-lag1,logreg,3,0.6613848491426091,0.6544490982504452
time_A2-lag1_rf,time,A2-lag1,rf,0,0.36588658865886586,0.36385882612985065
time_A2-lag1_rf,time,A2-lag1,rf,1,0.47765901524443666,0.4810363509378438
time_A2-lag1_rf,time,A2-lag1,rf,2,0.5253708040593287,0.5310013890266418
time_A2-lag1_rf,time,A2-lag1,rf,3,0.6624391938846421,0.661761357593321
time_A2-lag1_histgb,time,A2-lag1,histgb,0,0.36588658865886586,0.3638450076969543
time_A2-lag1_histgb,time,A2-lag1,histgb,1,0.47765901524443666,0.4811498622552137
time_A2-lag1_histgb,time,A2-lag1,histgb,2,0.5253708040593287,0.5334165096282959
time_A2-lag1_histgb,time,A2-lag1,histgb,3,0.6624391938846421,0.661420572955547
user_A0_majority,user,A0,majority,0,0.5493769883351007,1.0
user_A1_logreg,user,A1,logreg,0,0.18455743879472694,0.2079835165355165
user_A1_logreg,user,A1,logreg,1,0.32467115816490216,0.3311359877765351
user_A1_logreg,user,A1,logreg,2,0.49263392857142857,0.49216256234794853
user_A1_logreg,user,A1,logreg,3,0.5477386934673367,0.6402847080374483
user_A1_logreg,user,A1,logreg,4,0.7810865191146882,0.7986123110446891
user_A1_rf,user,A1,rf,0,0.18455743879472694,0.2570787770375469
user_A1_rf,user,A1,rf,1,0.32467115816490216,0.344316233856616
user_A1_rf,user,A1,rf,2,0.49263392857142857,0.4771283405899469
user_A1_rf,user,A1,rf,3,0.5477386934673367,0.5849242922049671
user_A1_rf,user,A1,rf,4,0.7810865191146882,0.820844576632233
user_A1_histgb,user,A1,histgb,0,0.18455743879472694,0.25712172285760637
user_A1_histgb,user,A1,histgb,1,0.32467115816490216,0.3446242493201725
user_A1_histgb,user,A1,histgb,2,0.49263392857142857,0.4770921928941139
user_A1_histgb,user,A1,histgb,3,0.5477386934673367,0.5865392899393437
user_A1_histgb,user,A1,histgb,4,0.7810865191146882,0.8192772521579289
user_A2_logreg,user,A2,logreg,0,0.18181818181818182,0.17357230512425303
user_A2_logreg,user,A2,logreg,1,0.27800490596892885,0.26573624663536216
user_A2_logreg,user,A2,logreg,2,0.34183673469387754,0.3436134947501883
user_A2_logreg,user,A2,logreg,3,0.460285941223193,0.45914130078553206
user_A2_logreg,user,A2,logreg,4,0.5185042405551272,0.5430341958769855
user_A2_logreg,user,A2,logreg,5,0.5766710353866317,0.6471769265625456
user_A2_logreg,user,A2,logreg,6,0.7397582269979852,0.762712715655225
user_A2_logreg,user,A2,logreg,7,0.839647119875454,0.8232381642328747
user_A2_logreg,user,A2,logreg,8,1.0,0.9125434696674347
user_A2_rf,user,A2,rf,0,0.20454545454545456,0.07172551708803936
user_A2_rf,user,A2,rf,1,0.24937027707808565,0.1605795122664281
user_A2_rf,user,A2,rf,2,0.3287775246772969,0.2571962274605339
user_A2_rf,user,A2,rf,3,0.3738760056791292,0.35394760538941583
user_A2_rf,user,A2,rf,4,0.46335268505079824,0.4510860202404169
user_A2_rf,user,A2,rf,5,0.5222816399286988,0.5497301935405867
user_A2_rf,user,A2,rf,6,0.6120879120879121,0.6464230863602607
user_A2_rf,user,A2,rf,7,0.7281232801320858,0.7504347533922505
user_A2_rf,user,A2,rf,8,0.7980522808815992,0.8452031442228187
user_A2_rf,user,A2,rf,9,0.8187599364069952,0.9362687302697065
user_A2_histgb,user,A2,histgb,0,0.07142857142857142,0.17158203891345433
user_A2_histgb,user,A2,histgb,1,0.2342857142857143,0.2654637352483613
user_A2_histgb,user,A2,histgb,2,0.33822363203806505,0.3488225580018064
user_A2_histgb,user,A2,histgb,3,0.4657960199004975,0.45714697048105113
user_A2_histgb,user,A2,histgb,4,0.5363941769316909,0.5406757295910393
user_A2_histgb,user,A2,histgb,5,0.6409495548961425,0.6437357307423706
user_A2_histgb,user,A2,histgb,6,0.731140350877193,0.757472506270074
user_A2_histgb,user,A2,histgb,7,0.8324480927088364,0.8315957065713054
user_A2_histgb,user,A2,histgb,8,0.8775510204081632,0.9332409063164069
user_A3_logreg,user,A3,logreg,0,0.18611111111111112,0.1726380632776353
user_A3_logreg,user,A3,logreg,1,0.28334714167357083,0.2661673213789655
user_A3_logreg,user,A3,logreg,2,0.34241048915784167,0.34248221888424346
user_A3_logreg,user,A3,logreg,3,0.4622899570144588,0.4608908585269454
user_A3_logreg,user,A3,logreg,4,0.5109996140486299,0.5438547506152043
user_A3_logreg,user,A3,logreg,5,0.5901530272787758,0.6468345007338051
user_A3_logreg,user,A3,logreg,6,0.7461412151067324,0.7621193828841148
user_A3_logreg,user,A3,logreg,7,0.8337889557135046,0.8225202411494664
user_A3_logreg,user,A3,logreg,8,0.9090909090909091,0.9115225781093944
user_A3_rf,user,A3,rf,0,0.20994475138121546,0.1722312079361789
user_A3_rf,user,A3,rf,1,0.2662866449511401,0.2612422602160163
user_A3_rf,user,A3,rf,2,0.3666077738515901,0.3525707927720075
user_A3_rf,user,A3,rf,3,0.469281045751634,0.4525865755050011
user_A3_rf,user,A3,rf,4,0.5159781761496492,0.5451934831688763
user_A3_rf,user,A3,rf,5,0.6264705882352941,0.6481120236217975
user_A3_rf,user,A3,rf,6,0.7382739212007504,0.7543341413168254
user_A3_rf,user,A3,rf,7,0.827029752899647,0.8413969255792211
user_A3_rf,user,A3,rf,8,0.8535031847133758,0.9276072270930953
user_A3_histgb,user,A3,histgb,0,0.38461538461538464,0.1773395652954395
user_A3_histgb,user,A3,histgb,1,0.22996057818659657,0.26224890251432237
user_A3_histgb,user,A3,histgb,2,0.3296028880866426,0.3413496678271449
user_A3_histgb,user,A3,histgb,3,0.47381242387332523,0.4548805234965105
user_A3_histgb,user,A3,histgb,4,0.5208098987626547,0.542298672482634
user_A3_histgb,user,A3,histgb,5,0.640074211502783,0.6519773063942762
user_A3_histgb,user,A3,histgb,6,0.7484303055671829,0.7587789622696437
user_A3_histgb,user,A3,histgb,7,0.832807570977918,0.8358013175200714
user_A3_histgb,user,A3,histgb,8,0.8720379146919431,0.9362488956812999
user_A4_logreg,user,A4,logreg,0,0.19113573407202217,0.17261883356399482
user_A4_logreg,user,A4,logreg,1,0.2818181818181818,0.2663732599744127
user_A4_logreg,user,A4,logreg,2,0.3415991902834008,0.34241557857285626
user_A4_logreg,user,A4,logreg,3,0.46281951975213015,0.4612631324439156
user_A4_logreg,user,A4,logreg,4,0.5132090132090132,0.5442372093204388
user_A4_logreg,user,A4,logreg,5,0.5880398671096345,0.646747919095315
user_A4_logreg,user,A4,logreg,6,0.7464834805364736,0.7621840706712325
user_A4_logreg,user,A4,logreg,7,0.8338852097130243,0.8224711028682212
user_A4_logreg,user,A4,logreg,8,0.9090909090909091,0.9115141034126282
user_A4_rf,user,A4,rf,0,0.1888111888111888,0.17427312306590848
user_A4_rf,user,A4,rf,1,0.265531914893617,0.2631803405918974
user_A4_rf,user,A4,rf,2,0.3618334067871309,0.3527016294270478
user_A4_rf,user,A4,rf,3,0.4632968448164842,0.4519825571019344
user_A4_rf,user,A4,rf,4,0.5149722735674677,0.5448315706799519
user_A4_rf,user,A4,rf,5,0.6492890995260664,0.6493692129709144
user_A4_rf,user,A4,rf,6,0.7446906740535549,0.7546561920356663
user_A4_rf,user,A4,rf,7,0.8209718670076727,0.8421690590851142
user_A4_rf,user,A4,rf,8,0.8481848184818482,0.9273003215837007
user_A4_histgb,user,A4,histgb,0,0.2857142857142857,0.173254362440535
user_A4_histgb,user,A4,histgb,1,0.22923238696109358,0.26497520943545394
user_A4_histgb,user,A4,histgb,2,0.3398843930635838,0.34406760399281866
user_A4_histgb,user,A4,histgb,3,0.47058823529411764,0.4550788314997231
user_A4_histgb,user,A4,histgb,4,0.5252739483916579,0.5429559243403799
user_A4_histgb,user,A4,histgb,5,0.6399604352126608,0.6538790997364636
user_A4_histgb,user,A4,histgb,6,0.749007498897221,0.7550142863851631
user_A4_histgb,user,A4,histgb,7,0.8316782522343595,0.8357534447930893
user_A4_histgb,user,A4,histgb,8,0.8364485981308412,0.9348657780161528
user_A5_logreg,user,A5,logreg,0,0.18732782369146006,0.1745178393260178
user_A5_logreg,user,A5,logreg,1,0.2783851976450799,0.26559233513822866
user_A5_logreg,user,A5,logreg,2,0.3426294820717131,0.34401436991603723
user_A5_logreg,user,A5,logreg,3,0.4608421881149154,0.4600361428688662
user_A5_logreg,user,A5,logreg,4,0.5189922480620155,0.5443349509738212
user_A5_logreg,user,A5,logreg,5,0.5795677799607073,0.6454232176613324
user_A5_logreg,user,A5,logreg,6,0.7508805635606788,0.7628265876553206
user_A5_logreg,user,A5,logreg,7,0.8317115054378935,0.822792527978599
user_A5_logreg,user,A5,logreg,8,0.9,0.9111171662807465
user_A5_rf,user,A5,rf,0,0.16417910447761194,0.17240713481138
user_A5_rf,user,A5,rf,1,0.2533889468196038,0.26792834358866696
user_A5_rf,user,A5,rf,2,0.34057377049180326,0.351398634446449
user_A5_rf,user,A5,rf,3,0.46848225214198286,0.45445553977566805
user_A5_rf,user,A5,rf,4,0.5155346820809249,0.5421705844386809
user_A5_rf,user,A5,rf,5,0.6533018867924528,0.6494664252272941
user_A5_rf,user,A5,rf,6,0.7523983554134308,0.7560542769331865
user_A5_rf,user,A5,rf,7,0.8322751322751323,0.8406706749762177
user_A5_rf,user,A5,rf,8,0.8297872340425532,0.9242594133032129
user_A5_histgb,user,A5,histgb,0,0.4,0.19403749704360962
user_A5_histgb,user,A5,histgb,1,0.23640960809102401,0.2615538892229046
user_A5_histgb,user,A5,histgb,2,0.33152370611654,0.3441341759349141
user_A5_histgb,user,A5,histgb,3,0.46549007248660573,0.45596957521373976
user_A5_histgb,user,A5,histgb,4,0.5224150397686189,0.5420654646874509
user_A5_histgb,user,A5,histgb,5,0.6633064516129032,0.6461183142758185
user_A5_histgb,user,A5,histgb,6,0.7401861594496155,0.7553895499869331
user_A5_histgb,user,A5,histgb,7,0.8308746048472075,0.8341800231639653
user_A5_histgb,user,A5,histgb,8,0.875,0.9319218131048339
user_A2-lag1_logreg,user,A2-lag1,logreg,0,0.3613365155131265,0.37726350318560453
user_A2-lag1_logreg,user,A2-lag1,logreg,1,0.5216037368625924,0.45713103815199757
user_A2-lag1_logreg,user,A2-lag1,logreg,2,0.5379176241824288,0.5566227588001148
user_A2-lag1_logreg,user,A2-lag1,logreg,3,0.6608020698576973,0.6536878378240134
user_A2-lag1_logreg,user,A2-lag1,logreg,4,0.6596452328159645,0.7090733647346497
user_A2-lag1_rf,user,A2-lag1,rf,0,0.3613365155131265,0.3744507740249497
user_A2-lag1_rf,user,A2-lag1,rf,1,0.5011433597185576,0.4803235853672447
user_A2-lag1_rf,user,A2-lag1,rf,2,0.5303867403314917,0.539180338382721
user_A2-lag1_rf,user,A2-lag1,rf,3,0.6639629200463499,0.6760151998883465
user_A2-lag1_histgb,user,A2-lag1,histgb,0,0.3613365155131265,0.3729479268797827
user_A2-lag1_histgb,user,A2-lag1,histgb,1,0.5011433597185576,0.4814621420785221
user_A2-lag1_histgb,user,A2-lag1,histgb,2,0.5303867403314917,0.5380534529685974
user_A2-lag1_histgb,user,A2-lag1,histgb,3,0.6639629200463499,0.6752775723009468
