experiment_id,split_type,ablation_id,model_id,segment_name,segment_value,n_samples,precision,recall,f1,roc_auc,pr_auc,brier,tn,fp,fn,tp,calibration_curve,unavailable_metrics
time_A5_histgb,time,A5,histgb,history_bucket,29+,14966,0.6995455760491847,0.6522118380062305,0.675049977429548,0.7277331275939034,0.7641134943885063,0.20880673225698188,4693,2248,2791,5234,"{""n_bins"":10,""probability_predicted"":[0.27220740289189094,0.3460339132745193,0.45183561875825373,0.5421530836133032,0.652479538792058,0.7579368964030492,0.8368316790135663,0.9341180878173974],""probability_true"":[0.2483720930232558,0.3424828446662508,0.4452076178582579,0.5267379679144385,0.6727688787185355,0.7613956105796286,0.8393402565668907,0.9375]}",{}
time_A5_histgb,time,A5,histgb,experience_level_code,BEGINNER,2854,0.3333333333333333,0.0011261261261261261,0.002244668911335578,0.5779484341920761,0.3600783214274404,0.21144539778645363,1964,2,887,1,"{""n_bins"":10,""probability_predicted"":[0.2688323564906238,0.346295771748264,0.42032629200622895,0.5382975737253824],""probability_true"":[0.23619271445358403,0.3397773872290568,0.36177474402730375,0.3333333333333333]}",{}
time_A5_histgb,time,A5,histgb,experience_level_code,ADVANCED,6104,0.743098032732683,0.9935897435897436,0.8502790125792112,0.68422890854962,0.8568405247938058,0.17631468753582252,26,1554,29,4495,"{""n_bins"":10,""probability_predicted"":[0.3846892813841502,0.4807198208111983,0.5576942040651394,0.6532457780446704,0.7579368964030492,0.8368316790135663,0.9341180878173974],""probability_true"":[0.3333333333333333,0.5384615384615384,0.543117744610282,0.671746776084408,0.7613956105796286,0.8393402565668907,0.9375]}",{}
time_A5_histgb,time,A5,histgb,experience_level_code,INTERMEDIATE,6008,0.5160839160839161,0.28243398392652125,0.36507543903042294,0.583719050606264,0.506398489933756,0.24056450348814765,2703,692,1875,738,"{""n_bins"":10,""probability_predicted"":[0.2850295657824193,0.3456576041040573,0.4545403963060459,0.5288592406500308,0.6213556301026117],""probability_true"":[0.29464285714285715,0.34558823529411764,0.45206438068579424,0.5131298793470547,0.7142857142857143]}",{}
time_A2-lag1_logreg,time,A2-lag1,logreg,history_bucket,29+,14966,0.5863080684596577,0.7470404984423676,0.656986301369863,0.6154731041923898,0.6237318453282218,0.23888059351588195,2711,4230,2030,5995,"{""n_bins"":10,""probability_predicted"":[0.377828562922246,0.45697944923353934,0.5475719425125706,0.6544490982504452],""probability_true"":[0.36588658865886586,0.4831282254863041,0.5247419010323958,0.6613848491426091]}",{}
time_A2-lag1_logreg,time,A2-lag1,logreg,experience_level_code,BEGINNER,2854,0.32681940700808626,0.5461711711711712,0.40893760539629004,0.5353738784562793,0.3363066836811921,0.25563041104583534,967,999,403,485,"{""n_bins"":10,""probability_predicted"":[0.3793733719517203,0.456318357798361,0.5422389797943155,0.6543570094767248],""probability_true"":[0.25210084033613445,0.32645161290322583,0.31649484536082473,0.3463035019455253]}",{}
time_A2-lag1_logreg,time,A2-lag1,logreg,experience_level_code,ADVANCED,6104,0.7590290112492599,0.850132625994695,0.802001876759462,0.6099078473178211,0.7989301167463138,0.21535057229542623,359,1221,678,3846,"{""n_bins"":10,""probability_predicted"":[0.3743594223716119,0.45634789915778967,0.5512161885990816,0.6547636828635126],""probability_true"":[0.5701598579040853,0.7531645569620253,0.6937119675456389,0.8209069946195234]}",{}
time_A2-lag1_logreg,time,A2-lag1,logreg,experience_level_code,INTERMEDIATE,6008,0.4529123571039739,0.6368159203980099,0.5293462700811198,0.547724614719537,0.4687768868707799,0.25482987285995234,1385,2010,949,1664,"{""n_bins"":10,""probability_predicted"":[0.3788003343108453,0.4576185835628059,0.5458265953909297,0.653931851078407],""probability_true"":[0.32142857142857145,0.4779527559055118,0.4264773247824095,0.49161636485580146]}",{}
time_A2-lag1_rf,time,A2-lag1,rf,history_bucket,29+,14966,0.6374875657240301,0.5590031152647975,0.5956712256008498,0.617394703286849,0.6208762267169996,0.23687416403478387,4390,2551,3539,4486,"{""n_bins"":10,""probability_predicted"":[0.36385882612985065,0.4810363509378438,0.5310013890266418,0.661761357593321],""probability_true"":[0.36588658865886586,0.47765901524443666,0.5253708040593287,0.6624391938846421]}",{}
time_A2-lag1_rf,time,A2-lag1,rf,experience_level_code,BEGINNER,2854,0.3443145589798087,0.36486486486486486,0.3542919628212138,0.5499906060689378,0.3358291871004772,0.25414664553833144,1349,617,564,324,"{""n_bins"":10,""probability_predicted"":[0.36134170679485095,0.4843065392491669,0.5310013890266418,0.661965772653316],""probability_true"":[0.25210084033613445,0.3141122913505311,0.31974921630094044,0.35691318327974275]}",{}
time_A2-lag1_rf,time,A2-lag1,rf,experience_level_code,ADVANCED,6104,0.8189084895259096,0.6567197170645447,0.728900883218842,0.6353274099318403,0.8022566998475991,0.21250336157652108,923,657,1553,2971,"{""n_bins"":10,""probability_predicted"":[0.3695114605909554,0.4767825677951966,0.5310013890266418,0.6617413661414129],""probability_true"":[0.5701598579040853,0.6440146366962886,0.8016304347826086,0.8208588957055215]}",{}
time_A2-lag1_rf,time,A2-lag1,rf,experience_level_code,INTERMEDIATE,6008,0.48257698541329014,0.45579793340987373,0.46880535327691397,0.5655944814276865,0.47592894809336456,0.2534293764172924,2118,1277,1422,1191,"{""n_bins"":10,""probability_predicted"":[0.36227541710985334,0.48258214211617995,0.5310013890266418,0.6617282871375598],""probability_true"":[0.32142857142857145,0.43618739903069464,0.46464646464646464,0.48826040554962646]}",{}
time_A2-lag1_histgb,time,A2-lag1,histgb,history_bucket,29+,14966,0.6374875657240301,0.5590031152647975,0.5956712256008498,0.6179662495775475,0.6216090543022493,0.23688908642102652,4390,2551,3539,4486,"{""n_bins"":10,""probability_predicted"":[0.3638450076969543,0.4811498622552137,0.5334165096282959,0.661420572955547],""probability_true"":[0.36588658865886586,0.47765901524443666,0.5253708040593287,0.6624391938846421]}",{}
time_A2-lag1_histgb,time,A2-lag1,histgb,experience_level_code,BEGINNER,2854,0.3443145589798087,0.36486486486486486,0.3542919628212138,0.5508309046584734,0.3372797722985213,0.2542690903222858,1349,617,564,324,"{""n_bins"":10,""probability_predicted"":[0.3614024278997373,0.484740112886986,0.5334165096282959,0.661662472885138],""probability_true"":[0.25210084033613445,0.3141122913505311,0.31974921630094044,0.35691318327974275]}",{}
time_A2-lag1_histgb,time,A2-lag1,histgb,experience_level_code,ADVANCED,6104,0.8189084895259096,0.6567197170645447,0.728900883218842,0.6348134142519781,0.8018841052415924,0.21250705108118872,923,657,1553,2971,"{""n_bins"":10,""probability_predicted"":[0.3693302505075614,0.4765323418880469,0.5334165096282959,0.661405641809563],""probability_true"":[0.5701598579040853,0.6440146366962886,0.8016304347826086,0.8208588957055215]}",{}
time_A2-lag1_histgb,time,A2-lag1,histgb,experience_level_code,INTERMEDIATE,6008,0.48257698541329014,0.45579793340987373,0.46880535327691397,0.5663991135294413,0.477130549565313,0.25340463445367895,2118,1277,1422,1191,"{""n_bins"":10,""probability_predicted"":[0.3623084882204246,0.4828063106113181,0.5334165096282959,0.661366258003414],""probability_true"":[0.32142857142857145,0.43618739903069464,0.46464646464646464,0.48826040554962646]}",{}
user_A0_majority,user,A0,majority,history_bucket,0-7,344,0.5436046511627907,1.0,0.704331450094162,0.5,0.5436046511627907,0.4563953488372093,0,157,0,187,"{""n_bins"":10,""probability_predicted"":[1.0],""probability_true"":[0.5436046511627907]}",{}
user_A0_majority,user,A0,majority,history_bucket,8-28,903,0.5503875968992248,1.0,0.71,0.5,0.5503875968992248,0.4496124031007752,0,406,0,497,"{""n_bins"":10,""probability_predicted"":[1.0],""probability_true"":[0.5503875968992248]}",{}
user_A0_majority,user,A0,majority,history_bucket,29+,13841,0.54945451918214,1.0,0.709223165159004,0.5,0.54945451918214,0.45054548081786,0,6236,0,7605,"{""n_bins"":10,""probability_predicted"":[1.0],""probability_true"":[0.54945451918214]}",{}
user_A0_majority,user,A0,majority,experience_level_code,INTERMEDIATE,6274,0.44899585591329294,1.0,0.6197338026619734,0.5,0.44899585591329294,0.5510041440867071,0,3457,0,2817,"{""n_bins"":10,""probability_predicted"":[1.0],""probability_true"":[0.44899585591329294]}",{}
user_A0_majority,user,A0,majority,experience_level_code,ADVANCED,6960,0.714367816091954,1.0,0.833389205497821,0.5,0.714367816091954,0.28563218390804596,0,1988,0,4972,"{""n_bins"":10,""probability_predicted"":[1.0],""probability_true"":[0.714367816091954]}",{}
user_A0_majority,user,A0,majority,experience_level_code,BEGINNER,1854,0.2696871628910464,1.0,0.42480883602378927,0.5,0.2696871628910464,0.7303128371089536,0,1354,0,500,"{""n_bins"":10,""probability_predicted"":[1.0],""probability_true"":[0.2696871628910464]}",{}
user_A1_logreg,user,A1,logreg,history_bucket,0-7,344,0.64375,0.5508021390374331,0.5936599423631124,0.6407064273306312,0.6538350970349727,0.23470750689630768,100,57,84,103,"{""n_bins"":10,""probability_predicted"":[0.207949697971344,0.32398251566705827,0.4921610772609711,0.6402373711268107,0.7986110806465149],""probability_true"":[0.13333333333333333,0.4177215189873418,0.5444444444444444,0.48333333333333334,0.74]}",{}
user_A1_logreg,user,A1,logreg,history_bucket,8-28,903,0.6928571428571428,0.5855130784708249,0.6346782988004362,0.6870855675927487,0.6946422326070579,0.22313175155303736,277,129,206,291,"{""n_bins"":10,""probability_predicted"":[0.20798449963331223,0.3301722475739776,0.4921610772609711,0.6402860283851624,0.7986110806465149],""probability_true"":[0.2,0.3442622950819672,0.5074074074074074,0.55,0.75]}",{}
user_A1_logreg,user,A1,logreg,history_bucket,29+,13841,0.7175548589341693,0.6019723865877712,0.6547014658562745,0.7029602983925282,0.713304309668261,0.21455698568423348,4434,1802,3027,4578,"{""n_bins"":10,""probability_predicted"":[0.20798449963331223,0.3313957036272239,0.4921626921128301,0.6402861896799414,0.7986124187381837],""probability_true"":[0.18518518518518517,0.32084063047285466,0.4905339805825243,0.5497237569060773,0.7840262582056893]}",{}
user_A1_logreg,user,A1,logreg,experience_level_code,INTERMEDIATE,6274,0.0,0.0,0.0,0.5554962540441833,0.4779934650444322,0.24304066975432256,3457,0,2817,0,"{""n_bins"":10,""probability_predicted"":[0.3031391933510535,0.49216256234794853],""probability_true"":[0.34002229654403565,0.49263392857142857]}",{}
user_A1_logreg,user,A1,logreg,experience_level_code,ADVANCED,6960,0.714367816091954,1.0,0.833389205497821,0.6117668399779206,0.7652000269566828,0.19560026876688175,0,1988,0,4972,"{""n_bins"":10,""probability_predicted"":[0.6402847080374483,0.7986123110446891],""probability_true"":[0.5477386934673367,0.7810865191146882]}",{}
user_A1_logreg,user,A1,logreg,experience_level_code,BEGINNER,1854,0.0,0.0,0.0,0.5566868537666174,0.2945163882292038,0.19724679623736874,1354,0,500,0,"{""n_bins"":10,""probability_predicted"":[0.2079835165355165,0.3690998949566666],""probability_true"":[0.18455743879472694,0.30385487528344673]}",{}
user_A1_rf,user,A1,rf,history_bucket,0-7,344,0.64375,0.5508021390374331,0.5936599423631124,0.6477570761946934,0.6651289700643929,0.23216603166653288,100,57,84,103,"{""n_bins"":10,""probability_predicted"":[0.25632355610529584,0.3452285562134996,0.4771257996559143,0.5832536220550537,0.8208525061607361],""probability_true"":[0.13333333333333333,0.4177215189873418,0.5444444444444444,0.48333333333333334,0.74]}",{}
user_A1_rf,user,A1,rf,history_bucket,8-28,903,0.6928571428571428,0.5855130784708249,0.6346782988004362,0.6833389499558931,0.6922877910733372,0.22310903470996687,277,129,206,291,"{""n_bins"":10,""probability_predicted"":[0.2571007311344147,0.34413648482228887,0.4771257996559143,0.5849708914756775,0.8208525061607361],""probability_true"":[0.2,0.3442622950819672,0.5074074074074074,0.55,0.75]}",{}
user_A1_rf,user,A1,rf,history_bucket,29+,13841,0.7175548589341693,0.6019723865877712,0.6547014658562745,0.7049870869195387,0.7171950060374201,0.21398124758312662,4434,1802,3027,4578,"{""n_bins"":10,""probability_predicted"":[0.2571007311344147,0.34430251077678703,0.477128562613309,0.5849765840814917,0.8208438825815981],""probability_true"":[0.18518518518518517,0.32084063047285466,0.4905339805825243,0.5497237569060773,0.7840262582056893]}",{}
user_A1_rf,user,A1,rf,experience_level_code,INTERMEDIATE,6274,0.0,0.0,0.0,0.5578615371834853,0.4831263425878339,0.24288295857424919,3457,0,2817,0,"{""n_bins"":10,""probability_predicted"":[0.3402143783593258,0.4771283405899469],""probability_true"":[0.34002229654403565,0.49263392857142857]}",{}
user_A1_rf,user,A1,rf,experience_level_code,ADVANCED,6960,0.714367816091954,1.0,0.833389205497821,0.6190494738341553,0.770872562961561,0.19446124177067398,0,1988,0,4972,"{""n_bins"":10,""probability_predicted"":[0.5849242922049671,0.820844576632233],""probability_true"":[0.5477386934673367,0.7810865191146882]}",{}
user_A1_rf,user,A1,rf,experience_level_code,BEGINNER,1854,0.0,0.0,0.0,0.5523530280649926,0.29299142765832803,0.19727567217675945,1354,0,500,0,"{""n_bins"":10,""probability_predicted"":[0.2570787770375469,0.34987838711598024],""probability_true"":[0.18455743879472694,0.30385487528344673]}",{}
user_A1_histgb,user,A1,histgb,history_bucket,0-7,344,0.64375,0.5508021390374331,0.5936599423631124,0.6465308763922478,0.6699720458527019,0.23214465639552678,100,57,84,103,"{""n_bins"":10,""probability_predicted"":[0.2565772036711375,0.3456915971599048,0.4770919978618622,0.5844811201095581,0.819288682937622],""probability_true"":[0.13333333333333333,0.4177215189873418,0.5444444444444444,0.48333333333333334,0.74]}",{}
user_A1_histgb,user,A1,histgb,history_bucket,8-28,903,0.6928571428571428,0.5855130784708249,0.6346782988004362,0.6837998433953475,0.6971223503810715,0.22300030110010172,277,129,206,291,"{""n_bins"":10,""probability_predicted"":[0.25713755190372467,0.3444331151540162,0.4770919978618622,0.5865966975688934,0.819288682937622],""probability_true"":[0.2,0.3442622950819672,0.5074074074074074,0.55,0.75]}",{}
user_A1_histgb,user,A1,histgb,history_bucket,29+,13841,0.7175548589341693,0.6019723865877712,0.6547014658562745,0.7048791686540243,0.7142394610646221,0.21396500798976495,4434,1802,3027,4578,"{""n_bins"":10,""probability_predicted"":[0.25713755190372467,0.3446069663335062,0.47709220993576695,0.586603710532847,0.8192762516520478],""probability_true"":[0.18518518518518517,0.32084063047285466,0.4905339805825243,0.5497237569060773,0.7840262582056893]}",{}
user_A1_histgb,user,A1,histgb,experience_level_code,INTERMEDIATE,6274,0.0,0.0,0.0,0.5602559833171243,0.4842627356638547,0.24289608420439454,3457,0,2817,0,"{""n_bins"":10,""probability_predicted"":[0.34038188839237826,0.4770921928941139],""probability_true"":[0.34002229654403565,0.49263392857142857]}",{}
user_A1_histgb,user,A1,histgb,experience_level_code,ADVANCED,6960,0.714367816091954,1.0,0.833389205497821,0.6155425108980512,0.7667240736077119,0.1943944725996379,0,1988,0,4972,"{""n_bins"":10,""probability_predicted"":[0.5865392899393437,0.8192772521579289],""probability_true"":[0.5477386934673367,0.7810865191146882]}",{}
user_A1_histgb,user,A1,histgb,experience_level_code,BEGINNER,1854,0.0,0.0,0.0,0.5605420974889217,0.29617286567262724,0.19730374740449738,1354,0,500,0,"{""n_bins"":10,""probability_predicted"":[0.25712172285760637,0.3503769292177257],""probability_true"":[0.18455743879472694,0.30385487528344673]}",{}
user_A2_logreg,user,A2,logreg,history_bucket,0-7,344,0.6331658291457286,0.6737967914438503,0.6528497409326425,0.6601382880888315,0.691101459736675,0.23051873900459077,84,73,61,126,"{""n_bins"":10,""probability_predicted"":[0.16215693056583405,0.24827772649851712,0.33920612363588243,0.4473887427286668,0.5419538573942323,0.6410179449961736,0.7538819139653986,0.8224922120571136],""probability_true"":[0.4,0.22727272727272727,0.36507936507936506,0.5636363636363636,0.5362318840579711,0.6307692307692307,0.7090909090909091,0.9]}",{}
user_A2_logreg,user,A2,logreg,history_bucket,8-28,903,0.6468531468531469,0.744466800804829,0.6922357343311506,0.6851379211227959,0.7137144145824822,0.22282512361690643,204,202,127,370,"{""n_bins"":10,""probability_predicted"":[0.17664958760142327,0.26604093635274517,0.34214969744553436,0.4568528995133828,0.5402639161137973,0.6468738371675665,0.7567208196435656,0.8199082654819154],""probability_true"":[0.25,0.2903225806451613,0.36036036036036034,0.463768115942029,0.5,0.6446280991735537,0.7142857142857143,0.8245614035087719]}",{}
user_A2_logreg,user,A2,logreg,history_bucket,29+,13841,0.6727976766698935,0.7310979618671927,0.700737286533493,0.718918685547935,0.7479859674309555,0.21234727480131052,3532,2704,2045,5560,"{""n_bins"":10,""probability_predicted"":[0.1735586391403041,0.26605687585444276,0.3438599370127963,0.459555145976364,0.543265826838791,0.6475030516510579,0.7633899586339401,0.8233442200127469,0.9125434696674347],""probability_true"":[0.1743119266055046,0.2783143107989464,0.33986562150055993,0.45763440860215054,0.5193205944798301,0.567910447761194,0.7424972211930344,0.8397849462365592,1.0]}",{}
user_A2_logreg,user,A2,logreg,experience_level_code,INTERMEDIATE,6274,0.521286660359508,0.39119630812921546,0.4469681606165078,0.5825450339784825,0.5169478510006229,0.2426075472136245,2445,1012,1715,1102,"{""n_bins"":10,""probability_predicted"":[0.19510787725448608,0.27077942931762194,0.3418988467421966,0.4609788623249897,0.5368060848845307,0.6238449381097503,0.7455711960792542],""probability_true"":[0.5,0.3083140877598152,0.37768679631525076,0.4656290531776913,0.5142708873897249,0.592391304347826,0.6666666666666666]}",{}
user_A2_logreg,user,A2,logreg,experience_level_code,ADVANCED,6960,0.7158762290341237,0.9957763475462591,0.8329407806191117,0.6606705296137242,0.8123395462003637,0.1921577050395232,23,1965,21,4951,"{""n_bins"":10,""probability_predicted"":[0.4725016186183149,0.561254431203773,0.6503759473340167,0.762730001221184,0.8232381642328747,0.9125434696674347],""probability_true"":[0.4772727272727273,0.5302114803625377,0.5745156482861401,0.7398319327731092,0.839647119875454,1.0]}",{}
user_A2_logreg,user,A2,logreg,experience_level_code,BEGINNER,1854,0.6,0.006,0.011881188118811881,0.5911100443131463,0.34320105866865797,0.19421293693377703,1352,2,497,3,"{""n_bins"":10,""probability_predicted"":[0.17332476981241127,0.253502643826295,0.34531767695141713,0.4290907801308247,0.5309890151023865],""probability_true"":[0.1781609195402299,0.20448179271708683,0.306205493387589,0.37888198757763975,0.6]}",{}
user_A2_rf,user,A2,rf,history_bucket,0-7,344,0.6205128205128205,0.6470588235294118,0.6335078534031413,0.6279505432746347,0.6653135067054163,0.24297545732850556,83,74,66,121,"{""n_bins"":10,""probability_predicted"":[0.0459015928208828,0.16660678386688232,0.25889202146256557,0.34979057532769664,0.45411874110048467,0.5594469039670883,0.6355244070291519,0.7363840876481472,0.8524546843987925],""probability_true"":[0.0,0.0,0.4262295081967213,0.48148148148148145,0.4909090909090909,0.5645161290322581,0.525,0.5897435897435898,0.7777777777777778]}",{}
user_A2_rf,user,A2,rf,history_bucket,8-28,903,0.6408730158730159,0.6498993963782697,0.6453546453546454,0.6654310097035414,0.7042084405961011,0.2290299401998832,225,181,174,323,"{""n_bins"":10,""probability_predicted"":[0.082314133644104,0.1665603332221508,0.25524623231852756,0.35150319794493334,0.45257933545358403,0.542202252578112,0.6498565695115498,0.7488949964754283,0.8358085322123702,0.9393321474393209],""probability_true"":[1.0,0.25,0.27941176470588236,0.4112903225806452,0.5154639175257731,0.49019607843137253,0.6428571428571429,0.671875,0.8064516129032258,0.8333333333333334]}",{}
user_A2_rf,user,A2,rf,history_bucket,29+,13841,0.6746972429786138,0.6886259040105194,0.6815904210320818,0.6992195430321447,0.7271954233918552,0.21971336332799768,3711,2525,2368,5237,"{""n_bins"":10,""probability_predicted"":[0.07272696177043565,0.1603278615108625,0.2572207697463357,0.35415930076901947,0.4509039289764926,0.5500009372176767,0.6464538999455725,0.7508863078464161,0.8454703924198637,0.9361784823007162],""probability_true"":[0.1951219512195122,0.25196850393700787,0.3265993265993266,0.37003058103975534,0.45871559633027525,0.523410547067521,0.6121103117505995,0.7357575757575757,0.7982261640798226,0.8183306055646481]}",{}
user_A2_rf,user,A2,rf,experience_level_code,INTERMEDIATE,6274,0.49713093375065204,0.33830315938942135,0.40261934938741023,0.5524600166619277,0.48964157453337803,0.25096202804654244,2493,964,1864,953,"{""n_bins"":10,""probability_predicted"":[0.08147135802677699,0.16489894075526132,0.2593114392246519,0.35560543659040494,0.4515938206917493,0.5464377970331245,0.6340766573990755,0.7283461232116257,0.811039924621582],""probability_true"":[0.35714285714285715,0.2777777777777778,0.4014285714285714,0.39707835325365204,0.46653639472398634,0.4853395061728395,0.52994555353902,0.4492753623188406,1.0]}",{}
user_A2_rf,user,A2,rf,experience_level_code,ADVANCED,6960,0.7272586393925307,0.9438857602574416,0.8215317286652078,0.6263266445009559,0.7895754115788838,0.1987275311459259,228,1760,279,4693,"{""n_bins"":10,""probability_predicted"":[0.2666253298521042,0.3664665738510531,0.45727326091632103,0.5546824578860275,0.6518545480313146,0.7513066730046436,0.8452206638226142,0.9362687302697065],""probability_true"":[0.6666666666666666,0.5697674418604651,0.5436893203883495,0.5880322209436134,0.6515513126491647,0.7391304347826086,0.7979487179487179,0.8187599364069952]}",{}
user_A2_rf,user,A2,rf,experience_level_code,BEGINNER,1854,0.38461538461538464,0.07,0.11844331641285956,0.5598375184638109,0.31564235237802596,0.2016024133789992,1298,56,465,35,"{""n_bins"":10,""probability_predicted"":[0.06717745798329512,0.15931323029901773,0.2546213752296018,0.3470890159913537,0.4390031559900804,0.5492672588251815,0.6443843394517899],""probability_true"":[0.13333333333333333,0.24104234527687296,0.24013157894736842,0.2744721689059501,0.32996632996632996,0.4050632911392405,0.25]}",{}
user_A2_histgb,user,A2,histgb,history_bucket,0-7,344,0.6243654822335025,0.6577540106951871,0.640625,0.6480125344868695,0.6896060028870089,0.23487762997475403,83,74,64,123,"{""n_bins"":10,""probability_predicted"":[0.14431889355182648,0.27539605193811917,0.3347447415192922,0.44726486196593634,0.5441591227665926,0.6516070688764254,0.755012108521028,0.8200801528733352],""probability_true"":[0.0,0.34782608695652173,0.4722222222222222,0.49206349206349204,0.5384615384615384,0.5,0.696969696969697,0.7931034482758621]}",{}
user_A2_histgb,user,A2,histgb,history_bucket,8-28,903,0.6680161943319838,0.6639839034205232,0.6659939455095862,0.6808758957687009,0.7102246388355382,0.22342063075884427,242,164,167,330,"{""n_bins"":10,""probability_predicted"":[0.1898408830165863,0.26897461394794653,0.3489275219185012,0.46458750934135623,0.5444861233952534,0.6528589838667761,0.7566156622525808,0.8433625996112823,0.917658019065857],""probability_true"":[0.0,0.26229508196721313,0.37857142857142856,0.47804878048780486,0.5602409638554217,0.6455696202531646,0.7189189189189189,0.8333333333333334,0.8]}",{}
user_A2_histgb,user,A2,histgb,history_bucket,29+,13841,0.6896642527978933,0.6887573964497041,0.6892105263157895,0.7185817730730644,0.7458046805277204,0.21197096371049493,3879,2357,2367,5238,"{""n_bins"":10,""probability_predicted"":[0.17155423429277208,0.2647521231927902,0.34903232204487256,0.45684075011812364,0.5403043825523565,0.6427339145396774,0.7576306641777494,0.8314440661452905,0.9339040079015366],""probability_true"":[0.1111111111111111,0.22693531283138918,0.3337595907928389,0.4643826322930801,0.5347022587268994,0.6442731277533039,0.7333661902414983,0.8329979879275654,0.8808510638297873]}",{}
user_A2_histgb,user,A2,histgb,experience_level_code,INTERMEDIATE,6274,0.5324427480916031,0.2971246006389776,0.3814080656185919,0.5766937974931942,0.5080273694648386,0.24287589514672897,2722,735,1980,837,"{""n_bins"":10,""probability_predicted"":[0.2867877102647152,0.3522040408350037,0.4567548338899475,0.526557965736475,0.651738349880491,0.7037336230278015],""probability_true"":[0.31413612565445026,0.35449101796407184,0.46744104188665964,0.5330764290301863,0.5,0.0]}",{}
user_A2_histgb,user,A2,histgb,experience_level_code,ADVANCED,6960,0.7229669347631814,0.9762670957361222,0.8307376347766559,0.6592262241995821,0.809216599415385,0.19141199958187033,128,1860,118,4854,"{""n_bins"":10,""probability_predicted"":[0.3967975080013275,0.479130981406387,0.5602669580416246,0.6436233569530689,0.7574960862978241,0.8315957065713054,0.9332409063164069],""probability_true"":[0.0,0.4816326530612245,0.5409982174688057,0.6429287863590772,0.7314611671785871,0.8324480927088364,0.8775510204081632]}",{}
user_A2_histgb,user,A2,histgb,experience_level_code,BEGINNER,1854,0.0,0.0,0.0,0.5892311669128508,0.3422552449730569,0.1943937215550793,1354,0,500,0,"{""n_bins"":10,""probability_predicted"":[0.17158203891345433,0.2607223158908251,0.3421303708320779,0.42428525800888356],""probability_true"":[0.07142857142857142,0.21653084982537835,0.30669800235017625,0.4]}",{}
user_A3_logreg,user,A3,logreg,history_bucket,0-7,344,0.6318407960199005,0.679144385026738,0.654639175257732,0.6587758438638918,0.6939716439346963,0.23040710694033875,83,74,60,127,"{""n_bins"":10,""probability_predicted"":[0.17387892944472177,0.25874739561391913,0.3449562778696418,0.44970271538714973,0.5464155928293863,0.647091479528518,0.7508275475142137,0.817325359582901],""probability_true"":[0.5714285714285714,0.17391304347826086,0.390625,0.5510204081632653,0.5333333333333333,0.6190476190476191,0.7358490566037735,0.9]}",{}
user_A3_logreg,user,A3,logreg,history_bucket,8-28,903,0.6427320490367776,0.738430583501006,0.6872659176029963,0.6843573757817842,0.7161944094246837,0.22303609847019704,202,204,130,367,"{""n_bins"":10,""probability_predicted"":[0.1759052049172552,0.2661559265393477,0.3459806280831496,0.461052390281111,0.5427055558678824,0.6509975540537795,0.7559166425750369,0.816560133109017],""probability_true"":[0.2631578947368421,0.2923076923076923,0.35,0.5,0.4972067039106145,0.6302521008403361,0.7142857142857143,0.8412698412698413]}",{}
user_A3_logreg,user,A3,logreg,history_bucket,29+,13841,0.673083952723285,0.7263642340565417,0.6987098406273716,0.7182386929364776,0.7478010395659547,0.21244649828345916,3553,2683,2081,5524,"{""n_bins"":10,""probability_predicted"":[0.17242620173774795,0.26632049292246074,0.34216084652241235,0.4611123291185981,0.5438605883104147,0.646447223664052,0.762802719598533,0.8227636555129141,0.9115225781093944],""probability_true"":[0.17365269461077845,0.28507596067917784,0.34018899388549195,0.45843828715365237,0.5113393239195549,0.5851627554882665,0.7487419122933142,0.8331435079726651,0.9090909090909091]}",{}
user_A3_logreg,user,A3,logreg,experience_level_code,INTERMEDIATE,6274,0.51569290197972,0.37912673056443025,0.4369885433715221,0.5796043464773208,0.5141770812418648,0.24289336267448727,2454,1003,1749,1068,"{""n_bins"":10,""probability_predicted"":[0.19655946269631386,0.27064258822067055,0.3403965036466585,0.4627056728267305,0.5375673214573675,0.6240518541069504,0.7482111155986786],""probability_true"":[0.75,0.31017964071856285,0.3761105626850938,0.4704381114419396,0.5057712486883525,0.6273291925465838,0.75]}",{}
user_A3_logreg,user,A3,logreg,experience_level_code,ADVANCED,6960,0.7166449369839201,0.9949718423169751,0.833178947368421,0.6603582172843983,0.812739798108806,0.19208900389831962,32,1956,25,4947,"{""n_bins"":10,""probability_predicted"":[0.4762051163012521,0.5615462877294597,0.6495677392635545,0.7621376772179332,0.8225202411494664,0.9115225781093944],""probability_true"":[0.43859649122807015,0.525,0.5856929955290611,0.7461361394278198,0.8337889557135046,0.9090909090909091]}",{}
user_A3_logreg,user,A3,logreg,experience_level_code,BEGINNER,1854,0.6,0.006,0.011881188118811881,0.589602658788774,0.3404308450572062,0.19432642928553687,1352,2,497,3,"{""n_bins"":10,""probability_predicted"":[0.1723692835088861,0.25612203155954677,0.3446603936632884,0.4268541624214475,0.5345736980438233],""probability_true"":[0.1797752808988764,0.22311827956989247,0.30721649484536084,0.3443708609271523,0.6]}",{}
