experiment_id,split_type,ablation_id,model_id,segment_name,segment_value,n_samples,precision,recall,f1,roc_auc,pr_auc,brier,tn,fp,fn,tp,calibration_curve,unavailable_metrics
time_A2_rf,time,A2,rf,history_bucket,29+,14966,0.6798408828435776,0.6601869158878505,0.66986976861803,0.709456249178097,0.7476096779330321,0.2162378740158488,4446,2495,2727,5298,"{""n_bins"":10,""probability_predicted"":[0.07838988630101085,0.1632974228535413,0.2550970923252906,0.3519483699758239,0.4495491192923711,0.5472414582230958,0.6498087913173173,0.7535134426311211,0.8479774461056997,0.9475639005667831],""probability_true"":[0.23214285714285715,0.2898832684824903,0.31017881705639616,0.36946011281224816,0.44881889763779526,0.5264279624893435,0.5937707090788602,0.7296296296296296,0.8107489994282447,0.9106078665077473]}",{}
time_A2_rf,time,A2,rf,experience_level_code,BEGINNER,2854,0.4263157894736842,0.09121621621621621,0.150278293135436,0.5588357940850311,0.35353454738415785,0.21722007846638547,1857,109,807,81,"{""n_bins"":10,""probability_predicted"":[0.07838693451212377,0.16358192524890483,0.2524808853418835,0.344933405816555,0.4460718879993375,0.5350487887166268,0.6381072226692649,0.7481641173362732],""probability_true"":[0.22448979591836735,0.25340599455040874,0.27502876869965476,0.3277777777777778,0.35281837160751567,0.4418604651162791,0.29411764705882354,0.0]}",{}
time_A2_rf,time,A2,rf,experience_level_code,ADVANCED,6104,0.7533932663493742,0.9447391688771,0.8382857703246053,0.6596240584673583,0.8437637480221014,0.18259928089928498,181,1399,250,4274,"{""n_bins"":10,""probability_predicted"":[0.2778509259223938,0.372995063662529,0.45861592372702487,0.5574704029915984,0.654956038133793,0.7542875057826463,0.8480442577501195,0.9475639005667831],""probability_true"":[0.0,0.6666666666666666,0.5642458100558659,0.6023778071334214,0.6502369668246446,0.7455113192818111,0.8116025272831706,0.9106078665077473]}",{}
time_A2_rf,time,A2,rf,experience_level_code,INTERMEDIATE,6008,0.4886010362694301,0.3608878683505549,0.41514417785604224,0.553901614618648,0.46861721994765354,0.24994738814395695,2408,987,1670,943,"{""n_bins"":10,""probability_predicted"":[0.07841054882322039,0.1625871345603547,0.2589510821112215,0.35512592348436645,0.44868555524961545,0.543256862574088,0.6378375814217452,0.7390101253986359,0.8334375619888306],""probability_true"":[0.2857142857142857,0.38095238095238093,0.363013698630137,0.3801324503311258,0.45136612021857925,0.49611856033874385,0.4691075514874142,0.4411764705882353,0.625]}",{}
time_A2_histgb,time,A2,histgb,history_bucket,29+,14966,0.6974067213548558,0.656822429906542,0.6765064493358147,0.7276817196656645,0.7630041318052462,0.20878026727688434,4654,2287,2754,5271,"{""n_bins"":10,""probability_predicted"":[0.17138126855943261,0.26773525074558124,0.34701243332241194,0.45508984708107486,0.5414303568286116,0.6621178773902652,0.759135312846794,0.8361669790620264,0.9450074113408724],""probability_true"":[0.1951219512195122,0.26435877261998425,0.34386311286607435,0.4465161923454367,0.5342806394316163,0.6596306068601583,0.7592592592592593,0.8328752061572292,0.9383333333333334]}",{}
time_A2_histgb,time,A2,histgb,experience_level_code,BEGINNER,2854,0.0,0.0,0.0,0.582932086460825,0.36949308626174077,0.21092437204853734,1963,3,888,0,"{""n_bins"":10,""probability_predicted"":[0.17106921561062335,0.26280129435505084,0.3469301374718786,0.42078042103920454,0.5161018967628479],""probability_true"":[0.2,0.25025227043390513,0.33489304812834225,0.404320987654321,0.0]}",{}
time_A2_histgb,time,A2,histgb,experience_level_code,ADVANCED,6104,0.7423343224530168,0.9953580901856764,0.8504249291784702,0.6839510654847843,0.8554576482965761,0.1763425102421411,17,1563,21,4503,"{""n_bins"":10,""probability_predicted"":[0.4885324278944417,0.5597205878993098,0.6619436454128574,0.759135312846794,0.8361669790620264,0.9450074113408724],""probability_true"":[0.5526315789473685,0.5563012677106637,0.6621621621621622,0.7592592592592593,0.8328752061572292,0.9383333333333334]}",{}
time_A2_histgb,time,A2,histgb,experience_level_code,INTERMEDIATE,6008,0.5157824042981867,0.2939150401836969,0.37445148707947346,0.5828113877198351,0.4967083284255399,0.24071781619861787,2674,721,1845,768,"{""n_bins"":10,""probability_predicted"":[0.18386338651180267,0.2851979321134942,0.3470922224296043,0.45874307007426895,0.5248081851864574,0.6692807475725809],""probability_true"":[0.0,0.3142857142857143,0.3525599481529488,0.45009276437847867,0.5152957171991842,0.5555555555555556]}",{}
time_A3_logreg,time,A3,logreg,history_bucket,29+,14966,0.6871389098216528,0.6817445482866044,0.6844311002689686,0.72802084862129,0.7622717952444589,0.20955845748756197,4450,2491,2554,5471,"{""n_bins"":10,""probability_predicted"":[0.17792280504314734,0.25847086334107755,0.34509649218848354,0.45812265283859854,0.5418478370279511,0.6478744297135522,0.7639927336481773,0.828516882865928,0.9102603048086166],""probability_true"":[0.19184652278177458,0.2995658465991317,0.3392929703372613,0.44642857142857145,0.5030250648228176,0.6038803556992725,0.7575030012004802,0.870507399577167,1.0]}",{}
time_A3_logreg,time,A3,logreg,experience_level_code,BEGINNER,2854,0.5,0.0022522522522522522,0.004484304932735426,0.5843686705525464,0.3718174280744889,0.21157394887171824,1964,2,886,2,"{""n_bins"":10,""probability_predicted"":[0.17786393251763769,0.24149746881972114,0.3508921816596078,0.43051678747572797,0.511212483048439],""probability_true"":[0.1927710843373494,0.2949640287769784,0.31511710432931156,0.42127659574468085,0.5]}",{}
time_A3_logreg,time,A3,logreg,experience_level_code,ADVANCED,6104,0.742317173377157,0.9984526967285589,0.8515411443114337,0.6844930413323036,0.8533682145906472,0.17764378950988768,12,1568,7,4517,"{""n_bins"":10,""probability_predicted"":[0.48363339273553146,0.5644283685446775,0.6487792626823354,0.7639927336481773,0.828516882865928,0.9102603048086166],""probability_true"":[0.3684210526315789,0.491701244813278,0.6040268456375839,0.7575030012004802,0.870507399577167,1.0]}",{}
time_A3_logreg,time,A3,logreg,experience_level_code,INTERMEDIATE,6008,0.5082754938601175,0.3643321852277076,0.4244315648684797,0.5846618273760911,0.5004223099835889,0.24102565471215284,2474,921,1661,952,"{""n_bins"":10,""probability_predicted"":[0.19013885408639908,0.26989605384213583,0.33733401456033324,0.46366147885301423,0.535960925225356,0.623906409740448],""probability_true"":[0.0,0.3026634382566586,0.37167300380228135,0.4523281596452328,0.5060175054704595,0.6]}",{}
time_A3_rf,time,A3,rf,history_bucket,29+,14966,0.6927734632091616,0.6558255451713396,0.6737933683267188,0.7214662435184673,0.7586683247833783,0.21088221091878007,4607,2334,2762,5263,"{""n_bins"":10,""probability_predicted"":[0.09782058745622635,0.17636591463425513,0.25935134866940485,0.35119722728085456,0.45068389301745604,0.5452262314279577,0.6447173351208949,0.7546572966795219,0.844581256743531,0.9399775083316559],""probability_true"":[0.25,0.215311004784689,0.3002028397565923,0.3463708160962768,0.4476474486414844,0.5203657522859518,0.6196269261962692,0.7644736842105263,0.831728045325779,0.9167904903417533]}",{}
time_A3_rf,time,A3,rf,experience_level_code,BEGINNER,2854,0.3770491803278688,0.0259009009009009,0.04847207586933614,0.5699790584073392,0.3621800899227404,0.21288512063666903,1928,38,865,23,"{""n_bins"":10,""probability_predicted"":[0.09782058745622635,0.17567311271384198,0.2573148751172017,0.34621312481915056,0.43802769693182264,0.5255546679099401,0.6239310503005981],""probability_true"":[0.25,0.22043010752688172,0.2726326742976067,0.32227891156462585,0.3905579399141631,0.38333333333333336,0.0]}",{}
time_A3_rf,time,A3,rf,experience_level_code,ADVANCED,6104,0.750256761383088,0.9688328912466844,0.8456492378931121,0.6790967162475238,0.8524012963939283,0.17757997606814474,121,1459,141,4383,"{""n_bins"":10,""probability_predicted"":[0.2981908917427063,0.3650680449273851,0.46760173148088496,0.5561866778211273,0.6483636667670273,0.754776817945503,0.844581256743531,0.9399775083316559],""probability_true"":[0.0,0.5,0.5432098765432098,0.5573580533024334,0.6409756097560976,0.7651715039577837,0.831728045325779,0.9167904903417533]}",{}
time_A3_rf,time,A3,rf,experience_level_code,INTERMEDIATE,6008,0.5059031877213696,0.3279755070799847,0.3979568144880427,0.5691037279897105,0.4886539602601692,0.2437651232345962,2558,837,1756,857,"{""n_bins"":10,""probability_predicted"":[0.18196857364281363,0.26306162244231374,0.35502769129268136,0.4514577139915972,0.5396439175869433,0.6267622450123662,0.709358736872673],""probability_true"":[0.17391304347826086,0.3520309477756286,0.36382252559726963,0.4491121697704634,0.5043830074173972,0.5169082125603864,0.5]}",{}
time_A3_histgb,time,A3,histgb,history_bucket,29+,14966,0.6990369181380417,0.6512149532710281,0.6742790787691116,0.7280094216450986,0.7643487212645705,0.2086506793634291,4691,2250,2799,5226,"{""n_bins"":10,""probability_predicted"":[0.18330536484718324,0.2707262009147173,0.347070420091467,0.45356763533596123,0.5406942490335661,0.6525405975754814,0.7589028326447752,0.8369980672689584,0.9366433779860652],""probability_true"":[0.0,0.24890446976336547,0.3401768793430196,0.4524858401510384,0.5311077389984825,0.6502525252525253,0.7638660076880834,0.8326153846153846,0.9418604651162791]}",{}
time_A3_histgb,time,A3,histgb,experience_level_code,BEGINNER,2854,0.5,0.0022522522522522522,0.004484304932735426,0.5833396341407531,0.3678695793413036,0.21084170051939036,1964,2,886,2,"{""n_bins"":10,""probability_predicted"":[0.18330536484718324,0.26730067223684556,0.34999569113218515,0.4151230668308727,0.5524957627058029],""probability_true"":[0.0,0.23430962343096234,0.3431989924433249,0.38870431893687707,0.5]}",{}
time_A3_histgb,time,A3,histgb,experience_level_code,ADVANCED,6104,0.7426591883866711,0.9951370468611848,0.8505573398828642,0.6851924056228946,0.8575783983727376,0.1761838735933075,20,1560,22,4502,"{""n_bins"":10,""probability_predicted"":[0.4819982874961126,0.5559130397332911,0.6529056937038745,0.7589028326447752,0.8369980672689584,0.9366433779860652],""probability_true"":[0.5238095238095238,0.5558252427184466,0.6478149100257069,0.7638660076880834,0.8326153846153846,0.9418604651162791]}",{}
time_A3_histgb,time,A3,histgb,experience_level_code,INTERMEDIATE,6008,0.5120567375886524,0.2763107539226942,0.35893611732537906,0.5829441779434086,0.4997483943843182,0.24059545433708238,2707,688,1891,722,"{""n_bins"":10,""probability_predicted"":[0.28842785181225955,0.344126611211454,0.457228209490919,0.5271859171141184,0.632251684154783],""probability_true"":[0.32432432432432434,0.33713561470215464,0.4582010582010582,0.5093123209169055,0.7857142857142857]}",{}
time_A4_logreg,time,A4,logreg,history_bucket,29+,14966,0.6873111782477341,0.680373831775701,0.6838249107646064,0.7280584867290437,0.7623303446169678,0.20954852605372462,4457,2484,2565,5460,"{""n_bins"":10,""probability_predicted"":[0.17778485875373215,0.2586075007356838,0.3451461057214961,0.4584266441410238,0.5417838517495118,0.647493564890277,0.7639683470902264,0.8283845822955054,0.9106885701417923],""probability_true"":[0.19477434679334918,0.29920692141312183,0.33969155844155846,0.4476363636363636,0.5021834061135371,0.6024193548387097,0.758537565287264,0.868766404199475,1.0]}",{}
time_A4_logreg,time,A4,logreg,experience_level_code,BEGINNER,2854,0.5,0.0022522522522522522,0.004484304932735426,0.5842715808382136,0.3714495441957295,0.21156387859358192,1964,2,886,2,"{""n_bins"":10,""probability_predicted"":[0.17772967754229727,0.24190253107616247,0.35109132747501764,0.4305405058290647,0.5093849450349808],""probability_true"":[0.1957040572792363,0.29084380610412924,0.3175388967468175,0.41956521739130437,0.5]}",{}
time_A4_logreg,time,A4,logreg,experience_level_code,ADVANCED,6104,0.7421952021031877,0.9984526967285589,0.8514608859566447,0.684565579916955,0.8534390153059603,0.17763907611953428,11,1569,7,4517,"{""n_bins"":10,""probability_predicted"":[0.48298951817883384,0.5641432333737612,0.6485090024219263,0.7639683470902264,0.8283845822955054,0.9106885701417923],""probability_true"":[0.3888888888888889,0.49166666666666664,0.6023489932885906,0.758537565287264,0.868766404199475,1.0]}",{}
time_A4_logreg,time,A4,logreg,experience_level_code,INTERMEDIATE,6008,0.5075512405609492,0.3601224646000765,0.4213118423998209,0.584801099295637,0.5005503741561823,0.2410104878129698,2482,913,1672,941,"{""n_bins"":10,""probability_predicted"":[0.1893453225493431,0.26981794423008537,0.33713987376008714,0.46387800500846244,0.5359129173349041,0.622276866187652],""probability_true"":[0.0,0.30481927710843376,0.36952380952380953,0.4537852112676056,0.5049833887043189,0.6041666666666666]}",{}
time_A4_rf,time,A4,rf,history_bucket,29+,14966,0.6976928147659855,0.6594392523364486,0.6780269058295965,0.7241411972113869,0.7604033434821087,0.21001867531974697,4648,2293,2733,5292,"{""n_bins"":10,""probability_predicted"":[0.09597557783126831,0.17530016003306523,0.2616804121170527,0.3508028973575254,0.4513950702822446,0.5445633594575521,0.6449141458283835,0.7556314920569874,0.8448485693590387,0.9379093065651246],""probability_true"":[1.0,0.20930232558139536,0.28268309377138945,0.3460810299129118,0.44075981970379907,0.5249690466364012,0.6400665004156276,0.7661847894406034,0.8307155322862129,0.9291217257318952]}",{}
time_A4_rf,time,A4,rf,experience_level_code,BEGINNER,2854,0.4878048780487805,0.02252252252252252,0.04305705059203445,0.5725308854123707,0.36139664296794094,0.2125486833903771,1945,21,868,20,"{""n_bins"":10,""probability_predicted"":[0.09597557783126831,0.17429151072067284,0.2584060385042202,0.3464080493152142,0.4369740882267555,0.5250384574983178],""probability_true"":[1.0,0.20754716981132076,0.2517985611510791,0.3475,0.35833333333333334,0.4878048780487805]}",{}
time_A4_rf,time,A4,rf,experience_level_code,ADVANCED,6104,0.7512794268167861,0.9734748010610079,0.8480647024841133,0.6813838151518203,0.8531988838361858,0.17692273246600543,122,1458,120,4404,"{""n_bins"":10,""probability_predicted"":[0.29126766324043274,0.37644723455111184,0.46864454751521084,0.5548052845440267,0.6479823958930787,0.7556314920569874,0.8448485693590387,0.9379093065651246],""probability_true"":[0.0,0.5333333333333333,0.49557522123893805,0.5547785547785548,0.6488038277511962,0.7661847894406034,0.8307155322862129,0.9291217257318952]}",{}
time_A4_rf,time,A4,rf,experience_level_code,INTERMEDIATE,6008,0.5160523186682521,0.33218522770761577,0.4041909196740396,0.5757634169697564,0.49632826370154703,0.242441610097653,2581,814,1745,868,"{""n_bins"":10,""probability_predicted"":[0.1876367170077104,0.2681616816738548,0.35423147561339474,0.4526549409205715,0.5393225125127578,0.6246209729321396],""probability_true"":[0.23076923076923078,0.34496919917864477,0.3429172510518934,0.45208333333333334,0.5091863517060368,0.5822784810126582]}",{}
time_A4_histgb,time,A4,histgb,history_bucket,29+,14966,0.6994673768308921,0.6545794392523364,0.6762793691663984,0.7281149932609564,0.763812063396661,0.2087016303647752,4684,2257,2772,5253,"{""n_bins"":10,""probability_predicted"":[0.19452511072158812,0.2697169778560509,0.34692141041039265,0.4519815609331002,0.5412423613139205,0.652659727818575,0.7597678520975341,0.8380414445701959,0.9351679291818049],""probability_true"":[0.6,0.24764353041988005,0.3444264943457189,0.4433991846973973,0.5325355272999253,0.6720098643649816,0.7573734001112966,0.8362282878411911,0.9334415584415584]}",{}
time_A4_histgb,time,A4,histgb,experience_level_code,BEGINNER,2854,0.4,0.0022522522522522522,0.004479283314669653,0.5828295551400842,0.36141766054170454,0.21104595842142126,1963,3,886,2,"{""n_bins"":10,""probability_predicted"":[0.19452511072158812,0.2650334262142482,0.3483845593190632,0.4182140236218228,0.531741487979889],""probability_true"":[0.6,0.23778501628664495,0.34294478527607364,0.3583617747440273,0.4]}",{}
time_A4_histgb,time,A4,histgb,experience_level_code,ADVANCED,6104,0.7441244620986428,0.9938107869142352,0.8510316108271815,0.6851166493189627,0.8564115826557042,0.17621485284100716,34,1546,28,4496,"{""n_bins"":10,""probability_predicted"":[0.39079124927520753,0.481378074800759,0.558761631738367,0.6531966250193747,0.7597678520975341,0.8380414445701959,0.9351679291818049],""probability_true"":[0.4,0.45614035087719296,0.5545529122231337,0.6716791979949874,0.7573734001112966,0.8362282878411911,0.9334415584415584]}",{}
time_A4_histgb,time,A4,histgb,experience_level_code,INTERMEDIATE,6008,0.5160628844839371,0.2889399158055874,0.3704612365063788,0.5828195602930177,0.5016252300603474,0.2405938703333858,2687,708,1858,755,"{""n_bins"":10,""probability_predicted"":[0.28725173827109296,0.34513765567377824,0.4548763433007465,0.5265468535341066,0.6197024996464069],""probability_true"":[0.2845528455284553,0.3458904109589041,0.4519196900317013,0.5144827586206897,0.6923076923076923]}",{}
time_A5_logreg,time,A5,logreg,history_bucket,29+,14966,0.6869346733668342,0.6813707165109034,0.684141382546137,0.7281058732233991,0.7621829939223521,0.20953279045870432,4449,2492,2557,5468,"{""n_bins"":10,""probability_predicted"":[0.1776965060194985,0.25889531869742444,0.344678640702622,0.4582476997222656,0.5424853235677111,0.6476213379452626,0.7645972071425094,0.8294328715994898,0.9109418193499247],""probability_true"":[0.19672131147540983,0.30152949745083757,0.3384491114701131,0.4472527472527473,0.5015184381778742,0.6073717948717948,0.758716323296355,0.8687466379774073,1.0]}",{}
time_A5_logreg,time,A5,logreg,experience_level_code,BEGINNER,2854,0.5,0.0033783783783783786,0.006711409395973154,0.5837297114001081,0.37077697746310107,0.21163200581414685,1963,3,885,3,"{""n_bins"":10,""probability_predicted"":[0.17760877834879002,0.2417251409263416,0.34943136579107603,0.4312709161768789,0.5102192262808481],""probability_true"":[0.19811320754716982,0.2936802973977695,0.3155680224403927,0.41956521739130437,0.5]}",{}
time_A5_logreg,time,A5,logreg,experience_level_code,ADVANCED,6104,0.7424765663542181,0.9980106100795756,0.8514851485148515,0.6845364105921722,0.8531204704017046,0.17758943043959724,14,1566,9,4515,"{""n_bins"":10,""probability_predicted"":[0.48491121504617773,0.5651005044173395,0.6485977313273532,0.7645972071425094,0.8294328715994898,0.9109418193499247],""probability_true"":[0.391304347826087,0.49266247379454925,0.606516290726817,0.758716323296355,0.8687466379774073,1.0]}",{}
time_A5_logreg,time,A5,logreg,experience_level_code,INTERMEDIATE,6008,0.5072076882007475,0.36356678147722926,0.42353990191707536,0.5849384548876779,0.5013258121888757,0.24098936651266523,2472,923,1663,950,"{""n_bins"":10,""probability_predicted"":[0.19009535014629364,0.269958259584661,0.3382239873920168,0.4634973924585486,0.5366709192419419,0.6247048109185462],""probability_true"":[0.0,0.3065868263473054,0.36952380952380953,0.45349354695149086,0.5038419319429198,0.6274509803921569]}",{}
time_A5_rf,time,A5,rf,history_bucket,29+,14966,0.697490269762448,0.647601246105919,0.6716205737916774,0.7247406601524823,0.7611858625734071,0.20951149857451146,4687,2254,2828,5197,"{""n_bins"":10,""probability_predicted"":[0.18126719489873175,0.26492131967409,0.3501897351638131,0.45149719771867847,0.5435527958761254,0.6467436538301271,0.7567753004544394,0.8414977853505692,0.9333120619549471],""probability_true"":[0.18072289156626506,0.27591973244147155,0.3408695652173913,0.44718833680452247,0.514041514041514,0.6531365313653137,0.7769827072152653,0.8342214328004737,0.9448529411764706]}",{}
time_A5_rf,time,A5,rf,experience_level_code,BEGINNER,2854,0.2727272727272727,0.006756756756756757,0.013186813186813187,0.5713801288572398,0.35797634270757683,0.21227853598388266,1950,16,882,6,"{""n_bins"":10,""probability_predicted"":[0.18082091740415066,0.26113987217632617,0.3476140467311805,0.4318381155858924,0.5240799567916177],""probability_true"":[0.1518987341772152,0.25316455696202533,0.3342756183745583,0.3773987206823028,0.2727272727272727]}",{}
time_A5_rf,time,A5,rf,experience_level_code,ADVANCED,6104,0.7474287641207217,0.9798850574712644,0.8480153036824486,0.6843468449562949,0.8541796575990748,0.17623474206982656,82,1498,91,4433,"{""n_bins"":10,""probability_predicted"":[0.38731358051300047,0.4719957322591827,0.5577190032471782,0.648615412421458,0.7567753004544394,0.8414977853505692,0.9333120619549471],""probability_true"":[0.4,0.5297619047619048,0.5405138339920948,0.6541129831516352,0.7769827072152653,0.8342214328004737,0.9448529411764706]}",{}
time_A5_rf,time,A5,rf,experience_level_code,INTERMEDIATE,6008,0.5060080106809078,0.290088021431305,0.3687667234249574,0.5742690196913923,0.4975125985045121,0.24200553934319496,2655,740,1855,758,"{""n_bins"":10,""probability_predicted"":[0.190081175416708,0.2749704874892483,0.35256704094074026,0.45361773946518064,0.533779219347913,0.6215622615814209],""probability_true"":[0.75,0.3363914373088685,0.3470790378006873,0.4541116005873715,0.4989458889669712,0.64]}",{}
